Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
United States of America,Personal Care,Offline,L,11/1/2011,968693149,11/21/2011,6684,81.73,56.67,546283.32,378782.28,167501.04
United States of America,Snacks,Offline,L,8/13/2013,977613532,8/24/2013,6424,152.58,97.44,980173.92,625954.56,354219.36
Canada,Cosmetics,Offline,M,4/9/2017,277685296,4/11/2017,2105,437.20,263.33,920306.00,554309.65,365996.35
Canada,Cereal,Offline,M,7/18/2015,146087968,9/6/2015,9531,205.70,117.11,1960526.70,1116175.41,844351.29
United States of America,Personal Care,Offline,L,2/14/2014,910251033,2/18/2014,2363,81.73,56.67,193127.99,133911.21,59216.78
Mexico,Cereal,Offline,M,3/25/2014,355464208,4/1/2014,8613,205.70,117.11,1771694.10,1008668.43,763025.67
Greenland,Fruits,Online,L,9/11/2015,361381804,10/25/2015,9761,9.33,6.92,91070.13,67546.12,23524.01
Canada,Clothes,Online,L,9/5/2014,583481585,10/5/2014,4022,109.28,35.84,439524.16,144148.48,295375.68
United States of America,Meat,Offline,L,1/9/2011,998654496,2/12/2011,2913,421.89,364.69,1228965.57,1062341.97,166623.60
Canada,Fruits,Offline,L,7/16/2017,735428941,8/19/2017,8621,9.33,6.92,80433.93,59657.32,20776.61
United States of America,Baby Food,Offline,C,1/1/2011,744676339,1/21/2011,5132,255.28,159.42,1310096.96,818143.44,491953.52
United States of America,Meat,Offline,L,9/22/2010,611754214,9/27/2010,521,421.89,364.69,219804.69,190003.49,29801.20
Mexico,Snacks,Online,M,4/24/2014,708823573,5/4/2014,5502,152.58,97.44,839495.16,536114.88,303380.28
Canada,Fruits,Offline,H,1/6/2015,990534484,1/30/2015,21,9.33,6.92,195.93,145.32,50.61
Canada,Vegetables,Offline,H,5/25/2013,788332831,7/2/2013,4058,154.06,90.93,625175.48,368993.94,256181.54
United States of America,Personal Care,Online,L,11/14/2015,439513909,12/16/2015,788,81.73,56.67,64403.24,44655.96,19747.28
Greenland,Personal Care,Online,H,2/1/2012,822959506,2/5/2012,861,81.73,56.67,70369.53,48792.87,21576.66
Mexico,Clothes,Online,H,9/3/2013,723874413,9/21/2013,9380,109.28,35.84,1025046.40,336179.20,688867.20
Canada,Household,Offline,L,11/4/2015,179867923,12/20/2015,5770,668.27,502.54,3855917.90,2899655.80,956262.10
United States of America,Clothes,Offline,L,1/15/2015,897060143,2/13/2015,8886,109.28,35.84,971062.08,318474.24,652587.84
United States of America,Cosmetics,Online,H,7/9/2015,856853616,7/23/2015,881,437.20,263.33,385173.20,231993.73,153179.47
Canada,Clothes,Offline,C,10/17/2015,262478673,12/2/2015,2127,109.28,35.84,232438.56,76231.68,156206.88
Canada,Vegetables,Offline,C,3/17/2016,253953111,4/10/2016,9224,154.06,90.93,1421049.44,838738.32,582311.12
Canada,Clothes,Online,C,6/3/2014,482479465,7/2/2014,5250,109.28,35.84,573720.00,188160.00,385560.00
Canada,Beverages,Offline,H,5/25/2015,830794131,5/29/2015,9300,47.45,31.79,441285.00,295647.00,145638.00
Canada,Beverages,Offline,M,2/3/2012,782893311,3/16/2012,4383,47.45,31.79,207973.35,139335.57,68637.78
Mexico,Office Supplies,Offline,L,10/9/2015,251615083,10/9/2015,7349,651.21,524.96,4785742.29,3857931.04,927811.25
Greenland,Baby Food,Online,H,3/12/2011,324811923,4/4/2011,7921,255.28,159.42,2022072.88,1262765.82,759307.06
Mexico,Cosmetics,Online,M,3/6/2014,216016805,3/13/2014,3028,437.20,263.33,1323841.60,797363.24,526478.36
Mexico,Baby Food,Offline,C,8/5/2016,931515586,8/5/2016,5017,255.28,159.42,1280739.76,799810.14,480929.62
United States of America,Cosmetics,Online,H,12/17/2016,764532840,1/20/2017,1112,437.20,263.33,486166.40,292822.96,193343.44
Canada,Snacks,Online,L,8/20/2010,296414411,9/30/2010,4466,152.58,97.44,681422.28,435167.04,246255.24
Greenland,Fruits,Online,L,6/26/2016,430562627,8/14/2016,1904,9.33,6.92,17764.32,13175.68,4588.64
Mexico,Baby Food,Online,M,8/2/2016,487399280,9/20/2016,1133,255.28,159.42,289232.24,180622.86,108609.38
Canada,Vegetables,Online,H,9/18/2013,263465726,10/7/2013,4218,154.06,90.93,649825.08,383542.74,266282.34
Greenland,Fruits,Online,C,5/7/2010,706750762,6/23/2010,2111,9.33,6.92,19695.63,14608.12,5087.51
United States of America,Beverages,Online,C,7/19/2016,226178729,8/26/2016,167,47.45,31.79,7924.15,5308.93,2615.22
United States of America,Fruits,Offline,M,11/19/2013,666419351,12/13/2013,7150,9.33,6.92,66709.50,49478.00,17231.50
United States of America,Baby Food,Online,H,3/29/2013,856219756,4/22/2013,3308,255.28,159.42,844466.24,527361.36,317104.88
Greenland,Clothes,Offline,C,6/19/2011,651493394,7/12/2011,228,109.28,35.84,24915.84,8171.52,16744.32
Greenland,Snacks,Online,H,8/19/2012,382563102,9/6/2012,7778,152.58,97.44,1186767.24,757888.32,428878.92
United States of America,Household,Online,H,9/2/2016,865436255,9/19/2016,675,668.27,502.54,451082.25,339214.50,111867.75
United States of America,Vegetables,Offline,C,5/26/2013,528255116,7/15/2013,1283,154.06,90.93,197658.98,116663.19,80995.79
Greenland,Clothes,Online,L,9/8/2010,435861814,10/20/2010,51,109.28,35.84,5573.28,1827.84,3745.44
Mexico,Snacks,Online,H,9/26/2015,318837249,10/1/2015,9882,152.58,97.44,1507795.56,962902.08,544893.48
Canada,Beverages,Online,M,2/12/2010,994410169,3/23/2010,6922,47.45,31.79,328448.90,220050.38,108398.52
Greenland,Baby Food,Online,M,5/6/2017,714798247,6/3/2017,3541,255.28,159.42,903946.48,564506.22,339440.26
Canada,Meat,Online,C,9/20/2015,396923005,9/25/2015,7193,421.89,364.69,3034654.77,2623215.17,411439.60
Greenland,Snacks,Offline,M,2/18/2010,170017564,3/3/2010,830,152.58,97.44,126641.40,80875.20,45766.20
Canada,Vegetables,Online,C,7/25/2017,945719707,9/1/2017,8332,154.06,90.93,1283627.92,757628.76,525999.16
Greenland,Baby Food,Online,M,7/11/2014,805061662,8/20/2014,4491,255.28,159.42,1146462.48,715955.22,430507.26
United States of America,Clothes,Online,H,9/29/2016,818366706,10/28/2016,1749,109.28,35.84,191130.72,62684.16,128446.56
Canada,Personal Care,Offline,M,10/10/2013,362846934,10/17/2013,3326,81.73,56.67,271833.98,188484.42,83349.56
United States of America,Household,Offline,L,5/25/2016,998259675,6/8/2016,6076,668.27,502.54,4060408.52,3053433.04,1006975.48
United States of America,Beverages,Offline,C,6/30/2015,821312415,7/2/2015,3450,47.45,31.79,163702.50,109675.50,54027.00
Canada,Personal Care,Offline,C,5/3/2017,424375092,6/22/2017,875,81.73,56.67,71513.75,49586.25,21927.50
Canada,Cereal,Online,L,6/30/2016,568867194,7/27/2016,9299,205.70,117.11,1912804.30,1089005.89,823798.41
Canada,Baby Food,Online,L,6/28/2014,125976979,7/16/2014,8242,255.28,159.42,2104017.76,1313939.64,790078.12
Canada,Office Supplies,Offline,C,5/24/2013,478899896,6/9/2013,5976,651.21,524.96,3891630.96,3137160.96,754470.00
Mexico,Vegetables,Online,H,1/30/2013,437877547,2/22/2013,6552,154.06,90.93,1009401.12,595773.36,413627.76
Canada,Clothes,Online,C,5/24/2011,611188161,7/4/2011,3014,109.28,35.84,329369.92,108021.76,221348.16
Greenland,Personal Care,Offline,M,8/11/2010,260873210,9/9/2010,7035,81.73,56.67,574970.55,398673.45,176297.10
Greenland,Fruits,Offline,M,12/17/2012,567557847,12/29/2012,1834,9.33,6.92,17111.22,12691.28,4419.94
Mexico,Meat,Online,L,4/10/2013,939069545,5/25/2013,401,421.89,364.69,169177.89,146240.69,22937.20
Mexico,Clothes,Online,H,12/6/2011,516669690,1/16/2012,2898,109.28,35.84,316693.44,103864.32,212829.12
Greenland,Vegetables,Offline,L,8/19/2011,986082017,8/20/2011,2437,154.06,90.93,375444.22,221596.41,153847.81
United States of America,Snacks,Offline,H,7/30/2014,747128522,8/5/2014,787,152.58,97.44,120080.46,76685.28,43395.18
United States of America,Cosmetics,Offline,C,6/2/2014,944030988,6/2/2014,8603,437.20,263.33,3761231.60,2265427.99,1495803.61
Greenland,Cosmetics,Online,L,5/26/2011,876933705,5/28/2011,3026,437.20,263.33,1322967.20,796836.58,526130.62
Mexico,Clothes,Offline,M,7/18/2010,883121240,7/18/2010,4055,109.28,35.84,443130.40,145331.20,297799.20
United States of America,Office Supplies,Online,H,7/11/2016,872200572,8/4/2016,2386,651.21,524.96,1553787.06,1252554.56,301232.50
Greenland,Vegetables,Offline,C,5/22/2012,313480985,6/22/2012,4844,154.06,90.93,746266.64,440464.92,305801.72
United States of America,Cosmetics,Offline,L,10/22/2014,459469115,11/4/2014,5976,437.20,263.33,2612707.20,1573660.08,1039047.12
Greenland,Meat,Online,H,1/15/2010,316229283,2/3/2010,8127,421.89,364.69,3428700.03,2963835.63,464864.40
United States of America,Office Supplies,Online,C,10/10/2014,220879542,11/24/2014,2020,651.21,524.96,1315444.20,1060419.20,255025.00
Canada,Household,Offline,C,6/16/2015,886487948,7/19/2015,339,668.27,502.54,226543.53,170361.06,56182.47
Mexico,Fruits,Online,L,5/17/2017,687642276,6/21/2017,7485,9.33,6.92,69835.05,51796.20,18038.85
Greenland,Clothes,Online,C,1/26/2014,968184173,3/5/2014,6067,109.28,35.84,663001.76,217441.28,445560.48
Canada,Snacks,Online,L,8/27/2010,284647023,10/10/2010,2235,152.58,97.44,341016.30,217778.40,123237.90
Mexico,Clothes,Offline,C,6/17/2014,483622300,6/18/2014,3441,109.28,35.84,376032.48,123325.44,252707.04
Canada,Snacks,Offline,M,11/25/2013,280475223,12/22/2013,7706,152.58,97.44,1175781.48,750872.64,424908.84
Mexico,Office Supplies,Online,C,7/7/2010,712896668,7/16/2010,821,651.21,524.96,534643.41,430992.16,103651.25
United States of America,Household,Offline,H,12/30/2014,476478612,1/21/2015,9465,668.27,502.54,6325175.55,4756541.10,1568634.45
Mexico,Snacks,Online,H,2/16/2013,902146470,3/29/2013,4043,152.58,97.44,616880.94,393949.92,222931.02
United States of America,Vegetables,Online,M,3/28/2014,118017470,4/8/2014,2847,154.06,90.93,438608.82,258877.71,179731.11
Canada,Personal Care,Offline,C,8/2/2011,981317985,9/2/2011,2654,81.73,56.67,216911.42,150402.18,66509.24
Canada,Household,Offline,H,11/1/2010,210660541,12/4/2010,7990,668.27,502.54,5339477.30,4015294.60,1324182.70
Mexico,Clothes,Online,L,6/26/2011,442345464,8/7/2011,8707,109.28,35.84,951500.96,312058.88,639442.08
Greenland,Snacks,Online,L,11/15/2013,463370978,12/3/2013,624,152.58,97.44,95209.92,60802.56,34407.36
Mexico,Household,Offline,H,1/1/2016,951330459,1/30/2016,8678,668.27,502.54,5799247.06,4361042.12,1438204.94
Greenland,Meat,Offline,M,11/11/2013,478759562,11/24/2013,4448,421.89,364.69,1876566.72,1622141.12,254425.60
Canada,Baby Food,Offline,H,11/14/2014,997298800,12/15/2014,1732,255.28,159.42,442144.96,276115.44,166029.52
United States of America,Baby Food,Online,M,1/25/2012,593658959,1/31/2012,5733,255.28,159.42,1463520.24,913954.86,549565.38
Mexico,Cereal,Offline,H,3/12/2010,884643447,4/27/2010,4510,205.70,117.11,927707.00,528166.10,399540.90
Mexico,Cosmetics,Online,C,5/24/2013,678327071,6/18/2013,909,437.20,263.33,397414.80,239366.97,158047.83
Mexico,Cereal,Offline,H,12/17/2013,710345780,12/22/2013,5957,205.70,117.11,1225354.90,697624.27,527730.63
Greenland,Cosmetics,Offline,L,2/10/2014,397769725,3/8/2014,7756,437.20,263.33,3390923.20,2042387.48,1348535.72
Mexico,Fruits,Offline,M,12/16/2015,399686753,1/25/2016,5047,9.33,6.92,47088.51,34925.24,12163.27
Greenland,Cereal,Offline,H,5/21/2015,605114781,5/26/2015,5766,205.70,117.11,1186066.20,675256.26,510809.94
Canada,Beverages,Offline,C,10/13/2012,292045199,11/22/2012,1519,47.45,31.79,72076.55,48289.01,23787.54
Canada,Fruits,Online,L,1/1/2010,799268949,1/12/2010,298,9.33,6.92,2780.34,2062.16,718.18
Greenland,Fruits,Online,C,2/3/2012,913955485,2/26/2012,8593,9.33,6.92,80172.69,59463.56,20709.13
United States of America,Clothes,Online,H,5/22/2016,466768586,7/3/2016,6052,109.28,35.84,661362.56,216903.68,444458.88
Greenland,Office Supplies,Online,H,12/16/2011,817956435,12/29/2011,341,651.21,524.96,222062.61,179011.36,43051.25
Canada,Office Supplies,Offline,C,11/19/2013,161180436,1/1/2014,5728,651.21,524.96,3730130.88,3006970.88,723160.00
Greenland,Fruits,Offline,L,4/28/2014,581382596,5/25/2014,2885,9.33,6.92,26917.05,19964.20,6952.85
Mexico,Vegetables,Online,L,8/17/2014,818210923,9/16/2014,5649,154.06,90.93,870284.94,513663.57,356621.37
Greenland,Snacks,Online,H,9/21/2013,751269423,10/22/2013,6172,152.58,97.44,941723.76,601399.68,340324.08
Greenland,Office Supplies,Offline,M,4/22/2016,726607263,5/2/2016,8091,651.21,524.96,5268940.11,4247451.36,1021488.75
United States of America,Snacks,Online,C,10/14/2010,623760640,11/6/2010,3490,152.58,97.44,532504.20,340065.60,192438.60
Mexico,Baby Food,Offline,M,3/3/2017,507650601,4/4/2017,3949,255.28,159.42,1008100.72,629549.58,378551.14
United States of America,Meat,Offline,H,12/24/2014,797678935,2/3/2015,9778,421.89,364.69,4125240.42,3565938.82,559301.60
Mexico,Personal Care,Offline,H,11/29/2016,362961089,12/20/2016,7107,81.73,56.67,580855.11,402753.69,178101.42
Mexico,Meat,Online,M,2/1/2016,317315042,2/11/2016,9427,421.89,364.69,3977157.03,3437932.63,539224.40
United States of America,Fruits,Online,C,4/28/2011,857684886,6/5/2011,6872,9.33,6.92,64115.76,47554.24,16561.52
United States of America,Household,Online,H,1/8/2016,126937854,1/10/2016,2587,668.27,502.54,1728814.49,1300070.98,428743.51
Canada,Cosmetics,Offline,H,6/28/2015,684582412,8/16/2015,2003,437.20,263.33,875711.60,527449.99,348261.61
Canada,Cosmetics,Online,C,5/16/2013,665416848,5/21/2013,487,437.20,263.33,212916.40,128241.71,84674.69
Mexico,Personal Care,Online,L,3/18/2010,916563451,3/27/2010,348,81.73,56.67,28442.04,19721.16,8720.88
Canada,Cosmetics,Offline,C,3/17/2017,681496369,4/8/2017,8775,437.20,263.33,3836430.00,2310720.75,1525709.25
Mexico,Personal Care,Online,M,3/20/2017,884544742,4/18/2017,5300,81.73,56.67,433169.00,300351.00,132818.00
Canada,Cosmetics,Offline,M,4/28/2012,867364013,5/23/2012,1141,437.20,263.33,498845.20,300459.53,198385.67
United States of America,Snacks,Online,L,8/24/2016,258337771,9/14/2016,6742,152.58,97.44,1028694.36,656940.48,371753.88
Canada,Cereal,Online,L,3/30/2014,691149318,4/19/2014,5297,205.70,117.11,1089592.90,620331.67,469261.23
United States of America,Snacks,Online,C,8/19/2015,151994836,9/30/2015,7504,152.58,97.44,1144960.32,731189.76,413770.56
United States of America,Cereal,Online,L,8/30/2010,971877896,9/13/2010,9122,205.70,117.11,1876395.40,1068277.42,808117.98
Mexico,Fruits,Offline,C,11/13/2016,339187276,11/19/2016,1907,9.33,6.92,17792.31,13196.44,4595.87
United States of America,Cereal,Online,M,1/18/2011,265257871,2/14/2011,4553,205.70,117.11,936552.10,533201.83,403350.27
Canada,Personal Care,Online,C,4/21/2012,922818791,5/24/2012,1442,81.73,56.67,117854.66,81718.14,36136.52
Greenland,Vegetables,Offline,H,1/18/2014,626831233,1/20/2014,2146,154.06,90.93,330612.76,195135.78,135476.98
United States of America,Cereal,Offline,C,1/17/2014,604200255,1/27/2014,5137,205.70,117.11,1056680.90,601594.07,455086.83
Canada,Snacks,Online,C,9/1/2014,729932343,9/7/2014,2056,152.58,97.44,313704.48,200336.64,113367.84
Greenland,Cereal,Offline,C,5/7/2011,234294021,6/21/2011,1662,205.70,117.11,341873.40,194636.82,147236.58
Mexico,Clothes,Offline,L,6/15/2017,315751206,7/14/2017,6654,109.28,35.84,727149.12,238479.36,488669.76
Canada,Office Supplies,Online,L,10/15/2011,217622268,11/8/2011,8120,651.21,524.96,5287825.20,4262675.20,1025150.00
Canada,Personal Care,Offline,H,7/26/2016,652859818,8/14/2016,4583,81.73,56.67,374568.59,259718.61,114849.98
Greenland,Vegetables,Offline,H,1/17/2013,374037539,3/5/2013,4875,154.06,90.93,751042.50,443283.75,307758.75
Greenland,Baby Food,Offline,L,4/17/2012,237634551,5/24/2012,199,255.28,159.42,50800.72,31724.58,19076.14
United States of America,Baby Food,Online,L,6/9/2015,459806859,6/10/2015,5922,255.28,159.42,1511768.16,944085.24,567682.92
United States of America,Snacks,Online,C,2/15/2016,734275376,3/5/2016,7256,152.58,97.44,1107120.48,707024.64,400095.84
United States of America,Baby Food,Online,H,12/10/2012,469319474,1/26/2013,917,255.28,159.42,234091.76,146188.14,87903.62
Canada,Snacks,Offline,L,8/23/2013,179473102,9/18/2013,8934,152.58,97.44,1363149.72,870528.96,492620.76
Mexico,Fruits,Online,C,5/29/2011,136294686,7/17/2011,1481,9.33,6.92,13817.73,10248.52,3569.21
Greenland,Fruits,Online,L,9/5/2010,848058116,10/4/2010,8097,9.33,6.92,75545.01,56031.24,19513.77
Greenland,Meat,Offline,C,5/3/2010,481071412,6/20/2010,8576,421.89,364.69,3618128.64,3127581.44,490547.20
Greenland,Beverages,Online,L,8/15/2016,835994613,9/14/2016,8238,47.45,31.79,390893.10,261886.02,129007.08
Mexico,Vegetables,Online,L,12/11/2014,293343818,12/22/2014,5809,154.06,90.93,894934.54,528212.37,366722.17
Canada,Meat,Offline,C,7/6/2011,941012752,8/24/2011,5439,421.89,364.69,2294659.71,1983548.91,311110.80
United States of America,Fruits,Offline,H,5/19/2011,231815659,6/6/2011,8260,9.33,6.92,77065.80,57159.20,19906.60
Canada,Vegetables,Online,C,7/15/2010,680072867,8/28/2010,7529,154.06,90.93,1159917.74,684611.97,475305.77
Mexico,Vegetables,Online,M,9/12/2010,551535403,10/9/2010,437,154.06,90.93,67324.22,39736.41,27587.81
Greenland,Household,Online,M,2/12/2015,916308963,3/27/2015,5039,668.27,502.54,3367412.53,2532299.06,835113.47
Mexico,Personal Care,Online,L,9/30/2016,599929749,10/27/2016,1399,81.73,56.67,114340.27,79281.33,35058.94
Greenland,Meat,Online,C,3/14/2012,843351161,4/24/2012,5205,421.89,364.69,2195937.45,1898211.45,297726.00
Mexico,Vegetables,Online,L,11/21/2014,241271197,12/23/2014,6364,154.06,90.93,980437.84,578678.52,401759.32
United States of America,Vegetables,Online,M,1/18/2010,650339829,1/25/2010,8862,154.06,90.93,1365279.72,805821.66,559458.06
Canada,Clothes,Online,M,1/4/2015,724788939,1/17/2015,8,109.28,35.84,874.24,286.72,587.52
Mexico,Household,Offline,L,12/1/2015,244850766,1/15/2016,5638,668.27,502.54,3767706.26,2833320.52,934385.74
Greenland,Beverages,Offline,C,11/15/2010,714995658,11/27/2010,1959,47.45,31.79,92954.55,62276.61,30677.94
Greenland,Personal Care,Online,H,3/25/2013,343738448,5/10/2013,8700,81.73,56.67,711051.00,493029.00,218022.00
Greenland,Beverages,Online,M,9/27/2010,991126716,10/25/2010,5275,47.45,31.79,250298.75,167692.25,82606.50
Greenland,Meat,Online,M,6/15/2011,382126653,6/28/2011,8623,421.89,364.69,3637957.47,3144721.87,493235.60
United States of America,Household,Online,L,7/23/2013,200290477,8/16/2013,9258,668.27,502.54,6186843.66,4652515.32,1534328.34
United States of America,Office Supplies,Offline,L,2/25/2017,278350055,4/1/2017,8822,651.21,524.96,5744974.62,4631197.12,1113777.50
Mexico,Baby Food,Offline,M,9/24/2016,877442681,10/29/2016,3643,255.28,159.42,929985.04,580767.06,349217.98
United States of America,Cereal,Online,C,9/23/2016,283254420,10/1/2016,132,205.70,117.11,27152.40,15458.52,11693.88
Mexico,Cosmetics,Online,M,4/22/2010,223472058,5/27/2010,9203,437.20,263.33,4023551.60,2423425.99,1600125.61
United States of America,Cosmetics,Online,C,1/7/2010,305365693,1/31/2010,3349,437.20,263.33,1464182.80,881892.17,582290.63
Greenland,Baby Food,Online,L,7/14/2010,942197215,7/20/2010,5949,255.28,159.42,1518660.72,948389.58,570271.14
Canada,Baby Food,Offline,H,12/3/2014,149371421,12/13/2014,1178,255.28,159.42,300719.84,187796.76,112923.08
Greenland,Cosmetics,Online,C,8/24/2010,193651044,9/17/2010,4502,437.20,263.33,1968274.40,1185511.66,782762.74
United States of America,Snacks,Offline,L,11/16/2012,147880113,11/23/2012,9866,152.58,97.44,1505354.28,961343.04,544011.24
United States of America,Beverages,Online,H,10/12/2011,147682702,11/3/2011,1448,47.45,31.79,68707.60,46031.92,22675.68
Greenland,Beverages,Online,C,2/6/2011,974215924,3/16/2011,996,47.45,31.79,47260.20,31662.84,15597.36
Greenland,Meat,Offline,M,3/4/2011,970833766,3/13/2011,140,421.89,364.69,59064.60,51056.60,8008.00
Canada,Cereal,Offline,C,11/12/2013,435072171,11/14/2013,6379,205.70,117.11,1312160.30,747044.69,565115.61
United States of America,Snacks,Online,C,7/19/2011,566404283,9/4/2011,469,152.58,97.44,71560.02,45699.36,25860.66
Canada,Fruits,Online,M,4/27/2015,612118136,5/29/2015,8214,9.33,6.92,76636.62,56840.88,19795.74
Mexico,Clothes,Online,C,4/14/2014,276474654,4/19/2014,3849,109.28,35.84,420618.72,137948.16,282670.56
Greenland,Household,Offline,M,4/16/2014,870662915,5/18/2014,7360,668.27,502.54,4918467.20,3698694.40,1219772.80
United States of America,Clothes,Online,C,3/21/2014,173472249,4/9/2014,3148,109.28,35.84,344013.44,112824.32,231189.12
Canada,Personal Care,Online,M,12/22/2015,188492190,1/26/2016,7883,81.73,56.67,644277.59,446729.61,197547.98
Mexico,Vegetables,Online,L,4/20/2012,812813031,5/10/2012,8293,154.06,90.93,1277619.58,754082.49,523537.09
Greenland,Office Supplies,Offline,H,3/5/2014,719209086,3/19/2014,8806,651.21,524.96,5734555.26,4622797.76,1111757.50
Greenland,Cereal,Online,H,12/27/2011,306617963,1/3/2012,3924,205.70,117.11,807166.80,459539.64,347627.16
Greenland,Meat,Online,C,3/1/2011,526717460,3/8/2011,6256,421.89,364.69,2639343.84,2281500.64,357843.20
Canada,Personal Care,Offline,C,3/31/2016,955668771,5/8/2016,2481,81.73,56.67,202772.13,140598.27,62173.86
United States of America,Personal Care,Offline,L,7/30/2013,275897872,9/16/2013,3166,81.73,56.67,258757.18,179417.22,79339.96
United States of America,Cereal,Offline,C,9/16/2012,800666272,11/5/2012,3797,205.70,117.11,781042.90,444666.67,336376.23
Greenland,Meat,Offline,L,4/20/2012,725438249,6/8/2012,2153,421.89,364.69,908329.17,785177.57,123151.60
Greenland,Office Supplies,Offline,H,12/10/2011,829723823,12/20/2011,2572,651.21,524.96,1674912.12,1350197.12,324715.00
United States of America,Office Supplies,Online,M,10/13/2014,664995849,11/29/2014,5904,651.21,524.96,3844743.84,3099363.84,745380.00
Canada,Clothes,Offline,H,7/23/2017,767348945,9/9/2017,4460,109.28,35.84,487388.80,159846.40,327542.40
Greenland,Cosmetics,Online,H,11/16/2014,847226846,11/21/2014,2106,437.20,263.33,920743.20,554572.98,366170.22
Canada,Personal Care,Online,C,7/22/2013,547742974,8/25/2013,8173,81.73,56.67,667979.29,463163.91,204815.38
United States of America,Household,Online,L,3/24/2017,143905723,4/18/2017,3756,668.27,502.54,2510022.12,1887540.24,622481.88
Mexico,Snacks,Online,H,1/24/2010,967015159,2/19/2010,130,152.58,97.44,19835.40,12667.20,7168.20
Canada,Baby Food,Offline,L,1/22/2017,378827750,1/28/2017,2405,255.28,159.42,613948.40,383405.10,230543.30
Mexico,Baby Food,Online,H,1/24/2014,964562976,3/5/2014,4474,255.28,159.42,1142122.72,713245.08,428877.64
