Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Baby Food,Offline,H,6/4/2011,891654527,7/20/2011,9244,255.28,159.42,2359808.32,1473678.48,886129.84
Cereal,Online,M,2/2/2010,410178697,3/9/2010,9846,205.70,117.11,2025322.20,1153065.06,872257.14
Fruits,Online,L,7/17/2011,365166509,7/31/2011,9740,9.33,6.92,90874.20,67400.80,23473.40
Snacks,Online,C,12/9/2014,619975936,12/11/2014,3512,152.58,97.44,535860.96,342209.28,193651.68
Personal Care,Offline,C,7/13/2014,391054761,8/10/2014,649,81.73,56.67,53042.77,36778.83,16263.94
Fruits,Online,H,8/24/2013,840215766,8/29/2013,7371,9.33,6.92,68771.43,51007.32,17764.11
Snacks,Online,L,4/2/2016,125844371,5/11/2016,9001,152.58,97.44,1373372.58,877057.44,496315.14
Beverages,Offline,L,10/18/2011,113048303,11/20/2011,2360,47.45,31.79,111982.00,75024.40,36957.60
Personal Care,Offline,M,4/20/2017,470776879,5/27/2017,2195,81.73,56.67,179397.35,124390.65,55006.70
Personal Care,Online,L,3/19/2016,324128711,4/13/2016,5743,81.73,56.67,469375.39,325455.81,143919.58
Snacks,Offline,C,2/19/2013,138640439,4/5/2013,5642,152.58,97.44,860856.36,549756.48,311099.88
Vegetables,Online,L,2/2/2017,659294116,2/13/2017,8635,154.06,90.93,1330308.10,785180.55,545127.55
Cereal,Offline,H,5/8/2010,511180818,6/13/2010,8618,205.70,117.11,1772722.60,1009253.98,763468.62
Household,Offline,M,4/1/2017,331329476,5/7/2017,6610,668.27,502.54,4417264.70,3321789.40,1095475.30
Fruits,Online,L,7/4/2015,695682036,8/17/2015,6629,9.33,6.92,61848.57,45872.68,15975.89
Cosmetics,Online,H,12/20/2011,538632905,1/20/2012,2301,437.20,263.33,1005997.20,605922.33,400074.87
Snacks,Online,L,10/19/2016,760197532,12/3/2016,8198,152.58,97.44,1250850.84,798813.12,452037.72
Clothes,Offline,L,6/14/2017,686070716,7/15/2017,2426,109.28,35.84,265113.28,86947.84,178165.44
Meat,Online,M,12/12/2016,119178760,1/31/2017,6498,421.89,364.69,2741441.22,2369755.62,371685.60
Cosmetics,Offline,L,5/26/2015,678911578,5/31/2015,3878,437.20,263.33,1695461.60,1021193.74,674267.86
Vegetables,Offline,C,5/4/2017,316179931,5/15/2017,3523,154.06,90.93,542753.38,320346.39,222406.99
Office Supplies,Online,M,6/14/2015,246801698,7/5/2015,2962,651.21,524.96,1928884.02,1554931.52,373952.50
Cosmetics,Offline,H,7/24/2010,694793689,8/31/2010,3747,437.20,263.33,1638188.40,986697.51,651490.89
Baby Food,Offline,H,3/10/2014,749318492,3/13/2014,8848,255.28,159.42,2258717.44,1410548.16,848169.28
Vegetables,Online,H,6/7/2013,259795176,6/19/2013,8021,154.06,90.93,1235715.26,729349.53,506365.73
Personal Care,Offline,H,10/8/2016,502598178,11/10/2016,8825,81.73,56.67,721267.25,500112.75,221154.50
Personal Care,Offline,L,1/15/2012,622625529,2/8/2012,7585,81.73,56.67,619922.05,429841.95,190080.10
Clothes,Online,M,9/7/2014,828406751,9/30/2014,2821,109.28,35.84,308278.88,101104.64,207174.24
Beverages,Online,C,4/8/2013,453076446,4/15/2013,4243,47.45,31.79,201330.35,134884.97,66445.38
Baby Food,Online,H,11/18/2015,904450595,11/19/2015,5885,255.28,159.42,1502322.80,938186.70,564136.10
Office Supplies,Online,M,3/2/2010,188359582,3/6/2010,8641,651.21,524.96,5627105.61,4536179.36,1090926.25
Fruits,Online,C,9/20/2011,794372308,9/30/2011,1273,9.33,6.92,11877.09,8809.16,3067.93
Meat,Online,C,12/15/2016,563295066,12/16/2016,383,421.89,364.69,161583.87,139676.27,21907.60
Office Supplies,Online,L,1/29/2010,381879889,2/18/2010,5600,651.21,524.96,3646776.00,2939776.00,707000.00
Personal Care,Online,L,4/8/2016,376201331,4/12/2016,5189,81.73,56.67,424096.97,294060.63,130036.34
Fruits,Offline,M,10/20/2015,773149383,12/9/2015,938,9.33,6.92,8751.54,6490.96,2260.58
Vegetables,Offline,H,11/14/2016,844190156,12/22/2016,3482,154.06,90.93,536436.92,316618.26,219818.66
Cereal,Online,C,7/26/2017,750149762,8/23/2017,4839,205.70,117.11,995382.30,566695.29,428687.01
Household,Offline,C,6/6/2015,477006042,6/27/2015,5543,668.27,502.54,3704220.61,2785579.22,918641.39
Clothes,Online,L,5/22/2011,696752345,6/29/2011,3357,109.28,35.84,366852.96,120314.88,246538.08
Cosmetics,Online,L,6/20/2012,665029752,6/29/2012,5937,437.20,263.33,2595656.40,1563390.21,1032266.19
Personal Care,Online,C,4/4/2017,862820565,4/12/2017,6634,81.73,56.67,542196.82,375948.78,166248.04
Cereal,Offline,M,4/28/2015,416548192,5/20/2015,4721,205.70,117.11,971109.70,552876.31,418233.39
Baby Food,Online,M,5/3/2010,745006358,6/6/2010,2792,255.28,159.42,712741.76,445100.64,267641.12
Cereal,Online,C,9/20/2016,716271102,10/4/2016,9391,205.70,117.11,1931728.70,1099780.01,831948.69
Cosmetics,Online,M,10/10/2013,342026555,11/18/2013,2113,437.20,263.33,923803.60,556416.29,367387.31
Baby Food,Offline,M,1/2/2015,128790080,1/14/2015,702,255.28,159.42,179206.56,111912.84,67293.72
Baby Food,Offline,L,10/1/2016,558052957,11/11/2016,9126,255.28,159.42,2329685.28,1454866.92,874818.36
Snacks,Offline,L,10/16/2013,877138841,10/25/2013,3730,152.58,97.44,569123.40,363451.20,205672.20
Snacks,Offline,H,11/27/2013,525400388,12/17/2013,6505,152.58,97.44,992532.90,633847.20,358685.70
Fruits,Online,L,7/1/2013,165417039,7/15/2013,9433,9.33,6.92,88009.89,65276.36,22733.53
Vegetables,Online,M,5/4/2014,877237546,5/31/2014,2939,154.06,90.93,452782.34,267243.27,185539.07
Clothes,Offline,L,8/13/2014,110159671,9/24/2014,7549,109.28,35.84,824954.72,270556.16,554398.56
Personal Care,Offline,M,11/13/2013,108440053,11/24/2013,8676,81.73,56.67,709089.48,491668.92,217420.56
Baby Food,Online,C,1/10/2010,901364552,2/4/2010,2656,255.28,159.42,678023.68,423419.52,254604.16
Household,Online,C,8/4/2016,886017596,8/19/2016,1151,668.27,502.54,769178.77,578423.54,190755.23
Baby Food,Offline,C,5/20/2016,352905595,6/19/2016,1463,255.28,159.42,373474.64,233231.46,140243.18
Beverages,Online,L,2/4/2011,159780108,3/10/2011,1340,47.45,31.79,63583.00,42598.60,20984.40
Cereal,Offline,L,4/12/2017,216798722,5/5/2017,4415,205.70,117.11,908165.50,517040.65,391124.85
Clothes,Offline,H,8/17/2014,554275977,9/29/2014,1434,109.28,35.84,156707.52,51394.56,105312.96
Household,Offline,H,10/19/2010,541817653,11/12/2010,4739,668.27,502.54,3166931.53,2381537.06,785394.47
Baby Food,Offline,C,9/17/2013,833212411,10/16/2013,4923,255.28,159.42,1256743.44,784824.66,471918.78
Vegetables,Online,M,5/24/2010,534954631,5/24/2010,3818,154.06,90.93,588201.08,347170.74,241030.34
Personal Care,Offline,C,4/21/2011,977647435,5/15/2011,6456,81.73,56.67,527648.88,365861.52,161787.36
Fruits,Online,H,5/4/2012,878463637,5/24/2012,5767,9.33,6.92,53806.11,39907.64,13898.47
Fruits,Online,C,4/7/2012,528725469,4/23/2012,470,9.33,6.92,4385.10,3252.40,1132.70
Baby Food,Online,C,1/11/2011,254158246,2/12/2011,9928,255.28,159.42,2534419.84,1582721.76,951698.08
Clothes,Offline,C,11/25/2010,336529958,12/6/2010,5548,109.28,35.84,606285.44,198840.32,407445.12
Cereal,Online,H,10/22/2010,129621350,11/27/2010,6693,205.70,117.11,1376750.10,783817.23,592932.87
Baby Food,Online,M,9/7/2013,400863492,10/2/2013,3270,255.28,159.42,834765.60,521303.40,313462.20
Beverages,Offline,L,2/28/2010,909988820,3/14/2010,4769,47.45,31.79,226289.05,151606.51,74682.54
Clothes,Offline,M,12/31/2010,896558892,1/19/2011,555,109.28,35.84,60650.40,19891.20,40759.20
Cosmetics,Offline,M,10/26/2016,288925254,10/26/2016,8258,437.20,263.33,3610397.60,2174579.14,1435818.46
Snacks,Offline,H,7/24/2016,956860959,8/11/2016,5276,152.58,97.44,805012.08,514093.44,290918.64
Snacks,Online,L,1/22/2011,183314883,2/19/2011,5802,152.58,97.44,885269.16,565346.88,319922.28
Beverages,Online,L,8/1/2014,858944880,9/14/2014,9733,47.45,31.79,461830.85,309412.07,152418.78
Cosmetics,Online,M,10/4/2014,606587636,11/16/2014,1616,437.20,263.33,706515.20,425541.28,280973.92
Clothes,Offline,C,8/21/2010,913469684,8/31/2010,4834,109.28,35.84,528259.52,173250.56,355008.96
Clothes,Online,M,5/10/2013,941119182,6/19/2013,6934,109.28,35.84,757747.52,248514.56,509232.96
Office Supplies,Offline,H,12/1/2013,925829303,12/12/2013,2320,651.21,524.96,1510807.20,1217907.20,292900.00
Cosmetics,Offline,C,2/15/2013,725586307,3/12/2013,5967,437.20,263.33,2608772.40,1571290.11,1037482.29
Vegetables,Online,H,5/24/2012,843161475,6/22/2012,9072,154.06,90.93,1397632.32,824916.96,572715.36
Household,Offline,M,1/7/2012,324959981,2/26/2012,1735,668.27,502.54,1159448.45,871906.90,287541.55
Beverages,Offline,M,10/11/2015,209738290,10/25/2015,5076,47.45,31.79,240856.20,161366.04,79490.16
Household,Online,C,9/10/2016,152860009,10/9/2016,3528,668.27,502.54,2357656.56,1772961.12,584695.44
Meat,Offline,M,3/11/2016,113837945,4/1/2016,6032,421.89,364.69,2544840.48,2199810.08,345030.40
Beverages,Online,H,6/22/2015,500779855,7/28/2015,742,47.45,31.79,35207.90,23588.18,11619.72
Snacks,Online,L,7/7/2010,448961722,7/29/2010,6605,152.58,97.44,1007790.90,643591.20,364199.70
Cosmetics,Offline,M,7/28/2012,547116839,8/14/2012,2886,437.20,263.33,1261759.20,759970.38,501788.82
Snacks,Online,C,1/31/2012,733774125,2/9/2012,8925,152.58,97.44,1361776.50,869652.00,492124.50
Meat,Online,H,4/11/2013,853505361,5/30/2013,58,421.89,364.69,24469.62,21152.02,3317.60
Snacks,Online,L,7/8/2015,196110951,8/11/2015,2443,152.58,97.44,372752.94,238045.92,134707.02
Meat,Online,L,8/24/2014,411446416,9/7/2014,4993,421.89,364.69,2106496.77,1820897.17,285599.60
Cosmetics,Online,H,12/11/2013,327116048,1/14/2014,9763,437.20,263.33,4268383.60,2570890.79,1697492.81
Personal Care,Online,H,2/12/2015,411306083,2/23/2015,3465,81.73,56.67,283194.45,196361.55,86832.90
Cosmetics,Online,M,12/9/2011,696851050,12/14/2011,2566,437.20,263.33,1121855.20,675704.78,446150.42
Office Supplies,Offline,H,11/27/2011,173506152,12/28/2011,3181,651.21,524.96,2071499.01,1669897.76,401601.25
Beverages,Online,H,2/18/2010,390265119,3/30/2010,6976,47.45,31.79,331011.20,221767.04,109244.16
Household,Online,C,5/7/2017,891358411,6/20/2017,1617,668.27,502.54,1080592.59,812607.18,267985.41
Household,Online,L,4/28/2016,340899169,5/11/2016,8494,668.27,502.54,5676285.38,4268574.76,1407710.62
Cosmetics,Offline,C,11/18/2016,785114181,12/20/2016,1588,437.20,263.33,694273.60,418168.04,276105.56
Vegetables,Online,M,8/22/2014,276763045,9/26/2014,9190,154.06,90.93,1415811.40,835646.70,580164.70
Fruits,Offline,M,9/30/2011,414096009,11/5/2011,9066,9.33,6.92,84585.78,62736.72,21849.06
Household,Online,L,9/12/2013,935975778,10/28/2013,4887,668.27,502.54,3265835.49,2455912.98,809922.51
Vegetables,Online,H,4/22/2011,474455153,5/9/2011,678,154.06,90.93,104452.68,61650.54,42802.14
Baby Food,Offline,L,7/23/2017,615466392,9/9/2017,9037,255.28,159.42,2306965.36,1440678.54,866286.82
Baby Food,Offline,M,12/26/2010,646201932,12/29/2010,4367,255.28,159.42,1114807.76,696187.14,418620.62
Snacks,Offline,H,7/18/2015,628459870,8/26/2015,4096,152.58,97.44,624967.68,399114.24,225853.44
Fruits,Online,L,4/22/2010,728474938,5/8/2010,777,9.33,6.92,7249.41,5376.84,1872.57
Office Supplies,Offline,L,5/8/2011,895036685,6/1/2011,100,651.21,524.96,65121.00,52496.00,12625.00
Household,Offline,M,6/22/2016,337756049,6/27/2016,8375,668.27,502.54,5596761.25,4208772.50,1387988.75
Fruits,Online,H,7/1/2015,251565730,8/12/2015,2745,9.33,6.92,25610.85,18995.40,6615.45
Snacks,Online,L,12/16/2016,916415393,1/18/2017,6534,152.58,97.44,996957.72,636672.96,360284.76
Vegetables,Online,M,4/15/2014,825164926,6/2/2014,3493,154.06,90.93,538131.58,317618.49,220513.09
Personal Care,Offline,H,9/18/2016,450525557,9/21/2016,9379,81.73,56.67,766545.67,531507.93,235037.74
Personal Care,Online,H,9/4/2010,386742627,9/12/2010,4592,81.73,56.67,375304.16,260228.64,115075.52
Clothes,Offline,C,3/14/2010,383261764,3/27/2010,4528,109.28,35.84,494819.84,162283.52,332536.32
Vegetables,Online,C,6/30/2015,842132794,7/20/2015,4663,154.06,90.93,718381.78,424006.59,294375.19
Personal Care,Online,M,3/24/2016,990303170,4/20/2016,1570,81.73,56.67,128316.10,88971.90,39344.20
Fruits,Offline,H,1/27/2015,672287595,1/28/2015,3694,9.33,6.92,34465.02,25562.48,8902.54
Baby Food,Online,H,4/1/2012,937300574,4/7/2012,6924,255.28,159.42,1767558.72,1103824.08,663734.64
Clothes,Offline,C,12/11/2012,843260180,1/27/2013,8281,109.28,35.84,904947.68,296791.04,608156.64
Baby Food,Online,L,12/10/2011,193658769,1/27/2012,6788,255.28,159.42,1732840.64,1082142.96,650697.68
Snacks,Online,L,12/16/2012,609434640,2/3/2013,4108,152.58,97.44,626798.64,400283.52,226515.12
Meat,Offline,C,5/4/2016,788636672,5/17/2016,3971,421.89,364.69,1675325.19,1448183.99,227141.20
Household,Online,H,7/24/2017,484404218,8/9/2017,4827,668.27,502.54,3225739.29,2425760.58,799978.71
Household,Online,L,10/24/2016,923179709,12/3/2016,8246,668.27,502.54,5510554.42,4143944.84,1366609.58
Beverages,Online,M,9/28/2015,145898282,11/5/2015,3399,47.45,31.79,161282.55,108054.21,53228.34
Meat,Offline,M,5/27/2011,637676370,6/28/2011,1463,421.89,364.69,617225.07,533541.47,83683.60
Meat,Offline,H,7/7/2010,317899549,8/17/2010,2396,421.89,364.69,1010848.44,873797.24,137051.20
Beverages,Online,H,8/19/2011,350016963,9/27/2011,6652,47.45,31.79,315637.40,211467.08,104170.32
Beverages,Offline,M,8/31/2010,358443820,10/14/2010,347,47.45,31.79,16465.15,11031.13,5434.02
Personal Care,Online,M,6/2/2016,373058211,7/19/2016,5070,81.73,56.67,414371.10,287316.90,127054.20
Baby Food,Online,L,2/22/2014,241362178,3/20/2014,3287,255.28,159.42,839105.36,524013.54,315091.82
Vegetables,Offline,C,5/28/2015,726220166,6/11/2015,3540,154.06,90.93,545372.40,321892.20,223480.20
Household,Offline,L,7/20/2012,293138682,7/23/2012,5105,668.27,502.54,3411518.35,2565466.70,846051.65
Snacks,Offline,M,8/7/2016,342759120,9/22/2016,8895,152.58,97.44,1357199.10,866728.80,490470.30
Office Supplies,Offline,C,11/22/2013,715538537,11/29/2013,2609,651.21,524.96,1699006.89,1369620.64,329386.25
Clothes,Online,C,4/23/2016,487349927,6/2/2016,6528,109.28,35.84,713379.84,233963.52,479416.32
Cosmetics,Online,L,8/23/2010,279215228,9/13/2010,4846,437.20,263.33,2118671.20,1276097.18,842574.02
Household,Offline,L,4/20/2015,975195252,5/28/2015,801,668.27,502.54,535284.27,402534.54,132749.73
Office Supplies,Offline,H,7/5/2013,522158563,8/19/2013,7177,651.21,524.96,4673734.17,3767637.92,906096.25
Fruits,Online,M,7/9/2011,154875743,7/19/2011,29,9.33,6.92,270.57,200.68,69.89
Baby Food,Online,C,5/31/2014,786480605,6/28/2014,5943,255.28,159.42,1517129.04,947433.06,569695.98
Cereal,Offline,H,3/10/2010,354962956,4/27/2010,282,205.70,117.11,58007.40,33025.02,24982.38
Cosmetics,Offline,M,9/4/2015,768146312,9/13/2015,418,437.20,263.33,182749.60,110071.94,72677.66
Meat,Offline,L,7/25/2015,573005092,8/25/2015,3795,421.89,364.69,1601072.55,1383998.55,217074.00
Vegetables,Online,H,6/14/2013,248027789,6/28/2013,5789,154.06,90.93,891853.34,526393.77,365459.57
Cosmetics,Online,L,2/12/2011,873263156,3/29/2011,6829,437.20,263.33,2985638.80,1798280.57,1187358.23
Vegetables,Offline,L,9/29/2013,412869918,11/11/2013,6238,154.06,90.93,961026.28,567221.34,393804.94
Baby Food,Online,L,1/17/2016,667481935,3/3/2016,1592,255.28,159.42,406405.76,253796.64,152609.12
Baby Food,Online,C,5/4/2013,406006896,5/22/2013,5318,255.28,159.42,1357579.04,847795.56,509783.48
Baby Food,Online,L,10/22/2012,525202977,11/27/2012,8087,255.28,159.42,2064449.36,1289229.54,775219.82
Personal Care,Online,C,5/4/2011,954112660,6/3/2011,1994,81.73,56.67,162969.62,112999.98,49969.64
Baby Food,Online,C,4/6/2012,790849816,5/5/2012,8890,255.28,159.42,2269439.20,1417243.80,852195.40
Personal Care,Offline,H,12/4/2016,721513211,12/29/2016,648,81.73,56.67,52961.04,36722.16,16238.88
Household,Offline,C,6/12/2010,718089425,6/23/2010,7473,668.27,502.54,4993981.71,3755481.42,1238500.29
Office Supplies,Offline,H,7/22/2012,912004554,9/7/2012,1269,651.21,524.96,826385.49,666174.24,160211.25
Cosmetics,Offline,H,11/11/2014,488674724,11/11/2014,8565,437.20,263.33,3744618.00,2255421.45,1489196.55
Cosmetics,Online,L,1/25/2013,451455533,3/11/2013,4579,437.20,263.33,2001938.80,1205788.07,796150.73
Snacks,Offline,L,8/2/2011,829435431,9/3/2011,7231,152.58,97.44,1103305.98,704588.64,398717.34
Office Supplies,Offline,M,4/10/2011,632673299,5/21/2011,943,651.21,524.96,614091.03,495037.28,119053.75
Meat,Offline,C,4/14/2011,989414823,5/5/2011,8688,421.89,364.69,3665380.32,3168426.72,496953.60
Fruits,Online,C,3/23/2014,328975999,4/9/2014,163,9.33,6.92,1520.79,1127.96,392.83
Office Supplies,Offline,C,7/26/2011,488082492,9/11/2011,3310,651.21,524.96,2155505.10,1737617.60,417887.50
Clothes,Online,L,2/22/2015,756280219,4/8/2015,8978,109.28,35.84,981115.84,321771.52,659344.32
Office Supplies,Online,C,11/6/2011,799375379,11/7/2011,1793,651.21,524.96,1167619.53,941253.28,226366.25
Snacks,Online,H,4/9/2013,762509381,5/8/2013,2325,152.58,97.44,354748.50,226548.00,128200.50
Cosmetics,Online,H,2/10/2013,959411847,3/5/2013,141,437.20,263.33,61645.20,37129.53,24515.67
Cosmetics,Offline,M,11/13/2015,963526570,11/20/2015,7779,437.20,263.33,3400978.80,2048444.07,1352534.73
Household,Online,L,2/29/2016,184681308,3/25/2016,158,668.27,502.54,105586.66,79401.32,26185.34
Meat,Offline,M,6/8/2012,954310071,6/22/2012,412,421.89,364.69,173818.68,150252.28,23566.40
Fruits,Offline,C,12/13/2015,547948110,1/24/2016,8877,9.33,6.92,82822.41,61428.84,21393.57
Baby Food,Offline,C,10/15/2012,449595582,10/26/2012,4179,255.28,159.42,1066815.12,666216.18,400598.94
Personal Care,Offline,C,5/10/2011,129720056,5/13/2011,5902,81.73,56.67,482370.46,334466.34,147904.12
Snacks,Online,L,4/9/2011,454302537,4/9/2011,7071,152.58,97.44,1078893.18,688998.24,389894.94
Cereal,Online,H,1/12/2010,136047923,1/17/2010,8459,205.70,117.11,1740016.30,990633.49,749382.81
Vegetables,Offline,M,3/2/2015,922883594,4/9/2015,619,154.06,90.93,95363.14,56285.67,39077.47
Fruits,Offline,M,11/22/2016,241855704,12/4/2016,9332,9.33,6.92,87067.56,64577.44,22490.12
Baby Food,Online,M,10/6/2016,324227416,11/18/2016,4952,255.28,159.42,1264146.56,789447.84,474698.72
Office Supplies,Online,H,12/21/2010,923714864,1/2/2011,6610,651.21,524.96,4304498.10,3469985.60,834512.50
Beverages,Online,L,6/28/2013,490238559,7/30/2013,1339,47.45,31.79,63535.55,42566.81,20968.74
Fruits,Online,C,3/21/2017,161104905,5/5/2017,3376,9.33,6.92,31498.08,23361.92,8136.16
Cosmetics,Offline,L,2/19/2016,608644998,2/29/2016,435,437.20,263.33,190182.00,114548.55,75633.45
Snacks,Online,M,12/1/2012,323536479,12/22/2012,489,152.58,97.44,74611.62,47648.16,26963.46
Beverages,Offline,M,1/9/2016,457191169,2/20/2016,1881,47.45,31.79,89253.45,59796.99,29456.46
Fruits,Online,L,1/3/2013,483136498,2/10/2013,9681,9.33,6.92,90323.73,66992.52,23331.21
Fruits,Offline,H,11/25/2015,717933642,12/7/2015,1374,9.33,6.92,12819.42,9508.08,3311.34
Cereal,Offline,M,10/4/2010,299606883,10/11/2010,9189,205.70,117.11,1890177.30,1076123.79,814053.51
Household,Online,H,1/6/2012,102901828,2/24/2012,9792,668.27,502.54,6543699.84,4920871.68,1622828.16
Personal Care,Offline,C,3/19/2014,915921866,5/5/2014,489,81.73,56.67,39965.97,27711.63,12254.34
Vegetables,Online,H,5/30/2015,948278319,6/14/2015,5482,154.06,90.93,844556.92,498478.26,346078.66
Snacks,Offline,H,12/26/2012,141783559,12/28/2012,5761,152.58,97.44,879013.38,561351.84,317661.54
Vegetables,Online,H,5/11/2016,273677003,5/19/2016,5962,154.06,90.93,918505.72,542124.66,376381.06
Personal Care,Online,L,5/19/2013,648217666,6/24/2013,867,81.73,56.67,70859.91,49132.89,21727.02
Cosmetics,Online,H,3/2/2017,418465220,4/8/2017,2013,437.20,263.33,880083.60,530083.29,350000.31
Snacks,Online,C,5/4/2014,833550155,5/20/2014,4869,152.58,97.44,742912.02,474435.36,268476.66
Cosmetics,Online,C,6/12/2017,507699954,7/23/2017,8553,437.20,263.33,3739371.60,2252261.49,1487110.11
Meat,Online,M,4/17/2010,280737435,5/3/2010,5301,421.89,364.69,2236438.89,1933221.69,303217.20
Office Supplies,Online,H,7/11/2013,510391175,8/28/2013,4946,651.21,524.96,3220884.66,2596452.16,624432.50
Office Supplies,Online,M,12/31/2016,258626163,12/31/2016,2084,651.21,524.96,1357121.64,1094016.64,263105.00
Cosmetics,Online,L,9/25/2011,647921550,10/29/2011,3240,437.20,263.33,1416528.00,853189.20,563338.80
Meat,Online,H,10/18/2010,629192435,12/3/2010,878,421.89,364.69,370419.42,320197.82,50221.60
Clothes,Offline,C,10/18/2014,539365470,11/25/2014,9083,109.28,35.84,992590.24,325534.72,667055.52
Cereal,Offline,C,6/19/2010,444197690,6/20/2010,6822,205.70,117.11,1403285.40,798924.42,604360.98
Beverages,Offline,M,6/18/2012,617721164,6/18/2012,6274,47.45,31.79,297701.30,199450.46,98250.84
Meat,Offline,C,1/15/2015,148942697,2/12/2015,4309,421.89,364.69,1817924.01,1571449.21,246474.80
Household,Offline,M,1/5/2015,441844213,2/6/2015,376,668.27,502.54,251269.52,188955.04,62314.48
Office Supplies,Offline,L,4/15/2017,791977202,4/20/2017,2509,651.21,524.96,1633885.89,1317124.64,316761.25
Beverages,Online,L,4/29/2011,419000375,5/8/2011,377,47.45,31.79,17888.65,11984.83,5903.82
Meat,Online,C,7/8/2016,933087146,7/12/2016,77,421.89,364.69,32485.53,28081.13,4404.40
Cereal,Online,C,5/31/2013,446312129,5/31/2013,2532,205.70,117.11,520832.40,296522.52,224309.88
Vegetables,Online,L,7/5/2015,608307254,7/27/2015,489,154.06,90.93,75335.34,44464.77,30870.57
Baby Food,Online,H,8/19/2011,262642180,9/6/2011,513,255.28,159.42,130958.64,81782.46,49176.18
Meat,Offline,H,1/9/2010,635619008,1/23/2010,2644,421.89,364.69,1115477.16,964240.36,151236.80
Fruits,Online,H,2/8/2014,395959126,2/9/2014,1959,9.33,6.92,18277.47,13556.28,4721.19
Beverages,Online,H,10/28/2011,545397222,12/4/2011,4013,47.45,31.79,190416.85,127573.27,62843.58
Cereal,Offline,M,11/26/2011,720385825,1/15/2012,7029,205.70,117.11,1445865.30,823166.19,622699.11
Clothes,Online,M,6/19/2017,452245175,7/22/2017,8252,109.28,35.84,901778.56,295751.68,606026.88
Fruits,Online,H,8/26/2014,130312287,9/2/2014,1156,9.33,6.92,10785.48,7999.52,2785.96
Vegetables,Offline,H,7/10/2017,682688558,7/12/2017,1570,154.06,90.93,241874.20,142760.10,99114.10
Fruits,Offline,L,11/1/2013,528782546,12/20/2013,7361,9.33,6.92,68678.13,50938.12,17740.01
Household,Online,L,12/21/2011,494945514,1/10/2012,4231,668.27,502.54,2827450.37,2126246.74,701203.63
