Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Vegetables,Offline,L,2/23/2013,545209252,3/3/2013,8388,154.06,90.93,1292255.28,762720.84,529534.44
Cosmetics,Online,C,12/8/2011,393558013,12/14/2011,1417,437.20,263.33,619512.40,373138.61,246373.79
Snacks,Offline,M,12/7/2014,994624745,12/9/2014,420,152.58,97.44,64083.60,40924.80,23158.80
Household,Online,C,9/6/2011,558301436,9/22/2011,2657,668.27,502.54,1775593.39,1335248.78,440344.61
Snacks,Offline,H,2/23/2013,501521861,4/13/2013,318,152.58,97.44,48520.44,30985.92,17534.52
Beverages,Online,M,12/17/2012,440824973,1/16/2013,8760,47.45,31.79,415662.00,278480.40,137181.60
Fruits,Offline,M,1/16/2015,749270856,2/13/2015,4752,9.33,6.92,44336.16,32883.84,11452.32
Vegetables,Online,M,1/24/2010,312412393,2/12/2010,8624,154.06,90.93,1328613.44,784180.32,544433.12
Baby Food,Online,C,8/27/2011,169639909,9/19/2011,9074,255.28,159.42,2316410.72,1446577.08,869833.64
Personal Care,Online,M,4/16/2013,229012000,5/17/2013,8595,81.73,56.67,702469.35,487078.65,215390.70
Clothes,Online,C,2/5/2010,419939792,2/11/2010,8371,109.28,35.84,914782.88,300016.64,614766.24
Cosmetics,Offline,C,6/14/2013,341542470,6/22/2013,8862,437.20,263.33,3874466.40,2333630.46,1540835.94
Office Supplies,Online,M,6/20/2014,801005733,7/10/2014,4251,651.21,524.96,2768293.71,2231604.96,536688.75
Personal Care,Offline,H,11/26/2013,681612241,12/14/2013,3064,81.73,56.67,250420.72,173636.88,76783.84
Baby Food,Offline,H,7/16/2017,236565959,8/10/2017,3979,255.28,159.42,1015759.12,634332.18,381426.94
Fruits,Online,C,2/3/2011,272304570,2/25/2011,9828,9.33,6.92,91695.24,68009.76,23685.48
Office Supplies,Online,H,1/5/2011,228378140,2/15/2011,1022,651.21,524.96,665536.62,536509.12,129027.50
Personal Care,Offline,C,12/24/2016,692350947,12/30/2016,886,81.73,56.67,72412.78,50209.62,22203.16
Clothes,Offline,H,9/28/2011,745057427,10/24/2011,7904,109.28,35.84,863749.12,283279.36,580469.76
Snacks,Online,M,5/26/2013,158407676,7/13/2013,5206,152.58,97.44,794331.48,507272.64,287058.84
Clothes,Offline,L,7/3/2011,941720855,8/22/2011,4983,109.28,35.84,544542.24,178590.72,365951.52
Household,Offline,L,12/3/2011,583696162,1/16/2012,7520,668.27,502.54,5025390.40,3779100.80,1246289.60
Meat,Online,M,9/28/2012,582033622,11/13/2012,5538,421.89,364.69,2336426.82,2019653.22,316773.60
Cosmetics,Offline,H,6/16/2014,816394317,7/1/2014,8075,437.20,263.33,3530390.00,2126389.75,1404000.25
Meat,Online,M,11/5/2011,408707559,12/7/2011,4504,421.89,364.69,1900192.56,1642563.76,257628.80
Vegetables,Offline,M,12/17/2015,823454749,1/10/2016,7414,154.06,90.93,1142200.84,674155.02,468045.82
Cosmetics,Offline,H,4/30/2012,131054294,5/20/2012,733,437.20,263.33,320467.60,193020.89,127446.71
Snacks,Online,C,2/25/2015,809728705,3/23/2015,5573,152.58,97.44,850328.34,543033.12,307295.22
Clothes,Online,M,6/24/2015,816352689,7/24/2015,5757,109.28,35.84,629124.96,206330.88,422794.08
Baby Food,Online,H,7/23/2017,312173354,9/11/2017,7888,255.28,159.42,2013648.64,1257504.96,756143.68
Fruits,Offline,M,4/6/2016,619787967,4/30/2016,7887,9.33,6.92,73585.71,54578.04,19007.67
Snacks,Online,H,9/8/2010,352816331,9/27/2010,5048,152.58,97.44,770223.84,491877.12,278346.72
Office Supplies,Offline,M,4/20/2011,761729180,6/6/2011,1447,651.21,524.96,942300.87,759617.12,182683.75
Household,Online,M,9/23/2015,473238503,10/22/2015,644,668.27,502.54,430365.88,323635.76,106730.12
Meat,Online,C,8/23/2011,669210994,9/24/2011,3259,421.89,364.69,1374939.51,1188524.71,186414.80
Personal Care,Online,L,11/12/2015,703920924,12/1/2015,4699,81.73,56.67,384049.27,266292.33,117756.94
Personal Care,Offline,H,7/22/2014,520110642,8/25/2014,1152,81.73,56.67,94152.96,65283.84,28869.12
Meat,Online,C,10/19/2010,547957551,12/6/2010,1671,421.89,364.69,704978.19,609396.99,95581.20
Personal Care,Offline,C,6/28/2011,362921178,7/16/2011,5296,81.73,56.67,432842.08,300124.32,132717.76
Office Supplies,Offline,H,12/6/2012,642730510,12/20/2012,7096,651.21,524.96,4620986.16,3725116.16,895870.00
Personal Care,Offline,L,10/31/2010,302364623,11/2/2010,5266,81.73,56.67,430390.18,298424.22,131965.96
Household,Offline,H,5/11/2017,354239833,6/27/2017,6293,668.27,502.54,4205423.11,3162484.22,1042938.89
Office Supplies,Online,H,12/12/2012,630963122,12/29/2012,4864,651.21,524.96,3167485.44,2553405.44,614080.00
Vegetables,Online,L,7/5/2015,527072370,7/29/2015,1282,154.06,90.93,197504.92,116572.26,80932.66
Cereal,Online,M,6/9/2017,354478871,6/26/2017,7030,205.70,117.11,1446071.00,823283.30,622787.70
Office Supplies,Online,C,6/21/2013,155025517,7/10/2013,4350,651.21,524.96,2832763.50,2283576.00,549187.50
Baby Food,Online,M,3/6/2014,901909148,3/9/2014,3814,255.28,159.42,973637.92,608027.88,365610.04
Cereal,Offline,H,1/9/2011,541432273,1/20/2011,696,205.70,117.11,143167.20,81508.56,61658.64
Vegetables,Online,M,4/2/2013,427296340,4/19/2013,5337,154.06,90.93,822218.22,485293.41,336924.81
Meat,Offline,L,9/17/2011,487458074,9/30/2011,8531,421.89,364.69,3599143.59,3111170.39,487973.20
Snacks,Offline,M,9/11/2012,205139482,10/30/2012,4186,152.58,97.44,638699.88,407883.84,230816.04
Cosmetics,Online,M,4/22/2015,259705913,4/22/2015,1606,437.20,263.33,702143.20,422907.98,279235.22
Household,Online,L,2/20/2014,484948813,4/6/2014,5985,668.27,502.54,3999595.95,3007701.90,991894.05
Beverages,Online,C,5/22/2011,833954417,7/3/2011,4499,47.45,31.79,213477.55,143023.21,70454.34
Beverages,Online,L,5/27/2016,347278106,6/2/2016,6164,47.45,31.79,292481.80,195953.56,96528.24
Personal Care,Online,H,6/24/2017,596689641,7/28/2017,2579,81.73,56.67,210781.67,146151.93,64629.74
Fruits,Online,M,12/31/2010,549578464,1/10/2011,1335,9.33,6.92,12455.55,9238.20,3217.35
Meat,Offline,M,3/10/2015,742506539,4/1/2015,3040,421.89,364.69,1282545.60,1108657.60,173888.00
Clothes,Online,L,8/31/2012,450732409,10/14/2012,591,109.28,35.84,64584.48,21181.44,43403.04
Cereal,Offline,H,11/27/2011,639150941,11/28/2011,7822,205.70,117.11,1608985.40,916034.42,692950.98
Clothes,Offline,M,2/12/2012,494321095,3/20/2012,9452,109.28,35.84,1032914.56,338759.68,694154.88
Vegetables,Online,H,7/17/2011,874498689,8/31/2011,2450,154.06,90.93,377447.00,222778.50,154668.50
Snacks,Offline,H,10/6/2012,923386561,11/5/2012,9458,152.58,97.44,1443101.64,921587.52,521514.12
Office Supplies,Offline,M,10/4/2012,657641017,10/23/2012,9446,651.21,524.96,6151329.66,4958772.16,1192557.50
Beverages,Online,M,10/14/2012,233677327,11/17/2012,9169,47.45,31.79,435069.05,291482.51,143586.54
Fruits,Offline,C,2/12/2017,197782933,3/23/2017,7220,9.33,6.92,67362.60,49962.40,17400.20
Clothes,Online,H,11/23/2015,148895061,11/25/2015,212,109.28,35.84,23167.36,7598.08,15569.28
Household,Online,L,6/23/2014,848314321,7/22/2014,3914,668.27,502.54,2615608.78,1966941.56,648667.22
Meat,Offline,C,8/17/2015,987959134,8/30/2015,7917,421.89,364.69,3340103.13,2887250.73,452852.40
Household,Offline,L,3/24/2013,260692965,4/17/2013,3697,668.27,502.54,2470594.19,1857890.38,612703.81
Cosmetics,Online,L,7/20/2017,593307483,7/26/2017,1724,437.20,263.33,753732.80,453980.92,299751.88
Meat,Online,L,7/23/2017,268485963,8/31/2017,9818,421.89,364.69,4142116.02,3580526.42,561589.60
Baby Food,Online,M,1/12/2013,481130206,1/23/2013,5975,255.28,159.42,1525298.00,952534.50,572763.50
Office Supplies,Offline,L,12/26/2010,608654439,1/11/2011,3229,651.21,524.96,2102757.09,1695095.84,407661.25
Meat,Offline,L,2/28/2010,475633609,4/4/2010,9409,421.89,364.69,3969563.01,3431368.21,538194.80
Meat,Online,L,5/27/2014,895383870,6/13/2014,2839,421.89,364.69,1197745.71,1035354.91,162390.80
Baby Food,Online,L,1/24/2015,321685969,3/10/2015,2882,255.28,159.42,735716.96,459448.44,276268.52
Cosmetics,Online,H,10/20/2012,725102221,12/4/2012,2716,437.20,263.33,1187435.20,715204.28,472230.92
Cereal,Offline,C,3/14/2011,463824594,3/15/2011,4859,205.70,117.11,999496.30,569037.49,430458.81
Fruits,Online,H,8/8/2014,897004783,9/7/2014,2503,9.33,6.92,23352.99,17320.76,6032.23
Snacks,Online,M,5/31/2012,793846595,7/15/2012,5703,152.58,97.44,870163.74,555700.32,314463.42
Baby Food,Online,M,9/21/2014,636262309,9/30/2014,3011,255.28,159.42,768648.08,480013.62,288634.46
Snacks,Online,C,3/3/2016,238129794,3/9/2016,6753,152.58,97.44,1030372.74,658012.32,372360.42
Vegetables,Online,L,12/12/2015,157280290,1/2/2016,1588,154.06,90.93,244647.28,144396.84,100250.44
Fruits,Offline,L,9/15/2011,724904811,9/24/2011,4297,9.33,6.92,40091.01,29735.24,10355.77
Office Supplies,Online,H,6/26/2015,907348668,8/15/2015,3489,651.21,524.96,2272071.69,1831585.44,440486.25
Fruits,Online,H,1/15/2015,527212703,2/11/2015,2809,9.33,6.92,26207.97,19438.28,6769.69
Clothes,Offline,C,9/6/2010,218132960,10/16/2010,9245,109.28,35.84,1010293.60,331340.80,678952.80
Vegetables,Offline,L,7/7/2011,442149770,8/16/2011,797,154.06,90.93,122785.82,72471.21,50314.61
Fruits,Online,H,2/9/2014,314724242,2/12/2014,2752,9.33,6.92,25676.16,19043.84,6632.32
Fruits,Offline,L,5/24/2013,880036914,5/31/2013,1334,9.33,6.92,12446.22,9231.28,3214.94
Household,Online,M,1/30/2012,517855870,3/1/2012,3915,668.27,502.54,2616277.05,1967444.10,648832.95
Meat,Offline,H,3/22/2015,496913611,4/18/2015,6635,421.89,364.69,2799240.15,2419718.15,379522.00
Cereal,Offline,M,7/22/2010,169442498,8/29/2010,655,205.70,117.11,134733.50,76707.05,58026.45
Fruits,Offline,C,4/9/2012,669548738,4/28/2012,3205,9.33,6.92,29902.65,22178.60,7724.05
Vegetables,Online,C,3/3/2012,502706325,3/9/2012,828,154.06,90.93,127561.68,75290.04,52271.64
Office Supplies,Offline,M,11/5/2016,243231570,11/19/2016,6482,651.21,524.96,4221143.22,3402790.72,818352.50
Cosmetics,Offline,C,12/15/2011,381790626,12/24/2011,9185,437.20,263.33,4015682.00,2418686.05,1596995.95
Clothes,Online,L,2/26/2013,133012950,3/18/2013,343,109.28,35.84,37483.04,12293.12,25189.92
Baby Food,Online,C,4/6/2010,401408088,4/9/2010,4428,255.28,159.42,1130379.84,705911.76,424468.08
Beverages,Online,L,2/27/2012,605469691,3/20/2012,791,47.45,31.79,37532.95,25145.89,12387.06
Cosmetics,Online,H,9/4/2010,939762198,10/24/2010,5373,437.20,263.33,2349075.60,1414872.09,934203.51
Clothes,Offline,H,7/19/2011,549677169,8/15/2011,544,109.28,35.84,59448.32,19496.96,39951.36
Beverages,Offline,H,10/26/2013,328252875,11/11/2013,6175,47.45,31.79,293003.75,196303.25,96700.50
Personal Care,Online,M,4/21/2012,864450919,5/18/2012,9092,81.73,56.67,743089.16,515243.64,227845.52
Cosmetics,Offline,C,8/29/2012,272361648,9/1/2012,6719,437.20,263.33,2937546.80,1769314.27,1168232.53
Cereal,Online,L,5/13/2016,874005162,5/20/2016,6405,205.70,117.11,1317508.50,750089.55,567418.95
Office Supplies,Online,H,7/15/2015,959421288,8/13/2015,2935,651.21,524.96,1911301.35,1540757.60,370543.75
Clothes,Online,C,3/11/2011,788646113,3/30/2011,6765,109.28,35.84,739279.20,242457.60,496821.60
Snacks,Offline,H,3/11/2015,195626866,3/14/2015,9192,152.58,97.44,1402515.36,895668.48,506846.88
Personal Care,Online,C,2/18/2016,349039351,3/11/2016,7355,81.73,56.67,601124.15,416807.85,184316.30
Meat,Offline,M,12/21/2012,841253888,1/10/2013,4575,421.89,364.69,1930146.75,1668456.75,261690.00
Clothes,Online,M,8/27/2010,598409259,9/10/2010,1453,109.28,35.84,158783.84,52075.52,106708.32
Beverages,Offline,L,2/14/2016,935985219,2/15/2016,7681,47.45,31.79,364463.45,244178.99,120284.46
Clothes,Offline,L,8/18/2013,727060878,10/2/2013,2325,109.28,35.84,254076.00,83328.00,170748.00
Cosmetics,Online,C,9/12/2014,929163825,9/25/2014,9079,437.20,263.33,3969338.80,2390773.07,1578565.73
Cosmetics,Online,L,1/11/2015,170471179,2/27/2015,5065,437.20,263.33,2214418.00,1333766.45,880651.55
Snacks,Online,C,11/11/2011,615377128,12/18/2011,2622,152.58,97.44,400064.76,255487.68,144577.08
Clothes,Offline,H,10/30/2012,213763749,12/7/2012,6299,109.28,35.84,688354.72,225756.16,462598.56
Clothes,Offline,L,8/21/2014,917157399,10/7/2014,6111,109.28,35.84,667810.08,219018.24,448791.84
Beverages,Online,C,11/4/2010,199601256,12/10/2010,5302,47.45,31.79,251579.90,168550.58,83029.32
Household,Online,H,7/29/2015,761136949,9/10/2015,6192,668.27,502.54,4137927.84,3111727.68,1026200.16
Clothes,Offline,H,2/10/2012,272262942,3/17/2012,7510,109.28,35.84,820692.80,269158.40,551534.40
Meat,Offline,M,5/29/2012,218668115,6/9/2012,7609,421.89,364.69,3210161.01,2774926.21,435234.80
Cosmetics,Offline,M,7/9/2010,105602490,7/20/2010,8978,437.20,263.33,3925181.60,2364176.74,1561004.86
Beverages,Online,L,7/10/2010,502410209,7/14/2010,3200,47.45,31.79,151840.00,101728.00,50112.00
Snacks,Online,H,6/19/2013,876654756,7/18/2013,478,152.58,97.44,72933.24,46576.32,26356.92
Clothes,Offline,M,3/30/2014,279661118,5/1/2014,6795,109.28,35.84,742557.60,243532.80,499024.80
Beverages,Offline,L,9/24/2010,773397862,10/20/2010,4469,47.45,31.79,212054.05,142069.51,69984.54
Cosmetics,Online,H,11/9/2012,777174842,12/3/2012,2161,437.20,263.33,944789.20,569056.13,375733.07
Vegetables,Online,M,12/4/2015,846989524,12/22/2015,1877,154.06,90.93,289170.62,170675.61,118495.01
Snacks,Offline,C,2/12/2015,745888698,4/3/2015,3896,152.58,97.44,594451.68,379626.24,214825.44
Household,Online,H,10/24/2011,872737443,11/22/2011,1258,668.27,502.54,840683.66,632195.32,208488.34
Cosmetics,Online,M,1/26/2017,677201402,2/27/2017,7799,437.20,263.33,3409722.80,2053710.67,1356012.13
Snacks,Online,C,5/29/2013,602523982,7/18/2013,9091,152.58,97.44,1387104.78,885827.04,501277.74
Clothes,Online,C,9/6/2011,470926654,10/22/2011,6517,109.28,35.84,712177.76,233569.28,478608.48
Fruits,Offline,C,9/28/2015,195725572,10/19/2015,8401,9.33,6.92,78381.33,58134.92,20246.41
Clothes,Online,L,4/18/2017,670676124,6/3/2017,6824,109.28,35.84,745726.72,244572.16,501154.56
Household,Online,C,2/25/2016,337271964,3/20/2016,5124,668.27,502.54,3424215.48,2575014.96,849200.52
Office Supplies,Online,L,12/9/2012,186846816,12/24/2012,980,651.21,524.96,638185.80,514460.80,123725.00
Household,Offline,L,6/22/2013,595520627,7/14/2013,6642,668.27,502.54,4438649.34,3337870.68,1100778.66
Cosmetics,Online,M,10/9/2016,377675902,11/2/2016,1547,437.20,263.33,676348.40,407371.51,268976.89
Fruits,Online,H,5/18/2010,552861917,6/8/2010,2982,9.33,6.92,27822.06,20635.44,7186.62
Cereal,Offline,C,3/18/2010,261960685,3/20/2010,8843,205.70,117.11,1819005.10,1035603.73,783401.37
Beverages,Online,H,10/4/2010,393121564,10/5/2010,2262,47.45,31.79,107331.90,71908.98,35422.92
Cereal,Offline,L,7/24/2011,731669127,8/9/2011,6009,205.70,117.11,1236051.30,703713.99,532337.31
Fruits,Online,M,1/1/2016,296727693,1/23/2016,7173,9.33,6.92,66924.09,49637.16,17286.93
Cosmetics,Online,M,11/1/2010,480735385,12/14/2010,9138,437.20,263.33,3995133.60,2406309.54,1588824.06
Beverages,Online,C,4/9/2013,371841561,4/18/2013,5036,47.45,31.79,238958.20,160094.44,78863.76
Vegetables,Offline,M,1/17/2010,324179780,2/2/2010,856,154.06,90.93,131875.36,77836.08,54039.28
Cereal,Online,M,11/4/2013,451168859,12/23/2013,9746,205.70,117.11,2004752.20,1141354.06,863398.14
Cosmetics,Offline,C,2/12/2012,538008487,3/31/2012,7522,437.20,263.33,3288618.40,1980768.26,1307850.14
Cosmetics,Offline,M,12/21/2014,796340405,1/6/2015,3677,437.20,263.33,1607584.40,968264.41,639319.99
Snacks,Offline,L,6/14/2011,802273452,8/2/2011,9398,152.58,97.44,1433946.84,915741.12,518205.72
Cereal,Online,M,7/28/2010,245049893,8/8/2010,4564,205.70,117.11,938814.80,534490.04,404324.76
Household,Offline,C,10/2/2011,598606669,11/20/2011,9871,668.27,502.54,6596493.17,4960572.34,1635920.83
Clothes,Offline,M,11/18/2015,382720601,11/18/2015,4386,109.28,35.84,479302.08,157194.24,322107.84
Cosmetics,Online,C,12/15/2016,128939855,1/5/2017,5023,437.20,263.33,2196055.60,1322706.59,873349.01
Fruits,Online,M,5/12/2015,224403750,5/21/2015,4911,9.33,6.92,45819.63,33984.12,11835.51
Snacks,Offline,M,6/28/2017,581301057,8/6/2017,8755,152.58,97.44,1335837.90,853087.20,482750.70
Meat,Online,L,12/12/2014,629737031,1/4/2015,2036,421.89,364.69,858968.04,742508.84,116459.20
Snacks,Online,L,5/24/2010,497407138,6/6/2010,2680,152.58,97.44,408914.40,261139.20,147775.20
Snacks,Online,H,4/11/2014,934068191,5/18/2014,390,152.58,97.44,59506.20,38001.60,21504.60
Cosmetics,Online,M,4/28/2014,895144832,6/15/2014,2103,437.20,263.33,919431.60,553782.99,365648.61
Clothes,Online,L,12/22/2010,295600306,2/6/2011,3554,109.28,35.84,388381.12,127375.36,261005.76
Beverages,Online,M,7/1/2010,292119443,7/1/2010,3490,47.45,31.79,165600.50,110947.10,54653.40
Meat,Offline,C,9/23/2010,507652318,10/8/2010,4457,421.89,364.69,1880363.73,1625423.33,254940.40
Meat,Online,M,1/6/2010,110267817,1/20/2010,9552,421.89,364.69,4029893.28,3483518.88,546374.40
Office Supplies,Online,H,8/12/2011,914803922,9/8/2011,9664,651.21,524.96,6293293.44,5073213.44,1220080.00
Meat,Online,C,12/15/2010,766872584,1/24/2011,3494,421.89,364.69,1474083.66,1274226.86,199856.80
Baby Food,Offline,L,10/1/2010,761630475,10/30/2010,2238,255.28,159.42,571316.64,356781.96,214534.68
Vegetables,Offline,M,8/4/2010,958532941,8/27/2010,53,154.06,90.93,8165.18,4819.29,3345.89
Snacks,Offline,L,1/21/2014,218964231,2/3/2014,5237,152.58,97.44,799061.46,510293.28,288768.18
Beverages,Offline,M,4/23/2011,349532878,5/1/2011,3401,47.45,31.79,161377.45,108117.79,53259.66
Baby Food,Offline,C,11/12/2011,440627562,12/27/2011,342,255.28,159.42,87305.76,54521.64,32784.12
Cereal,Offline,H,11/5/2014,419207227,12/25/2014,1589,205.70,117.11,326857.30,186087.79,140769.51
Personal Care,Offline,M,4/15/2012,876218307,5/9/2012,1323,81.73,56.67,108128.79,74974.41,33154.38
Baby Food,Online,H,11/13/2011,662685716,12/29/2011,2284,255.28,159.42,583059.52,364115.28,218944.24
Meat,Online,L,9/24/2011,475690686,10/10/2011,6300,421.89,364.69,2657907.00,2297547.00,360360.00
Office Supplies,Offline,H,7/30/2011,850963914,7/30/2011,7987,651.21,524.96,5201214.27,4192855.52,1008358.75
Household,Online,M,4/19/2015,671902215,5/28/2015,9651,668.27,502.54,6449473.77,4850013.54,1599460.23
Beverages,Offline,L,7/23/2016,566193139,9/10/2016,7987,47.45,31.79,378983.15,253906.73,125076.42
Baby Food,Online,M,11/28/2011,948583877,12/21/2011,5904,255.28,159.42,1507173.12,941215.68,565957.44
Vegetables,Offline,H,11/29/2011,401704204,12/4/2011,2055,154.06,90.93,316593.30,186861.15,129732.15
Personal Care,Offline,H,6/3/2011,544674098,7/10/2011,24,81.73,56.67,1961.52,1360.08,601.44
Household,Offline,H,6/6/2013,987564313,7/21/2013,1081,668.27,502.54,722399.87,543245.74,179154.13
Fruits,Offline,L,4/1/2012,459257972,4/16/2012,3494,9.33,6.92,32599.02,24178.48,8420.54
Snacks,Offline,H,7/2/2013,940494763,7/7/2013,2155,152.58,97.44,328809.90,209983.20,118826.70
Meat,Offline,C,3/17/2017,138945996,3/19/2017,6063,421.89,364.69,2557919.07,2211115.47,346803.60
Snacks,Online,L,2/10/2015,523830544,4/1/2015,1954,152.58,97.44,298141.32,190397.76,107743.56
Cosmetics,Online,M,6/18/2014,138452470,7/4/2014,17,437.20,263.33,7432.40,4476.61,2955.79
Cereal,Online,C,8/27/2016,729414355,9/9/2016,8772,205.70,117.11,1804400.40,1027288.92,777111.48
Fruits,Online,H,5/11/2015,902345597,5/19/2015,2969,9.33,6.92,27700.77,20545.48,7155.29
Cereal,Offline,M,8/10/2015,646606194,9/8/2015,3997,205.70,117.11,822182.90,468088.67,354094.23
Meat,Offline,L,12/29/2016,545900189,1/28/2017,2852,421.89,364.69,1203230.28,1040095.88,163134.40
Cereal,Online,C,10/3/2010,896313846,10/11/2010,8040,205.70,117.11,1653828.00,941564.40,712263.60
Snacks,Online,C,1/1/2012,758684766,1/6/2012,537,152.58,97.44,81935.46,52325.28,29610.18
Baby Food,Offline,C,6/1/2014,705245721,7/1/2014,6736,255.28,159.42,1719566.08,1073853.12,645712.96
Personal Care,Offline,L,6/15/2013,607288014,7/5/2013,8874,81.73,56.67,725272.02,502889.58,222382.44
Vegetables,Offline,H,12/3/2010,199840295,12/9/2010,6039,154.06,90.93,930368.34,549126.27,381242.07
Snacks,Offline,C,5/26/2010,719465291,6/9/2010,4623,152.58,97.44,705377.34,450465.12,254912.22
Clothes,Offline,C,4/30/2010,679160058,6/1/2010,7408,109.28,35.84,809546.24,265502.72,544043.52
Cereal,Offline,C,11/20/2012,618956696,1/9/2013,1896,205.70,117.11,390007.20,222040.56,167966.64
Fruits,Online,L,5/11/2013,816196906,6/11/2013,9657,9.33,6.92,90099.81,66826.44,23273.37
Household,Online,M,6/20/2013,373462474,7/12/2013,4700,668.27,502.54,3140869.00,2361938.00,778931.00
Office Supplies,Offline,H,7/26/2014,745789992,8/28/2014,4687,651.21,524.96,3052221.27,2460487.52,591733.75
Personal Care,Offline,H,12/29/2014,150318562,1/29/2015,1458,81.73,56.67,119162.34,82624.86,36537.48
Cosmetics,Online,M,8/19/2012,740012729,10/8/2012,5066,437.20,263.33,2214855.20,1334029.78,880825.42
Cereal,Online,C,10/25/2012,578651463,11/11/2012,4682,205.70,117.11,963087.40,548309.02,414778.38
Vegetables,Offline,H,8/25/2016,725793159,9/9/2016,7179,154.06,90.93,1105996.74,652786.47,453210.27
Snacks,Online,C,7/27/2013,758741843,9/3/2013,7427,152.58,97.44,1133211.66,723686.88,409524.78
