Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Fruits,Online,H,9/2/2010,763438069,10/5/2010,7145,9.33,6.92,66662.85,49443.40,17219.45
Vegetables,Offline,H,3/25/2014,515533292,3/29/2014,6612,154.06,90.93,1018644.72,601229.16,417415.56
Meat,Offline,H,11/12/2013,838255822,11/30/2013,7381,421.89,364.69,3113970.09,2691776.89,422193.20
Fruits,Online,C,11/14/2012,589083325,11/24/2012,1702,9.33,6.92,15879.66,11777.84,4101.82
Office Supplies,Online,M,10/8/2016,926602208,10/24/2016,1039,651.21,524.96,676607.19,545433.44,131173.75
Clothes,Offline,M,12/10/2012,673075950,12/13/2012,6986,109.28,35.84,763430.08,250378.24,513051.84
Vegetables,Online,H,4/20/2010,248857772,4/21/2010,1400,154.06,90.93,215684.00,127302.00,88382.00
Snacks,Offline,H,4/14/2012,525144612,4/30/2012,816,152.58,97.44,124505.28,79511.04,44994.24
Fruits,Offline,M,5/25/2016,674146258,7/12/2016,3714,9.33,6.92,34651.62,25700.88,8950.74
Clothes,Offline,M,5/15/2011,450960719,6/5/2011,8153,109.28,35.84,890959.84,292203.52,598756.32
Cereal,Offline,H,2/16/2017,556571090,4/1/2017,609,205.70,117.11,125271.30,71319.99,53951.31
Office Supplies,Online,C,4/16/2012,703515374,4/22/2012,4688,651.21,524.96,3052872.48,2461012.48,591860.00
Fruits,Online,M,11/4/2011,716565930,12/3/2011,6637,9.33,6.92,61923.21,45928.04,15995.17
Fruits,Online,M,3/29/2016,455231225,4/2/2016,1891,9.33,6.92,17643.03,13085.72,4557.31
Clothes,Online,C,9/28/2013,286373078,10/7/2013,3013,109.28,35.84,329260.64,107985.92,221274.72
Cosmetics,Offline,M,3/16/2012,393843400,3/31/2012,5869,437.20,263.33,2565926.80,1545483.77,1020443.03
Meat,Online,C,6/5/2015,678951919,6/8/2015,5815,421.89,364.69,2453290.35,2120672.35,332618.00
Cereal,Offline,M,7/3/2017,305834758,7/7/2017,2156,205.70,117.11,443489.20,252489.16,191000.04
Fruits,Online,L,9/24/2014,729304921,9/27/2014,6388,9.33,6.92,59600.04,44204.96,15395.08
Cereal,Online,H,1/28/2016,164329993,3/5/2016,7752,205.70,117.11,1594586.40,907836.72,686749.68
Baby Food,Offline,L,1/1/2013,772457158,2/12/2013,6094,255.28,159.42,1555676.32,971505.48,584170.84
Clothes,Online,H,9/7/2015,911016213,10/13/2015,8797,109.28,35.84,961336.16,315284.48,646051.68
Cosmetics,Online,C,3/17/2015,732785785,5/5/2015,6453,437.20,263.33,2821251.60,1699268.49,1121983.11
Beverages,Offline,C,11/17/2012,902137458,12/18/2012,1376,47.45,31.79,65291.20,43743.04,21548.16
Vegetables,Online,C,1/6/2014,922487485,2/6/2014,3401,154.06,90.93,523958.06,309252.93,214705.13
Cereal,Online,C,8/6/2015,335598695,9/8/2015,9966,205.70,117.11,2050006.20,1167118.26,882887.94
Snacks,Online,C,12/16/2010,353101718,1/13/2011,9500,152.58,97.44,1449510.00,925680.00,523830.00
Personal Care,Offline,H,2/7/2016,640366303,2/8/2016,7474,81.73,56.67,610850.02,423551.58,187298.44
Meat,Offline,H,2/5/2011,980591857,2/15/2011,7776,421.89,364.69,3280616.64,2835829.44,444787.20
Snacks,Offline,L,11/22/2012,755686700,11/25/2012,3342,152.58,97.44,509922.36,325644.48,184277.88
Meat,Online,H,1/30/2012,345152938,2/12/2012,7279,421.89,364.69,3070937.31,2654578.51,416358.80
Baby Food,Offline,H,12/12/2010,412177693,1/15/2011,1394,255.28,159.42,355860.32,222231.48,133628.84
Meat,Online,C,7/20/2015,771329772,8/4/2015,2475,421.89,364.69,1044177.75,902607.75,141570.00
Cereal,Online,M,1/23/2016,398155534,2/27/2016,1925,205.70,117.11,395972.50,225436.75,170535.75
Office Supplies,Online,L,8/7/2016,941512715,8/28/2016,3390,651.21,524.96,2207601.90,1779614.40,427987.50
Snacks,Offline,L,4/16/2016,241558301,5/9/2016,1324,152.58,97.44,202015.92,129010.56,73005.36
Cosmetics,Offline,C,6/14/2014,727444970,7/4/2014,5987,437.20,263.33,2617516.40,1576556.71,1040959.69
Office Supplies,Offline,L,12/2/2011,891554534,1/12/2012,9654,651.21,524.96,6286781.34,5067963.84,1218817.50
Clothes,Offline,M,6/6/2017,440279090,6/20/2017,7222,109.28,35.84,789220.16,258836.48,530383.68
Personal Care,Offline,H,5/6/2016,975193965,5/6/2016,420,81.73,56.67,34326.60,23801.40,10525.20
Snacks,Online,H,8/8/2012,900277507,9/25/2012,975,152.58,97.44,148765.50,95004.00,53761.50
Baby Food,Online,L,1/5/2016,655515849,2/1/2016,562,255.28,159.42,143467.36,89594.04,53873.32
Personal Care,Offline,C,5/22/2014,274943435,7/11/2014,727,81.73,56.67,59417.71,41199.09,18218.62
Fruits,Offline,H,4/22/2016,273478305,5/29/2016,7163,9.33,6.92,66830.79,49567.96,17262.83
Cereal,Offline,H,2/29/2016,280242621,4/12/2016,8874,205.70,117.11,1825381.80,1039234.14,786147.66
Snacks,Online,C,10/1/2016,982056987,10/25/2016,1341,152.58,97.44,204609.78,130667.04,73942.74
Meat,Offline,L,10/13/2012,913665807,10/20/2012,2871,421.89,364.69,1211246.19,1047024.99,164221.20
Cosmetics,Offline,L,1/30/2011,861297070,2/25/2011,5798,437.20,263.33,2534885.60,1526787.34,1008098.26
Vegetables,Offline,L,3/22/2014,971416985,3/24/2014,2728,154.06,90.93,420275.68,248057.04,172218.64
Office Supplies,Online,H,2/28/2010,918175351,3/11/2010,7345,651.21,524.96,4783137.45,3855831.20,927306.25
Personal Care,Online,H,7/16/2015,917780530,8/28/2015,509,81.73,56.67,41600.57,28845.03,12755.54
Clothes,Online,H,11/9/2015,218163859,12/11/2015,8389,109.28,35.84,916749.92,300661.76,616088.16
Cereal,Online,H,8/31/2013,967697083,10/7/2013,1926,205.70,117.11,396178.20,225553.86,170624.34
Meat,Online,M,7/17/2016,580007159,8/6/2016,5862,421.89,364.69,2473119.18,2137812.78,335306.40
Meat,Online,L,1/31/2014,653359782,3/14/2014,2534,421.89,364.69,1069069.26,924124.46,144944.80
Snacks,Online,M,4/6/2014,313627755,4/26/2014,8277,152.58,97.44,1262904.66,806510.88,456393.78
Office Supplies,Offline,H,11/3/2012,659926688,11/16/2012,5827,651.21,524.96,3794600.67,3058941.92,735658.75
Meat,Online,H,7/12/2013,474890315,8/16/2013,9452,421.89,364.69,3987704.28,3447049.88,540654.40
Beverages,Online,L,9/14/2013,725725352,10/25/2013,7114,47.45,31.79,337559.30,226154.06,111405.24
Beverages,Offline,H,7/12/2015,604726397,8/3/2015,834,47.45,31.79,39573.30,26512.86,13060.44
Beverages,Online,L,2/3/2015,581331956,3/6/2015,7899,47.45,31.79,374807.55,251109.21,123698.34
Cereal,Online,L,7/21/2010,302551305,9/3/2010,509,205.70,117.11,104701.30,59608.99,45092.31
Household,Online,C,10/29/2013,464982879,11/18/2013,7622,668.27,502.54,5093553.94,3830359.88,1263194.06
Office Supplies,Offline,L,12/5/2014,774613225,12/31/2014,4122,651.21,524.96,2684287.62,2163885.12,520402.50
Snacks,Offline,M,11/23/2014,163893544,12/25/2014,8597,152.58,97.44,1311730.26,837691.68,474038.58
Household,Offline,L,5/23/2011,748626267,7/8/2011,4004,668.27,502.54,2675753.08,2012170.16,663582.92
Beverages,Online,H,5/22/2016,714212453,5/31/2016,191,47.45,31.79,9062.95,6071.89,2991.06
Snacks,Offline,L,4/23/2017,482584607,5/25/2017,6364,152.58,97.44,971019.12,620108.16,350910.96
Snacks,Online,L,7/28/2016,552851188,8/25/2016,9807,152.58,97.44,1496352.06,955594.08,540757.98
Personal Care,Online,M,3/17/2015,776473176,3/26/2015,4523,81.73,56.67,369664.79,256318.41,113346.38
Snacks,Online,M,1/25/2014,118247497,2/15/2014,917,152.58,97.44,139915.86,89352.48,50563.38
Cereal,Offline,H,8/28/2012,777600562,10/2/2012,8141,205.70,117.11,1674603.70,953392.51,721211.19
Vegetables,Online,H,11/22/2012,799374091,12/6/2012,1412,154.06,90.93,217532.72,128393.16,89139.56
Household,Offline,H,11/22/2011,875023114,12/15/2011,7639,668.27,502.54,5104914.53,3838903.06,1266011.47
Office Supplies,Online,M,11/4/2012,881984841,11/18/2012,7769,651.21,524.96,5059250.49,4078414.24,980836.25
Snacks,Online,M,11/10/2010,693072783,11/30/2010,4493,152.58,97.44,685541.94,437797.92,247744.02
Clothes,Online,C,3/9/2012,952490460,4/8/2012,1949,109.28,35.84,212986.72,69852.16,143134.56
Fruits,Online,H,1/10/2016,862185418,2/11/2016,8680,9.33,6.92,80984.40,60065.60,20918.80
Clothes,Offline,L,9/2/2010,719750678,9/25/2010,9075,109.28,35.84,991716.00,325248.00,666468.00
Cosmetics,Online,H,4/11/2013,464884173,4/13/2013,8413,437.20,263.33,3678163.60,2215395.29,1462768.31
Beverages,Online,C,2/7/2017,433655107,2/17/2017,7038,47.45,31.79,333953.10,223738.02,110215.08
Personal Care,Offline,M,7/11/2015,251606070,8/21/2015,4682,81.73,56.67,382659.86,265328.94,117330.92
Household,Offline,M,3/5/2011,255580461,3/27/2011,793,668.27,502.54,529938.11,398514.22,131423.89
Household,Online,L,12/8/2015,877334964,12/15/2015,1767,668.27,502.54,1180833.09,887988.18,292844.91
Cosmetics,Offline,L,1/3/2010,480823361,1/19/2010,5172,437.20,263.33,2261198.40,1361942.76,899255.64
Cosmetics,Online,M,7/28/2015,628500211,9/3/2015,6034,437.20,263.33,2638064.80,1588933.22,1049131.58
Personal Care,Offline,C,4/28/2011,117753970,6/2/2011,4871,81.73,56.67,398106.83,276039.57,122067.26
Office Supplies,Online,L,12/12/2015,203014314,12/18/2015,5302,651.21,524.96,3452715.42,2783337.92,669377.50
Cosmetics,Online,H,8/14/2015,458514678,8/29/2015,3537,437.20,263.33,1546376.40,931398.21,614978.19
Snacks,Online,C,7/1/2014,204339110,7/18/2014,7338,152.58,97.44,1119632.04,715014.72,404617.32
Cosmetics,Offline,C,7/4/2014,779517590,8/23/2014,5432,437.20,263.33,2374870.40,1430408.56,944461.84
Personal Care,Online,M,5/21/2015,920923650,5/21/2015,628,81.73,56.67,51326.44,35588.76,15737.68
Fruits,Offline,C,6/23/2016,258567798,7/24/2016,4812,9.33,6.92,44895.96,33299.04,11596.92
Meat,Online,H,12/6/2011,435670840,1/18/2012,3538,421.89,364.69,1492646.82,1290273.22,202373.60
Clothes,Offline,C,11/20/2010,312796485,1/5/2011,2286,109.28,35.84,249814.08,81930.24,167883.84
Vegetables,Online,H,6/23/2014,850360953,6/26/2014,9558,154.06,90.93,1472505.48,869108.94,603396.54
Clothes,Online,H,5/14/2015,535883319,5/19/2015,8637,109.28,35.84,943851.36,309550.08,634301.28
Clothes,Online,C,2/17/2010,307455670,3/6/2010,1820,109.28,35.84,198889.60,65228.80,133660.80
Personal Care,Online,H,5/24/2014,497001588,5/24/2014,2669,81.73,56.67,218137.37,151252.23,66885.14
Personal Care,Offline,C,10/21/2012,223956573,11/1/2012,2581,81.73,56.67,210945.13,146265.27,64679.86
Baby Food,Offline,L,6/15/2012,138103997,7/21/2012,6897,255.28,159.42,1760666.16,1099519.74,661146.42
Snacks,Online,L,1/1/2010,805644881,2/4/2010,7078,152.58,97.44,1079961.24,689680.32,390280.92
Meat,Offline,M,7/21/2014,125349557,8/5/2014,2574,421.89,364.69,1085944.86,938712.06,147232.80
Cosmetics,Online,L,5/31/2014,441546809,7/13/2014,2368,437.20,263.33,1035289.60,623565.44,411724.16
Vegetables,Online,C,8/23/2012,242488276,9/6/2012,6524,154.06,90.93,1005087.44,593227.32,411860.12
Cosmetics,Offline,C,12/7/2016,864383113,12/9/2016,9026,437.20,263.33,3946167.20,2376816.58,1569350.62
Clothes,Offline,L,10/30/2015,685814940,11/26/2015,6736,109.28,35.84,736110.08,241418.24,494691.84
Cereal,Offline,M,11/27/2015,179240500,1/8/2016,102,205.70,117.11,20981.40,11945.22,9036.18
Baby Food,Online,H,9/6/2010,989117419,10/8/2010,680,255.28,159.42,173590.40,108405.60,65184.80
Meat,Online,C,8/17/2012,979506099,9/6/2012,6476,421.89,364.69,2732159.64,2361732.44,370427.20
Personal Care,Offline,M,5/12/2013,402426040,5/30/2013,5663,81.73,56.67,462836.99,320922.21,141914.78
Vegetables,Online,C,7/14/2012,138343036,7/19/2012,7633,154.06,90.93,1175939.98,694068.69,481871.29
Beverages,Offline,L,10/13/2011,989314830,10/30/2011,9098,47.45,31.79,431700.10,289225.42,142474.68
Meat,Offline,H,4/19/2017,300592648,6/2/2017,899,421.89,364.69,379279.11,327856.31,51422.80
Cosmetics,Offline,H,1/14/2011,353340756,3/3/2011,237,437.20,263.33,103616.40,62409.21,41207.19
Cosmetics,Offline,H,4/20/2014,730588090,5/18/2014,6106,437.20,263.33,2669543.20,1607892.98,1061650.22
Fruits,Offline,H,1/20/2014,395760428,2/19/2014,3160,9.33,6.92,29482.80,21867.20,7615.60
Meat,Offline,M,5/1/2015,956225812,6/12/2015,7322,421.89,364.69,3089078.58,2670260.18,418818.40
Vegetables,Online,L,5/26/2010,808886706,6/4/2010,6407,154.06,90.93,987062.42,582588.51,404473.91
Office Supplies,Online,L,8/4/2010,104266965,8/11/2010,3767,651.21,524.96,2453108.07,1977524.32,475583.75
Vegetables,Online,L,3/24/2016,601681983,4/25/2016,9924,154.06,90.93,1528891.44,902389.32,626502.12
Baby Food,Offline,M,1/22/2016,485530316,1/27/2016,8065,255.28,159.42,2058833.20,1285722.30,773110.90
Household,Offline,L,11/24/2010,166345727,12/12/2010,4252,668.27,502.54,2841484.04,2136800.08,704683.96
Personal Care,Offline,L,1/4/2013,272886073,2/6/2013,1908,81.73,56.67,155940.84,108126.36,47814.48
Snacks,Offline,H,1/25/2015,148983037,2/21/2015,6246,152.58,97.44,953014.68,608610.24,344404.44
Cereal,Online,C,8/12/2015,323831307,9/17/2015,7735,205.70,117.11,1591089.50,905845.85,685243.65
Vegetables,Offline,H,10/30/2014,301959073,12/9/2014,5255,154.06,90.93,809585.30,477837.15,331748.15
Clothes,Offline,H,4/17/2015,495578086,5/10/2015,1423,109.28,35.84,155505.44,51000.32,104505.12
Clothes,Offline,L,4/14/2015,951461780,5/5/2015,7539,109.28,35.84,823861.92,270197.76,553664.16
Personal Care,Offline,M,6/7/2014,782899749,7/5/2014,6288,81.73,56.67,513918.24,356340.96,157577.28
Baby Food,Online,L,10/13/2011,901940047,11/28/2011,2958,255.28,159.42,755118.24,471564.36,283553.88
Cosmetics,Offline,C,12/21/2011,503132045,1/7/2012,6808,437.20,263.33,2976457.60,1792750.64,1183706.96
Cosmetics,Offline,M,7/21/2015,640267598,8/24/2015,8265,437.20,263.33,3613458.00,2176422.45,1437035.55
Baby Food,Online,H,1/27/2016,251704776,2/3/2016,3891,255.28,159.42,993294.48,620303.22,372991.26
Baby Food,Offline,C,9/24/2010,819131886,10/5/2010,8183,255.28,159.42,2088956.24,1304533.86,784422.38
Household,Offline,C,11/1/2015,995247876,12/21/2015,4818,668.27,502.54,3219724.86,2421237.72,798487.14
Clothes,Online,L,3/20/2016,201253068,4/30/2016,4110,109.28,35.84,449140.80,147302.40,301838.40
Fruits,Online,C,11/27/2013,905717027,1/10/2014,650,9.33,6.92,6064.50,4498.00,1566.50
Office Supplies,Offline,L,9/13/2014,515392959,9/14/2014,5084,651.21,524.96,3310751.64,2668896.64,641855.00
Vegetables,Offline,H,7/29/2012,424241197,8/31/2012,1253,154.06,90.93,193037.18,113935.29,79101.89
Snacks,Online,L,6/18/2016,448705947,7/7/2016,916,152.58,97.44,139763.28,89255.04,50508.24
Beverages,Offline,H,2/4/2012,242389571,3/23/2012,7315,47.45,31.79,347096.75,232543.85,114552.90
Meat,Offline,M,1/10/2014,379229009,1/21/2014,1146,421.89,364.69,483485.94,417934.74,65551.20
Snacks,Offline,C,1/5/2017,405117261,1/31/2017,2055,152.58,97.44,313551.90,200239.20,113312.70
Snacks,Offline,M,3/19/2012,484839379,4/22/2012,3601,152.58,97.44,549440.58,350881.44,198559.14
Clothes,Online,M,5/28/2015,821781480,6/29/2015,2257,109.28,35.84,246644.96,80890.88,165754.08
Household,Offline,L,10/12/2016,911213624,11/2/2016,7215,668.27,502.54,4821568.05,3625826.10,1195741.95
Fruits,Online,L,8/12/2015,827023589,9/25/2015,3513,9.33,6.92,32776.29,24309.96,8466.33
Vegetables,Online,C,12/1/2015,448607242,12/2/2015,1707,154.06,90.93,262980.42,155217.51,107762.91
Meat,Online,H,5/6/2015,722400271,6/19/2015,3148,421.89,364.69,1328109.72,1148044.12,180065.60
Snacks,Offline,L,1/27/2014,340305650,2/18/2014,2859,152.58,97.44,436226.22,278580.96,157645.26
Vegetables,Offline,C,11/1/2012,525243318,12/5/2012,25,154.06,90.93,3851.50,2273.25,1578.25
Fruits,Online,M,7/27/2014,288331735,8/5/2014,2623,9.33,6.92,24472.59,18151.16,6321.43
Cereal,Offline,C,8/22/2013,757406318,9/25/2013,2216,205.70,117.11,455831.20,259515.76,196315.44
Cereal,Offline,C,12/19/2016,115597903,2/7/2017,6843,205.70,117.11,1407605.10,801383.73,606221.37
Cereal,Offline,C,8/3/2013,705333697,8/7/2013,2770,205.70,117.11,569789.00,324394.70,245394.30
Personal Care,Online,M,7/19/2017,770103681,8/10/2017,9647,81.73,56.67,788449.31,546695.49,241753.82
Baby Food,Offline,M,3/3/2017,842469251,3/23/2017,4228,255.28,159.42,1079323.84,674027.76,405296.08
Meat,Online,H,12/25/2012,740537154,1/22/2013,255,421.89,364.69,107581.95,92995.95,14586.00
Fruits,Online,L,3/24/2011,941907536,5/4/2011,226,9.33,6.92,2108.58,1563.92,544.66
Personal Care,Offline,L,5/3/2016,531077659,6/21/2016,6536,81.73,56.67,534187.28,370395.12,163792.16
Household,Offline,M,10/5/2012,528625476,10/17/2012,880,668.27,502.54,588077.60,442235.20,145842.40
Snacks,Online,M,1/30/2012,476215112,3/15/2012,1489,152.58,97.44,227191.62,145088.16,82103.46
Beverages,Online,C,4/29/2014,809816682,4/29/2014,1607,47.45,31.79,76252.15,51086.53,25165.62
Cereal,Offline,H,3/20/2016,332315242,4/11/2016,8320,205.70,117.11,1711424.00,974355.20,737068.80
Meat,Online,M,8/6/2015,379286086,9/19/2015,8036,421.89,364.69,3390308.04,2930648.84,459659.20
Baby Food,Offline,L,2/12/2011,112511861,3/8/2011,3615,255.28,159.42,922837.20,576303.30,346533.90
Meat,Online,L,12/1/2016,329270827,1/2/2017,7410,421.89,364.69,3126204.90,2702352.90,423852.00
Cereal,Online,H,2/12/2013,333343923,3/15/2013,2729,205.70,117.11,561355.30,319593.19,241762.11
Meat,Online,L,12/9/2012,232580840,12/9/2012,4694,421.89,364.69,1980351.66,1711854.86,268496.80
Vegetables,Online,M,2/24/2011,592169368,4/2/2011,4930,154.06,90.93,759515.80,448284.90,311230.90
Fruits,Offline,H,5/13/2012,240628325,6/14/2012,6124,9.33,6.92,57136.92,42378.08,14758.84
Office Supplies,Online,M,2/17/2014,570749032,3/31/2014,6177,651.21,524.96,4022524.17,3242677.92,779846.25
Fruits,Online,C,12/30/2013,121629655,2/18/2014,1773,9.33,6.92,16542.09,12269.16,4272.93
Personal Care,Online,L,6/9/2010,610602366,7/2/2010,9664,81.73,56.67,789838.72,547658.88,242179.84
Office Supplies,Online,M,4/5/2016,356089055,5/12/2016,3519,651.21,524.96,2291607.99,1847334.24,444273.75
Cereal,Offline,M,7/20/2011,333286845,9/8/2011,5839,205.70,117.11,1201082.30,683805.29,517277.01
Fruits,Online,L,8/31/2011,572115457,10/8/2011,532,9.33,6.92,4963.56,3681.44,1282.12
Snacks,Online,C,10/16/2011,620805919,11/24/2011,9122,152.58,97.44,1391834.76,888847.68,502987.08
Cereal,Online,H,5/23/2016,539462888,6/10/2016,7911,205.70,117.11,1627292.70,926457.21,700835.49
Meat,Offline,L,12/26/2015,179479539,1/7/2016,839,421.89,364.69,353965.71,305974.91,47990.80
Beverages,Online,L,6/13/2015,932930076,7/1/2015,3596,47.45,31.79,170630.20,114316.84,56313.36
Beverages,Online,L,3/4/2012,726811110,4/4/2012,8414,47.45,31.79,399244.30,267481.06,131763.24
Cosmetics,Offline,L,7/6/2012,915427052,7/29/2012,4063,437.20,263.33,1776343.60,1069909.79,706433.81
Vegetables,Online,M,7/31/2012,646299350,9/3/2012,3195,154.06,90.93,492221.70,290521.35,201700.35
Beverages,Online,H,12/31/2010,551625096,2/3/2011,6979,47.45,31.79,331153.55,221862.41,109291.14
Cereal,Offline,C,10/21/2014,266417872,11/18/2014,7824,205.70,117.11,1609396.80,916268.64,693128.16
Fruits,Offline,M,11/20/2014,663464629,12/31/2014,2782,9.33,6.92,25956.06,19251.44,6704.62
Cereal,Online,M,9/12/2011,723330247,10/18/2011,8349,205.70,117.11,1717389.30,977751.39,739637.91
Baby Food,Offline,M,11/6/2010,467393434,11/27/2010,958,255.28,159.42,244558.24,152724.36,91833.88
Clothes,Offline,L,9/9/2011,148151767,9/11/2011,255,109.28,35.84,27866.40,9139.20,18727.20
Office Supplies,Offline,H,7/4/2017,658955085,8/10/2017,8308,651.21,524.96,5410252.68,4361367.68,1048885.00
Meat,Offline,M,5/29/2011,911608445,7/8/2011,4052,421.89,364.69,1709498.28,1477723.88,231774.40
Cosmetics,Online,M,6/7/2016,737986266,7/1/2016,5391,437.20,263.33,2356945.20,1419612.03,937333.17
Office Supplies,Online,C,8/19/2014,697145879,9/8/2014,9813,651.21,524.96,6390323.73,5151432.48,1238891.25
Fruits,Online,C,3/12/2016,847274911,4/8/2016,6329,9.33,6.92,59049.57,43796.68,15252.89
Office Supplies,Online,C,12/10/2012,542013776,1/1/2013,2776,651.21,524.96,1807758.96,1457288.96,350470.00
Clothes,Offline,M,12/10/2013,925869643,12/19/2013,4257,109.28,35.84,465204.96,152570.88,312634.08
Personal Care,Offline,H,5/14/2012,878503978,6/2/2012,7704,81.73,56.67,629647.92,436585.68,193062.24
Clothes,Offline,H,12/5/2015,345843875,1/9/2016,1743,109.28,35.84,190475.04,62469.12,128005.92
Meat,Online,M,4/18/2011,585405051,5/18/2011,3219,421.89,364.69,1358063.91,1173937.11,184126.80
Personal Care,Offline,C,2/4/2015,165514457,3/21/2015,8261,81.73,56.67,675171.53,468150.87,207020.66
Fruits,Online,C,6/10/2011,534953343,6/23/2011,3437,9.33,6.92,32067.21,23784.04,8283.17
Vegetables,Online,M,2/15/2012,127858817,3/20/2012,5120,154.06,90.93,788787.20,465561.60,323225.60
Fruits,Online,H,3/11/2013,286274373,4/23/2013,3803,9.33,6.92,35481.99,26316.76,9165.23
Clothes,Offline,M,7/30/2014,776135432,8/21/2014,4577,109.28,35.84,500174.56,164039.68,336134.88
Fruits,Online,M,4/4/2016,443463838,4/11/2016,9659,9.33,6.92,90118.47,66840.28,23278.19
Cosmetics,Online,M,3/2/2016,414925992,3/24/2016,4676,437.20,263.33,2044347.20,1231331.08,813016.12
Meat,Online,L,3/31/2016,502539813,4/13/2016,1553,421.89,364.69,655195.17,566363.57,88831.60
Household,Online,H,12/11/2016,674244964,12/26/2016,2923,668.27,502.54,1953353.21,1468924.42,484428.79
Beverages,Offline,H,6/26/2013,910621392,7/13/2013,1961,47.45,31.79,93049.45,62340.19,30709.26
Cosmetics,Offline,M,4/18/2017,847472321,4/29/2017,4747,437.20,263.33,2075388.40,1250027.51,825360.89
Vegetables,Online,H,12/6/2013,216007792,1/22/2014,361,154.06,90.93,55615.66,32825.73,22789.93
Clothes,Online,M,2/8/2011,127900445,2/27/2011,7439,109.28,35.84,812933.92,266613.76,546320.16
Clothes,Online,C,1/15/2010,278917825,2/16/2010,6837,109.28,35.84,747147.36,245038.08,502109.28
Cereal,Online,L,6/5/2010,210173451,7/7/2010,3850,205.70,117.11,791945.00,450873.50,341071.50
