Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Cereal,Offline,H,1/27/2016,993918359,3/3/2016,1384,205.70,117.11,284688.80,162080.24,122608.56
Meat,Offline,C,10/4/2016,324699485,11/16/2016,4648,421.89,364.69,1960944.72,1695079.12,265865.60
Household,Online,C,10/1/2012,914097535,10/10/2012,629,668.27,502.54,420341.83,316097.66,104244.17
Cereal,Online,L,11/24/2010,646434962,12/28/2010,3325,205.70,117.11,683952.50,389390.75,294561.75
Snacks,Offline,M,4/8/2012,688558518,4/21/2012,8622,152.58,97.44,1315544.76,840127.68,475417.08
Meat,Online,C,3/29/2014,123921334,5/2/2014,9931,421.89,364.69,4189789.59,3621736.39,568053.20
Baby Food,Offline,H,4/3/2014,833783185,5/20/2014,3828,255.28,159.42,977211.84,610259.76,366952.08
Baby Food,Offline,L,4/3/2012,747634494,4/22/2012,516,255.28,159.42,131724.48,82260.72,49463.76
Meat,Offline,M,4/27/2010,301362121,5/30/2010,8603,421.89,364.69,3629519.67,3137428.07,492091.60
Clothes,Offline,M,9/13/2016,491063821,9/28/2016,5552,109.28,35.84,606722.56,198983.68,407738.88
Personal Care,Online,H,2/3/2015,379858148,3/24/2015,7322,81.73,56.67,598427.06,414937.74,183489.32
Fruits,Online,M,3/22/2012,224289596,5/7/2012,1130,9.33,6.92,10542.90,7819.60,2723.30
Clothes,Offline,L,2/2/2016,938463580,3/1/2016,1083,109.28,35.84,118350.24,38814.72,79535.52
Fruits,Offline,L,6/8/2017,242426478,7/8/2017,8237,9.33,6.92,76851.21,57000.04,19851.17
Cosmetics,Offline,H,11/30/2016,127797019,1/18/2017,6833,437.20,263.33,2987387.60,1799333.89,1188053.71
Clothes,Online,L,5/19/2013,454930388,7/8/2013,2866,109.28,35.84,313196.48,102717.44,210479.04
Cosmetics,Online,M,12/10/2012,253165185,12/28/2012,6059,437.20,263.33,2648994.80,1595516.47,1053478.33
Vegetables,Offline,M,1/1/2014,407959544,1/30/2014,3150,154.06,90.93,485289.00,286429.50,198859.50
Vegetables,Offline,L,3/18/2011,117946660,4/3/2011,1893,154.06,90.93,291635.58,172130.49,119505.09
Personal Care,Online,C,4/7/2016,555044162,5/22/2016,8757,81.73,56.67,715709.61,496259.19,219450.42
Fruits,Online,H,7/9/2013,641925418,8/7/2013,8851,9.33,6.92,82579.83,61248.92,21330.91
Meat,Offline,L,11/25/2013,438497674,1/14/2014,61,421.89,364.69,25735.29,22246.09,3489.20
Clothes,Online,H,11/18/2013,581327235,12/16/2013,6502,109.28,35.84,710538.56,233031.68,477506.88
Snacks,Offline,L,4/12/2014,540881669,5/25/2014,7760,152.58,97.44,1184020.80,756134.40,427886.40
Beverages,Offline,L,2/10/2011,414230334,3/31/2011,8816,47.45,31.79,418319.20,280260.64,138058.56
Meat,Online,C,5/8/2015,480860269,6/27/2015,6094,421.89,364.69,2570997.66,2222420.86,348576.80
Baby Food,Offline,M,4/26/2016,738178956,5/1/2016,2412,255.28,159.42,615735.36,384521.04,231214.32
Office Supplies,Offline,C,11/30/2015,290820825,12/29/2015,9200,651.21,524.96,5991132.00,4829632.00,1161500.00
Personal Care,Offline,C,6/9/2014,256604421,7/7/2014,3805,81.73,56.67,310982.65,215629.35,95353.30
Vegetables,Online,L,2/19/2016,415357720,3/14/2016,2434,154.06,90.93,374982.04,221323.62,153658.42
Fruits,Online,C,9/15/2012,362453830,10/6/2012,6998,9.33,6.92,65291.34,48426.16,16865.18
Fruits,Offline,M,11/3/2013,339116466,11/14/2013,953,9.33,6.92,8891.49,6594.76,2296.73
Office Supplies,Offline,M,11/10/2013,239974296,12/23/2013,2582,651.21,524.96,1681424.22,1355446.72,325977.50
Baby Food,Online,C,8/4/2016,605355536,8/13/2016,7010,255.28,159.42,1789512.80,1117534.20,671978.60
Meat,Offline,H,5/31/2011,670068442,7/16/2011,6997,421.89,364.69,2951964.33,2551735.93,400228.40
Vegetables,Online,C,1/15/2012,385650861,2/12/2012,1515,154.06,90.93,233400.90,137758.95,95641.95
Beverages,Offline,M,4/25/2015,548082435,4/29/2015,8627,47.45,31.79,409351.15,274252.33,135098.82
Cereal,Offline,L,11/22/2011,257731807,11/26/2011,7424,205.70,117.11,1527116.80,869424.64,657692.16
Baby Food,Offline,C,10/17/2013,905909717,11/11/2013,7671,255.28,159.42,1958252.88,1222910.82,735342.06
Office Supplies,Online,H,1/16/2017,945425307,2/4/2017,1213,651.21,524.96,789917.73,636776.48,153141.25
Beverages,Online,C,5/31/2016,460905063,6/18/2016,905,47.45,31.79,42942.25,28769.95,14172.30
Snacks,Online,L,12/27/2016,937040078,2/15/2017,9837,152.58,97.44,1500929.46,958517.28,542412.18
Cosmetics,Offline,M,5/28/2014,149077022,7/8/2014,4058,437.20,263.33,1774157.60,1068593.14,705564.46
Snacks,Offline,H,9/19/2016,169863498,11/5/2016,5239,152.58,97.44,799366.62,510488.16,288878.46
Clothes,Offline,M,7/6/2017,548477256,7/29/2017,5463,109.28,35.84,596996.64,195793.92,401202.72
Beverages,Offline,C,3/28/2016,253757417,4/19/2016,1314,47.45,31.79,62349.30,41772.06,20577.24
Fruits,Online,H,12/1/2016,940422236,12/29/2016,693,9.33,6.92,6465.69,4795.56,1670.13
Meat,Offline,M,5/26/2011,903893983,7/8/2011,1171,421.89,364.69,494033.19,427051.99,66981.20
Cosmetics,Online,L,10/3/2013,532636773,10/30/2013,7912,437.20,263.33,3459126.40,2083466.96,1375659.44
Office Supplies,Offline,L,1/16/2014,606482923,2/20/2014,629,651.21,524.96,409611.09,330199.84,79411.25
Beverages,Online,C,12/17/2011,670167148,12/29/2011,6206,47.45,31.79,294474.70,197288.74,97185.96
Beverages,Online,L,3/8/2011,454535567,4/8/2011,6030,47.45,31.79,286123.50,191693.70,94429.80
Baby Food,Online,L,8/9/2016,371529996,8/20/2016,2837,255.28,159.42,724229.36,452274.54,271954.82
Meat,Offline,H,2/26/2013,877273166,3/20/2013,3480,421.89,364.69,1468177.20,1269121.20,199056.00
Clothes,Offline,M,2/17/2014,238213050,3/17/2014,1390,109.28,35.84,151899.20,49817.60,102081.60
Meat,Online,H,10/12/2015,282196557,11/21/2015,7087,421.89,364.69,2989934.43,2584558.03,405376.40
Personal Care,Offline,M,9/15/2013,746309697,9/23/2013,8479,81.73,56.67,692988.67,480504.93,212483.74
Vegetables,Offline,C,7/13/2017,493022477,7/28/2017,5162,154.06,90.93,795257.72,469380.66,325877.06
Personal Care,Online,L,5/2/2016,460666024,6/19/2016,168,81.73,56.67,13730.64,9520.56,4210.08
Baby Food,Online,L,11/17/2010,745577132,11/18/2010,1697,255.28,159.42,433210.16,270535.74,162674.42
Cosmetics,Online,M,3/2/2017,684682834,4/20/2017,1721,437.20,263.33,752421.20,453190.93,299230.27
Fruits,Offline,C,8/22/2013,512245118,10/2/2013,3569,9.33,6.92,33298.77,24697.48,8601.29
Cosmetics,Offline,C,10/5/2013,754694926,11/1/2013,9855,437.20,263.33,4308606.00,2595117.15,1713488.85
Cosmetics,Offline,M,2/23/2017,609075438,3/20/2017,7812,437.20,263.33,3415406.40,2057133.96,1358272.44
Beverages,Offline,M,11/9/2010,535286366,12/28/2010,1986,47.45,31.79,94235.70,63134.94,31100.76
Office Supplies,Online,L,9/19/2015,773382413,10/19/2015,9897,651.21,524.96,6445025.37,5195529.12,1249496.25
Snacks,Online,H,1/30/2016,406972491,2/4/2016,1059,152.58,97.44,161582.22,103188.96,58393.26
Beverages,Offline,L,9/20/2014,983714807,10/9/2014,1926,47.45,31.79,91388.70,61227.54,30161.16
Cosmetics,Offline,C,1/24/2015,431691730,1/31/2015,6031,437.20,263.33,2636753.20,1588143.23,1048609.97
Cosmetics,Offline,L,7/22/2011,706991517,9/10/2011,3356,437.20,263.33,1467243.20,883735.48,583507.72
Meat,Online,C,1/8/2017,647759759,2/22/2017,5362,421.89,364.69,2262174.18,1955467.78,306706.40
Personal Care,Online,M,11/22/2016,861193645,11/27/2016,5192,81.73,56.67,424342.16,294230.64,130111.52
Personal Care,Offline,M,10/14/2010,979163634,11/12/2010,5133,81.73,56.67,419520.09,290887.11,128632.98
Clothes,Online,M,8/9/2013,492092502,9/2/2013,9961,109.28,35.84,1088538.08,357002.24,731535.84
Office Supplies,Offline,M,1/13/2012,754159772,1/18/2012,1490,651.21,524.96,970302.90,782190.40,188112.50
Clothes,Offline,H,11/16/2011,951062238,1/4/2012,9306,109.28,35.84,1016959.68,333527.04,683432.64
Vegetables,Offline,H,12/18/2014,462229859,1/15/2015,2942,154.06,90.93,453244.52,267516.06,185728.46
Fruits,Offline,M,11/14/2010,432523000,12/16/2010,2022,9.33,6.92,18865.26,13992.24,4873.02
Fruits,Offline,M,6/14/2012,483509862,7/4/2012,168,9.33,6.92,1567.44,1162.56,404.88
Cereal,Online,M,12/6/2014,795197570,1/20/2015,5487,205.70,117.11,1128675.90,642582.57,486093.33
Vegetables,Online,M,7/27/2015,470713794,8/10/2015,3527,154.06,90.93,543369.62,320710.11,222659.51
Office Supplies,Offline,L,1/16/2010,299502170,1/16/2010,8202,651.21,524.96,5341224.42,4305721.92,1035502.50
Beverages,Offline,L,11/5/2014,176092660,12/6/2014,8586,47.45,31.79,407405.70,272948.94,134456.76
Household,Online,H,9/20/2013,512484157,9/30/2013,4305,668.27,502.54,2876902.35,2163434.70,713467.65
Baby Food,Online,M,8/7/2016,149471843,8/17/2016,895,255.28,159.42,228475.60,142680.90,85794.70
Cereal,Offline,L,8/24/2011,822904145,8/29/2011,4478,205.70,117.11,921124.60,524418.58,396706.02
Cosmetics,Offline,C,9/17/2014,980093610,10/8/2014,334,437.20,263.33,146024.80,87952.22,58072.58
Vegetables,Online,M,3/15/2017,573773276,4/17/2017,1118,154.06,90.93,172239.08,101659.74,70579.34
Cosmetics,Online,H,11/28/2010,190551269,1/2/2011,7210,437.20,263.33,3152212.00,1898609.30,1253602.70
Cereal,Online,M,4/3/2017,800595462,4/7/2017,2843,205.70,117.11,584805.10,332943.73,251861.37
Household,Online,C,1/28/2016,272289121,2/23/2016,5257,668.27,502.54,3513095.39,2641852.78,871242.61
Beverages,Online,C,6/27/2012,416287696,7/13/2012,7635,47.45,31.79,362280.75,242716.65,119564.10
Office Supplies,Offline,H,10/29/2010,737191903,12/1/2010,321,651.21,524.96,209038.41,168512.16,40526.25
Household,Offline,H,11/22/2012,466838109,1/11/2013,6625,668.27,502.54,4427288.75,3329327.50,1097961.25
Baby Food,Offline,L,1/20/2014,106911838,2/15/2014,6443,255.28,159.42,1644769.04,1027143.06,617625.98
Fruits,Online,H,4/30/2014,699338853,6/6/2014,8762,9.33,6.92,81749.46,60633.04,21116.42
Clothes,Online,M,5/31/2014,549505937,7/2/2014,9873,109.28,35.84,1078921.44,353848.32,725073.12
Cereal,Offline,H,2/21/2017,474392068,4/7/2017,2010,205.70,117.11,413457.00,235391.10,178065.90
Office Supplies,Offline,M,10/5/2014,325925576,11/10/2014,7476,651.21,524.96,4868445.96,3924600.96,943845.00
Cereal,Offline,M,12/8/2016,425462567,12/31/2016,2683,205.70,117.11,551893.10,314206.13,237686.97
Household,Online,M,2/27/2017,196879136,4/5/2017,9766,668.27,502.54,6526324.82,4907805.64,1618519.18
Household,Offline,C,7/5/2010,802554118,7/9/2010,2453,668.27,502.54,1639266.31,1232730.62,406535.69
Clothes,Online,L,10/29/2015,615403306,11/24/2015,369,109.28,35.84,40324.32,13224.96,27099.36
Household,Online,L,8/26/2016,748424136,9/2/2016,4188,668.27,502.54,2798714.76,2104637.52,694077.24
Cosmetics,Online,L,1/30/2011,112943589,2/24/2011,1373,437.20,263.33,600275.60,361552.09,238723.51
Household,Online,C,6/29/2010,814321506,6/30/2010,4684,668.27,502.54,3130176.68,2353897.36,776279.32
Vegetables,Online,H,9/4/2011,180503499,9/22/2011,3851,154.06,90.93,593285.06,350171.43,243113.63
Fruits,Online,H,4/28/2017,531467759,5/13/2017,1975,9.33,6.92,18426.75,13667.00,4759.75
Clothes,Offline,M,3/2/2010,807697522,4/20/2010,4500,109.28,35.84,491760.00,161280.00,330480.00
Household,Online,M,10/28/2010,955628859,12/2/2010,671,668.27,502.54,448409.17,337204.34,111204.83
Baby Food,Offline,C,9/7/2012,548970782,9/17/2012,1509,255.28,159.42,385217.52,240564.78,144652.74
Fruits,Offline,L,12/30/2016,612218558,2/1/2017,7931,9.33,6.92,73996.23,54882.52,19113.71
Meat,Online,H,11/11/2010,713657128,12/20/2010,5858,421.89,364.69,2471431.62,2136354.02,335077.60
Beverages,Offline,H,9/25/2015,805302417,11/8/2015,5736,47.45,31.79,272173.20,182347.44,89825.76
Fruits,Online,C,7/3/2014,621731173,7/31/2014,2925,9.33,6.92,27290.25,20241.00,7049.25
Fruits,Offline,C,9/24/2010,573970687,10/12/2010,9536,9.33,6.92,88970.88,65989.12,22981.76
Cereal,Offline,H,10/13/2013,152360475,10/14/2013,5705,205.70,117.11,1173518.50,668112.55,505405.95
Cosmetics,Offline,C,4/4/2015,714446771,5/1/2015,9531,437.20,263.33,4166953.20,2509798.23,1657154.97
Cosmetics,Offline,M,3/22/2012,311664378,4/7/2012,7270,437.20,263.33,3178444.00,1914409.10,1264034.90
Beverages,Online,L,8/21/2010,720182406,9/14/2010,6833,47.45,31.79,324225.85,217221.07,107004.78
Fruits,Offline,H,6/1/2013,475083005,6/17/2013,6473,9.33,6.92,60393.09,44793.16,15599.93
Meat,Online,C,4/4/2010,705173194,4/6/2010,5273,421.89,364.69,2224625.97,1923010.37,301615.60
Meat,Online,C,1/9/2011,869874989,2/5/2011,4195,421.89,364.69,1769828.55,1529874.55,239954.00
Vegetables,Online,H,3/31/2015,773522746,5/3/2015,1425,154.06,90.93,219535.50,129575.25,89960.25
Cosmetics,Online,L,5/29/2014,371135175,7/10/2014,6001,437.20,263.33,2623637.20,1580243.33,1043393.87
Household,Online,M,11/6/2013,826920163,11/29/2013,2907,668.27,502.54,1942660.89,1460883.78,481777.11
Beverages,Offline,C,12/10/2010,429140841,12/13/2010,1166,47.45,31.79,55326.70,37067.14,18259.56
Fruits,Offline,L,9/2/2013,354026973,9/18/2013,3303,9.33,6.92,30816.99,22856.76,7960.23
Vegetables,Online,L,10/8/2016,265623509,11/14/2016,2754,154.06,90.93,424281.24,250421.22,173860.02
Baby Food,Offline,H,5/22/2017,809219729,7/5/2017,4955,255.28,159.42,1264912.40,789926.10,474986.30
Meat,Offline,H,11/19/2015,449038970,11/22/2015,9465,421.89,364.69,3993188.85,3451790.85,541398.00
Baby Food,Online,C,10/4/2013,929444491,10/23/2013,2134,255.28,159.42,544767.52,340202.28,204565.24
Clothes,Online,L,3/13/2017,395402514,4/25/2017,7246,109.28,35.84,791842.88,259696.64,532146.24
Meat,Online,H,2/15/2011,136717402,3/27/2011,6572,421.89,364.69,2772661.08,2396742.68,375918.40
Meat,Offline,H,12/14/2014,236550509,1/12/2015,9407,421.89,364.69,3968719.23,3430638.83,538080.40
Beverages,Offline,C,4/17/2016,305830037,4/18/2016,759,47.45,31.79,36014.55,24128.61,11885.94
Vegetables,Online,H,3/11/2010,974300897,4/22/2010,6141,154.06,90.93,946082.46,558401.13,387681.33
Vegetables,Offline,H,9/15/2016,669434583,9/20/2016,9424,154.06,90.93,1451861.44,856924.32,594937.12
Vegetables,Offline,C,10/10/2016,487681663,11/17/2016,4696,154.06,90.93,723465.76,427007.28,296458.48
Office Supplies,Online,L,12/6/2011,872072684,1/22/2012,4542,651.21,524.96,2957795.82,2384368.32,573427.50
Cosmetics,Online,H,5/23/2011,943960177,5/28/2011,7648,437.20,263.33,3343705.60,2013947.84,1329757.76
Vegetables,Offline,M,12/13/2013,355886924,2/1/2014,3704,154.06,90.93,570638.24,336804.72,233833.52
Cosmetics,Offline,M,9/28/2010,427519929,11/8/2010,1502,437.20,263.33,656674.40,395521.66,261152.74
Personal Care,Online,M,10/20/2015,492487323,12/3/2015,6798,81.73,56.67,555600.54,385242.66,170357.88
Office Supplies,Offline,H,11/18/2015,536413753,12/12/2015,5605,651.21,524.96,3650032.05,2942400.80,707631.25
Clothes,Offline,H,12/12/2012,431535947,12/20/2012,9931,109.28,35.84,1085259.68,355927.04,729332.64
Clothes,Online,M,12/20/2011,389033019,12/25/2011,2370,109.28,35.84,258993.60,84940.80,174052.80
Office Supplies,Offline,H,7/9/2011,861588466,8/3/2011,2028,651.21,524.96,1320653.88,1064618.88,256035.00
Fruits,Offline,C,7/16/2010,291215646,9/3/2010,6036,9.33,6.92,56315.88,41769.12,14546.76
Office Supplies,Offline,L,5/5/2010,599027669,5/12/2010,4454,651.21,524.96,2900489.34,2338171.84,562317.50
Household,Online,M,5/14/2017,467866790,5/22/2017,1035,668.27,502.54,691659.45,520128.90,171530.55
Fruits,Offline,L,10/27/2011,942677009,11/26/2011,7930,9.33,6.92,73986.90,54875.60,19111.30
Baby Food,Online,M,6/13/2013,998427903,7/23/2013,5859,255.28,159.42,1495685.52,934041.78,561643.74
Meat,Offline,L,8/10/2014,329068696,9/23/2014,7595,421.89,364.69,3204254.55,2769820.55,434434.00
Office Supplies,Online,M,2/27/2013,286706101,4/13/2013,1562,651.21,524.96,1017190.02,819987.52,197202.50
Household,Online,M,3/29/2011,288171231,4/5/2011,5126,668.27,502.54,3425552.02,2576020.04,849531.98
Beverages,Offline,L,6/5/2010,449194753,6/7/2010,5564,47.45,31.79,264011.80,176879.56,87132.24
Office Supplies,Online,C,9/27/2015,983673179,10/31/2015,9608,651.21,524.96,6256825.68,5043815.68,1213010.00
Cosmetics,Offline,C,2/10/2010,799312293,3/11/2010,3125,437.20,263.33,1366250.00,822906.25,543343.75
Cosmetics,Offline,M,12/13/2014,783430182,1/30/2015,3255,437.20,263.33,1423086.00,857139.15,565946.85
Office Supplies,Offline,H,10/13/2012,537442433,11/15/2012,14,651.21,524.96,9116.94,7349.44,1767.50
Clothes,Online,L,2/19/2014,460271203,3/19/2014,3332,109.28,35.84,364120.96,119418.88,244702.08
Cosmetics,Online,L,1/17/2016,474194657,1/27/2016,3592,437.20,263.33,1570422.40,945881.36,624541.04
Fruits,Online,H,12/28/2012,895804870,1/23/2013,7423,9.33,6.92,69256.59,51367.16,17889.43
Fruits,Online,M,12/9/2016,338087785,12/11/2016,6543,9.33,6.92,61046.19,45277.56,15768.63
Personal Care,Offline,L,12/12/2010,520136821,1/4/2011,8899,81.73,56.67,727315.27,504306.33,223008.94
Meat,Online,H,7/31/2010,402364242,9/3/2010,7375,421.89,364.69,3111438.75,2689588.75,421850.00
Personal Care,Offline,C,12/16/2012,372459971,12/18/2012,8037,81.73,56.67,656864.01,455456.79,201407.22
Household,Offline,H,5/26/2012,784557569,6/18/2012,6874,668.27,502.54,4593687.98,3454459.96,1139228.02
Meat,Offline,H,12/28/2015,553184211,1/9/2016,8356,421.89,364.69,3525312.84,3047349.64,477963.20
Cosmetics,Offline,M,6/13/2017,995975720,6/15/2017,203,437.20,263.33,88751.60,53455.99,35295.61
Cereal,Online,L,12/5/2011,234197032,12/15/2011,2961,205.70,117.11,609077.70,346762.71,262314.99
Vegetables,Offline,L,5/3/2013,803286683,5/14/2013,9235,154.06,90.93,1422744.10,839738.55,583005.55
Beverages,Offline,H,7/5/2011,373784768,7/18/2011,74,47.45,31.79,3511.30,2352.46,1158.84
Office Supplies,Online,L,3/20/2013,560836875,4/13/2013,2949,651.21,524.96,1920418.29,1548107.04,372311.25
Vegetables,Online,H,2/3/2016,807401406,3/21/2016,6873,154.06,90.93,1058854.38,624961.89,433892.49
Household,Offline,L,8/4/2014,166086518,9/23/2014,7546,668.27,502.54,5042765.42,3792166.84,1250598.58
Personal Care,Online,L,10/15/2015,726312863,11/26/2015,971,81.73,56.67,79359.83,55026.57,24333.26
Cereal,Online,M,3/3/2013,599760234,3/17/2013,1236,205.70,117.11,254245.20,144747.96,109497.24
Cereal,Online,M,3/15/2017,748522841,4/9/2017,3397,205.70,117.11,698762.90,397822.67,300940.23
Office Supplies,Online,H,5/24/2011,681835830,7/6/2011,9229,651.21,524.96,6010017.09,4844855.84,1165161.25
Household,Online,L,7/24/2015,379717814,9/8/2015,5794,668.27,502.54,3871956.38,2911716.76,960239.62
Household,Offline,M,4/24/2015,722832000,6/9/2015,907,668.27,502.54,606120.89,455803.78,150317.11
Cereal,Offline,H,8/3/2013,856980216,8/6/2013,8345,205.70,117.11,1716566.50,977282.95,739283.55
Meat,Offline,L,3/13/2017,570152080,4/17/2017,9525,421.89,364.69,4018502.25,3473672.25,544830.00
Clothes,Offline,H,8/3/2016,164860427,8/8/2016,4719,109.28,35.84,515692.32,169128.96,346563.36
Fruits,Offline,H,9/23/2011,319950902,10/11/2011,9437,9.33,6.92,88047.21,65304.04,22743.17
Fruits,Offline,M,10/15/2013,287043845,11/16/2013,1507,9.33,6.92,14060.31,10428.44,3631.87
Clothes,Online,C,4/1/2011,732287538,4/10/2011,9010,109.28,35.84,984612.80,322918.40,661694.40
Fruits,Online,C,12/30/2014,304011714,1/3/2015,2677,9.33,6.92,24976.41,18524.84,6451.57
Personal Care,Offline,H,11/7/2016,575295484,12/5/2016,1573,81.73,56.67,128561.29,89141.91,39419.38
Snacks,Online,C,10/30/2010,102937448,12/13/2010,333,152.58,97.44,50809.14,32447.52,18361.62
Personal Care,Offline,L,11/18/2011,669928109,12/31/2011,5470,81.73,56.67,447063.10,309984.90,137078.20
Household,Online,H,12/18/2012,507143342,1/19/2013,3840,668.27,502.54,2566156.80,1929753.60,636403.20
Cereal,Offline,C,11/19/2010,880260503,12/21/2010,7499,205.70,117.11,1542544.30,878207.89,664336.41
Cereal,Online,L,11/5/2014,988717877,11/15/2014,2446,205.70,117.11,503142.20,286451.06,216691.14
Meat,Online,L,3/4/2015,951654469,3/6/2015,4560,421.89,364.69,1923818.40,1662986.40,260832.00
Household,Offline,H,8/1/2014,621970212,9/18/2014,3662,668.27,502.54,2447204.74,1840301.48,606903.26
Fruits,Offline,L,2/12/2015,174331414,2/27/2015,7394,9.33,6.92,68986.02,51166.48,17819.54
Beverages,Offline,M,9/28/2011,855063188,11/6/2011,1053,47.45,31.79,49964.85,33474.87,16489.98
Baby Food,Online,M,7/6/2015,680765521,8/23/2015,2501,255.28,159.42,638455.28,398709.42,239745.86
Vegetables,Online,M,2/3/2010,129516637,3/4/2010,5706,154.06,90.93,879066.36,518846.58,360219.78
Beverages,Online,L,10/18/2016,654285037,11/17/2016,6337,47.45,31.79,300690.65,201453.23,99237.42
Personal Care,Online,C,6/3/2010,774016273,6/22/2010,7470,81.73,56.67,610523.10,423324.90,187198.20
Baby Food,Offline,M,12/14/2010,785882365,1/17/2011,8911,255.28,159.42,2274800.08,1420591.62,854208.46
Beverages,Online,H,7/28/2014,308916079,8/25/2014,3988,47.45,31.79,189230.60,126778.52,62452.08
Cereal,Online,L,6/8/2017,329801261,6/8/2017,4377,205.70,117.11,900348.90,512590.47,387758.43
Meat,Online,M,11/6/2010,947482669,12/12/2010,32,421.89,364.69,13500.48,11670.08,1830.40
Office Supplies,Offline,L,7/30/2016,882868468,8/16/2016,9254,651.21,524.96,6026297.34,4857979.84,1168317.50
Vegetables,Online,L,11/15/2010,654581153,12/17/2010,3964,154.06,90.93,610693.84,360446.52,250247.32
Personal Care,Offline,L,6/29/2011,254489982,7/28/2011,8096,81.73,56.67,661686.08,458800.32,202885.76
Beverages,Online,C,1/26/2012,774312388,2/16/2012,5098,47.45,31.79,241900.10,162065.42,79834.68
Office Supplies,Online,L,5/13/2015,334409511,6/4/2015,8060,651.21,524.96,5248752.60,4231177.60,1017575.00
Cereal,Offline,C,3/17/2011,577451550,3/30/2011,9601,205.70,117.11,1974925.70,1124373.11,850552.59
Clothes,Offline,M,6/6/2010,230757796,7/26/2010,5215,109.28,35.84,569895.20,186905.60,382989.60
Office Supplies,Offline,H,10/25/2016,686205041,12/8/2016,2175,651.21,524.96,1416381.75,1141788.00,274593.75
Snacks,Online,H,10/19/2014,655511128,11/12/2014,9165,152.58,97.44,1398395.70,893037.60,505358.10
Snacks,Online,H,1/3/2010,279349553,2/6/2010,4595,152.58,97.44,701105.10,447736.80,253368.30
Beverages,Online,H,12/18/2015,164522683,1/5/2016,4773,47.45,31.79,226478.85,151733.67,74745.18
Cosmetics,Online,M,10/19/2011,732386243,11/14/2011,8219,437.20,263.33,3593346.80,2164309.27,1429037.53
