Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Meat,Online,C,8/7/2016,372002065,8/18/2016,2533,421.89,364.69,1068647.37,923759.77,144887.60
Office Supplies,Offline,M,6/5/2010,671724975,6/8/2010,7202,651.21,524.96,4690014.42,3780761.92,909252.50
Fruits,Online,L,3/1/2015,270563495,3/6/2015,4605,9.33,6.92,42964.65,31866.60,11098.05
Snacks,Online,H,10/23/2014,687903201,11/29/2014,4699,152.58,97.44,716973.42,457870.56,259102.86
Household,Online,L,1/21/2013,123956954,2/20/2013,472,668.27,502.54,315423.44,237198.88,78224.56
Cereal,Offline,L,9/17/2012,260162532,9/21/2012,6729,205.70,117.11,1384155.30,788033.19,596122.11
Meat,Online,C,4/15/2013,779984939,6/1/2013,3731,421.89,364.69,1574071.59,1360658.39,213413.20
Beverages,Offline,M,3/13/2017,202115237,3/20/2017,9245,47.45,31.79,438675.25,293898.55,144776.70
Cosmetics,Online,L,5/26/2013,975126159,6/20/2013,355,437.20,263.33,155206.00,93482.15,61723.85
Snacks,Offline,M,6/14/2010,335136067,7/23/2010,3065,152.58,97.44,467657.70,298653.60,169004.10
Cosmetics,Online,C,9/19/2016,789201438,10/29/2016,1098,437.20,263.33,480045.60,289136.34,190909.26
Household,Offline,C,11/30/2010,572442471,1/1/2011,7303,668.27,502.54,4880375.81,3670049.62,1210326.19
Cosmetics,Offline,H,10/12/2013,946447980,11/18/2013,3844,437.20,263.33,1680596.80,1012240.52,668356.28
Baby Food,Online,L,12/19/2010,140332591,2/6/2011,6387,255.28,159.42,1630473.36,1018215.54,612257.82
Household,Online,C,7/30/2014,293999564,9/1/2014,9859,668.27,502.54,6588473.93,4954541.86,1633932.07
Beverages,Offline,L,6/21/2014,630349433,7/18/2014,3260,47.45,31.79,154687.00,103635.40,51051.60
Cosmetics,Online,M,9/24/2013,216433513,10/2/2013,6341,437.20,263.33,2772285.20,1669775.53,1102509.67
Snacks,Offline,M,11/21/2010,865343987,12/27/2010,3371,152.58,97.44,514347.18,328470.24,185876.94
Clothes,Offline,L,4/18/2010,488351142,5/10/2010,2810,109.28,35.84,307076.80,100710.40,206366.40
Snacks,Online,H,11/16/2016,592298972,1/2/2017,3283,152.58,97.44,500920.14,319895.52,181024.62
Office Supplies,Offline,C,5/23/2017,441182887,6/8/2017,4675,651.21,524.96,3044406.75,2454188.00,590218.75
Fruits,Offline,C,11/13/2014,105721366,12/11/2014,4156,9.33,6.92,38775.48,28759.52,10015.96
Clothes,Offline,L,8/7/2012,418141639,8/15/2012,6258,109.28,35.84,683874.24,224286.72,459587.52
Meat,Offline,C,11/18/2011,936145722,11/21/2011,5177,421.89,364.69,2184124.53,1888000.13,296124.40
Meat,Online,C,7/25/2011,561012828,8/16/2011,5018,421.89,364.69,2117044.02,1830014.42,287029.60
Vegetables,Offline,C,9/4/2014,722966325,9/12/2014,656,154.06,90.93,101063.36,59650.08,41413.28
Personal Care,Offline,L,5/21/2011,944432246,5/26/2011,7344,81.73,56.67,600225.12,416184.48,184040.64
Vegetables,Offline,M,6/13/2012,377597367,6/19/2012,8307,154.06,90.93,1279776.42,755355.51,524420.91
Household,Online,H,5/3/2015,521398532,5/14/2015,2267,668.27,502.54,1514968.09,1139258.18,375709.91
Fruits,Online,M,8/3/2016,102635324,8/4/2016,928,9.33,6.92,8658.24,6421.76,2236.48
Clothes,Online,L,2/26/2010,257668721,3/30/2010,8755,109.28,35.84,956746.40,313779.20,642967.20
Meat,Online,H,7/22/2013,425103366,9/10/2013,6388,421.89,364.69,2695033.32,2329639.72,365393.60
Baby Food,Offline,L,12/15/2011,342196500,2/1/2012,2404,255.28,159.42,613693.12,383245.68,230447.44
Snacks,Online,C,8/14/2010,998167407,9/16/2010,8772,152.58,97.44,1338431.76,854743.68,483688.08
Beverages,Online,H,4/10/2010,718555486,5/2/2010,5391,47.45,31.79,255802.95,171379.89,84423.06
Baby Food,Online,L,1/15/2011,180637824,2/15/2011,3601,255.28,159.42,919263.28,574071.42,345191.86
Baby Food,Offline,H,5/14/2011,999887025,5/27/2011,7645,255.28,159.42,1951615.60,1218765.90,732849.70
Vegetables,Online,L,8/11/2011,565776860,9/24/2011,4801,154.06,90.93,739642.06,436554.93,303087.13
Fruits,Online,L,3/17/2013,692371118,3/23/2013,6855,9.33,6.92,63957.15,47436.60,16520.55
Meat,Offline,C,2/21/2011,106412303,4/12/2011,8620,421.89,364.69,3636691.80,3143627.80,493064.00
Clothes,Online,H,9/3/2010,459672963,10/7/2010,6300,109.28,35.84,688464.00,225792.00,462672.00
Household,Online,M,1/26/2017,284486949,3/5/2017,4865,668.27,502.54,3251133.55,2444857.10,806276.45
Meat,Online,L,2/21/2016,444128596,4/1/2016,6376,421.89,364.69,2689970.64,2325263.44,364707.20
Clothes,Offline,M,12/24/2011,421425092,1/12/2012,7904,109.28,35.84,863749.12,283279.36,580469.76
Cosmetics,Offline,C,9/14/2013,684084594,9/18/2013,4688,437.20,263.33,2049593.60,1234491.04,815102.56
Vegetables,Online,H,6/25/2013,472172915,8/2/2013,5313,154.06,90.93,818520.78,483111.09,335409.69
Beverages,Online,M,2/25/2010,848235785,3/7/2010,673,47.45,31.79,31933.85,21394.67,10539.18
Cereal,Offline,M,5/22/2016,957327020,6/20/2016,3194,205.70,117.11,657005.80,374049.34,282956.46
Cereal,Offline,C,10/25/2015,481192004,12/11/2015,4262,205.70,117.11,876693.40,499122.82,377570.58
Household,Offline,H,7/12/2014,463985097,7/15/2014,2356,668.27,502.54,1574444.12,1183984.24,390459.88
Personal Care,Online,C,5/28/2015,427020394,6/11/2015,3679,81.73,56.67,300684.67,208488.93,92195.74
Fruits,Offline,L,8/8/2010,375680339,9/19/2010,1016,9.33,6.92,9479.28,7030.72,2448.56
Cosmetics,Online,H,10/23/2016,227172219,12/9/2016,4163,437.20,263.33,1820063.60,1096242.79,723820.81
Snacks,Offline,C,4/11/2013,466930806,5/8/2013,4057,152.58,97.44,619017.06,395314.08,223702.98
Meat,Offline,H,11/19/2016,905353105,12/5/2016,2957,421.89,364.69,1247528.73,1078388.33,169140.40
Fruits,Offline,H,2/19/2015,650839793,3/21/2015,6813,9.33,6.92,63565.29,47145.96,16419.33
Office Supplies,Offline,L,3/28/2010,698402869,4/2/2010,1784,651.21,524.96,1161758.64,936528.64,225230.00
Cereal,Online,H,5/21/2011,988119637,6/6/2011,5414,205.70,117.11,1113659.80,634033.54,479626.26
Cosmetics,Offline,C,4/1/2014,418437755,4/11/2014,3885,437.20,263.33,1698522.00,1023037.05,675484.95
Household,Offline,L,11/14/2014,458841693,11/24/2014,308,668.27,502.54,205827.16,154782.32,51044.84
Baby Food,Offline,L,1/17/2013,710902822,1/26/2013,798,255.28,159.42,203713.44,127217.16,76496.28
Vegetables,Offline,C,1/23/2010,776010549,2/7/2010,7621,154.06,90.93,1174091.26,692977.53,481113.73
Meat,Offline,C,10/9/2010,579206788,11/17/2010,9015,421.89,364.69,3803338.35,3287680.35,515658.00
Household,Offline,M,1/26/2012,537337720,2/20/2012,9027,668.27,502.54,6032473.29,4536428.58,1496044.71
Fruits,Offline,H,1/2/2016,982384002,1/20/2016,8112,9.33,6.92,75684.96,56135.04,19549.92
Office Supplies,Offline,L,10/6/2015,782239711,11/25/2015,968,651.21,524.96,630371.28,508161.28,122210.00
Vegetables,Online,L,3/12/2017,923744475,3/29/2017,5373,154.06,90.93,827764.38,488566.89,339197.49
Snacks,Offline,H,5/27/2013,844063985,7/10/2013,6145,152.58,97.44,937604.10,598768.80,338835.30
Cosmetics,Online,M,3/27/2016,651037204,4/11/2016,5231,437.20,263.33,2286993.20,1377479.23,909513.97
Snacks,Offline,M,4/1/2013,847207105,4/2/2013,6264,152.58,97.44,955761.12,610364.16,345396.96
Vegetables,Offline,H,7/5/2015,990670526,7/25/2015,278,154.06,90.93,42828.68,25278.54,17550.14
Personal Care,Offline,C,3/26/2012,387743842,5/6/2012,874,81.73,56.67,71432.02,49529.58,21902.44
Personal Care,Online,C,11/23/2015,109300935,1/3/2016,3430,81.73,56.67,280333.90,194378.10,85955.80
Household,Online,H,8/11/2013,302426421,9/17/2013,3553,668.27,502.54,2374363.31,1785524.62,588838.69
Baby Food,Online,L,6/15/2014,554742038,6/17/2014,9351,255.28,159.42,2387123.28,1490736.42,896386.86
Office Supplies,Offline,C,1/27/2012,318900763,2/19/2012,8677,651.21,524.96,5650549.17,4555077.92,1095471.25
Office Supplies,Online,L,5/31/2010,905550515,6/1/2010,1376,651.21,524.96,896064.96,722344.96,173720.00
Snacks,Offline,M,6/1/2015,696387135,6/25/2015,5284,152.58,97.44,806232.72,514872.96,291359.76
Beverages,Offline,H,12/28/2015,185147368,2/1/2016,8076,47.45,31.79,383206.20,256736.04,126470.16
Cereal,Offline,L,8/11/2013,433488595,8/29/2013,7763,205.70,117.11,1596849.10,909124.93,687724.17
Cereal,Offline,M,6/24/2012,678884112,7/23/2012,5750,205.70,117.11,1182775.00,673382.50,509392.50
Office Supplies,Offline,L,9/26/2016,317929160,11/11/2016,1158,651.21,524.96,754101.18,607903.68,146197.50
Household,Offline,H,6/2/2013,107046163,7/11/2013,6193,668.27,502.54,4138596.11,3112230.22,1026365.89
Baby Food,Online,H,5/14/2016,747036254,6/8/2016,3483,255.28,159.42,889140.24,555259.86,333880.38
Meat,Offline,L,12/2/2014,660986268,12/17/2014,9380,421.89,364.69,3957328.20,3420792.20,536536.00
Household,Offline,L,12/8/2012,868881928,12/21/2012,326,668.27,502.54,217856.02,163828.04,54027.98
Household,Offline,C,8/10/2013,980368268,9/15/2013,1611,668.27,502.54,1076582.97,809591.94,266991.03
Fruits,Online,H,1/8/2017,410785090,2/26/2017,9292,9.33,6.92,86694.36,64300.64,22393.72
Cereal,Online,C,5/28/2013,384559094,7/14/2013,8437,205.70,117.11,1735490.90,988057.07,747433.83
Office Supplies,Offline,L,4/3/2015,211726558,4/23/2015,3448,651.21,524.96,2245372.08,1810062.08,435310.00
Vegetables,Online,L,8/28/2010,340378177,10/17/2010,4321,154.06,90.93,665693.26,392908.53,272784.73
Fruits,Offline,M,12/21/2011,833621394,12/28/2011,5950,9.33,6.92,55513.50,41174.00,14339.50
Office Supplies,Online,L,5/23/2014,102240502,6/25/2014,4092,651.21,524.96,2664751.32,2148136.32,516615.00
Meat,Offline,M,11/1/2011,428189408,11/27/2011,9616,421.89,364.69,4056894.24,3506859.04,550035.20
Cosmetics,Offline,L,10/23/2014,818965375,11/11/2014,8909,437.20,263.33,3895014.80,2346006.97,1549007.83
Fruits,Online,H,12/6/2010,294929540,12/30/2010,5060,9.33,6.92,47209.80,35015.20,12194.60
Personal Care,Offline,L,3/28/2015,948744380,4/22/2015,3400,81.73,56.67,277882.00,192678.00,85204.00
Office Supplies,Offline,M,8/23/2012,572977626,8/27/2012,5667,651.21,524.96,3690407.07,2974948.32,715458.75
Beverages,Online,M,12/5/2010,841809213,1/16/2011,8908,47.45,31.79,422684.60,283185.32,139499.28
Snacks,Online,M,2/23/2014,120533168,3/11/2014,7298,152.58,97.44,1113528.84,711117.12,402411.72
Meat,Online,M,4/22/2011,769443643,6/5/2011,4327,421.89,364.69,1825518.03,1578013.63,247504.40
Cosmetics,Offline,C,11/23/2012,626671159,1/9/2013,4777,437.20,263.33,2088504.40,1257927.41,830576.99
Baby Food,Offline,M,2/21/2011,962724912,4/1/2011,550,255.28,159.42,140404.00,87681.00,52723.00
Vegetables,Online,M,1/1/2015,642215526,2/11/2015,4700,154.06,90.93,724082.00,427371.00,296711.00
Household,Online,C,2/18/2017,780675876,3/8/2017,8195,668.27,502.54,5476472.65,4118315.30,1358157.35
Cereal,Online,H,6/25/2014,987090957,7/2/2014,1004,205.70,117.11,206522.80,117578.44,88944.36
Snacks,Offline,L,10/4/2016,944037425,11/9/2016,508,152.58,97.44,77510.64,49499.52,28011.12
Meat,Online,H,3/12/2015,528162848,3/30/2015,3979,421.89,364.69,1678700.31,1451101.51,227598.80
Household,Offline,H,4/4/2011,257866132,4/21/2011,7174,668.27,502.54,4794168.98,3605221.96,1188947.02
Beverages,Offline,H,12/25/2012,302088677,2/13/2013,3608,47.45,31.79,171199.60,114698.32,56501.28
Vegetables,Online,L,6/22/2013,928056609,7/29/2013,1429,154.06,90.93,220151.74,129938.97,90212.77
Fruits,Offline,C,6/24/2017,644470298,8/7/2017,1938,9.33,6.92,18081.54,13410.96,4670.58
Beverages,Online,L,9/13/2014,889569699,9/14/2014,2297,47.45,31.79,108992.65,73021.63,35971.02
Vegetables,Online,H,6/6/2013,420100295,6/14/2013,5868,154.06,90.93,904024.08,533577.24,370446.84
Meat,Online,H,5/9/2015,684380710,5/15/2015,2315,421.89,364.69,976675.35,844257.35,132418.00
Meat,Online,M,1/16/2011,446383368,2/27/2011,3613,421.89,364.69,1524288.57,1317624.97,206663.60
Clothes,Online,H,10/20/2012,245012986,11/18/2012,3642,109.28,35.84,397997.76,130529.28,267468.48
Household,Offline,M,2/1/2013,865738809,2/6/2013,207,668.27,502.54,138331.89,104025.78,34306.11
Beverages,Online,M,2/5/2010,796163165,3/8/2010,1228,47.45,31.79,58268.60,39038.12,19230.48
Cosmetics,Online,H,7/3/2010,803026187,7/7/2010,2149,437.20,263.33,939542.80,565896.17,373646.63
Beverages,Online,H,12/5/2011,809847581,1/17/2012,751,47.45,31.79,35634.95,23874.29,11760.66
Meat,Offline,M,7/16/2012,318760430,8/5/2012,7150,421.89,364.69,3016513.50,2607533.50,408980.00
Office Supplies,Offline,H,12/28/2012,702517592,2/7/2013,9422,651.21,524.96,6135700.62,4946173.12,1189527.50
Cereal,Offline,L,12/16/2016,901970946,1/23/2017,2102,205.70,117.11,432381.40,246165.22,186216.18
Cosmetics,Offline,L,11/15/2013,669174087,1/4/2014,2338,437.20,263.33,1022173.60,615665.54,406508.06
Personal Care,Offline,M,9/7/2013,739539372,9/19/2013,4989,81.73,56.67,407750.97,282726.63,125024.34
Meat,Online,C,2/9/2012,295365989,3/9/2012,4215,421.89,364.69,1778266.35,1537168.35,241098.00
Personal Care,Offline,L,11/28/2015,775475394,1/10/2016,9257,81.73,56.67,756574.61,524594.19,231980.42
Snacks,Online,L,6/17/2011,809987914,8/2/2011,2278,152.58,97.44,347577.24,221968.32,125608.92
Vegetables,Online,H,12/8/2012,737819755,1/9/2013,6116,154.06,90.93,942230.96,556127.88,386103.08
Household,Online,C,1/16/2012,104988801,2/6/2012,7374,668.27,502.54,4927822.98,3705729.96,1222093.02
Clothes,Offline,H,8/25/2013,278891646,10/7/2013,9091,109.28,35.84,993464.48,325821.44,667643.04
Office Supplies,Offline,H,10/23/2015,390196025,11/19/2015,6530,651.21,524.96,4252401.30,3427988.80,824412.50
Cosmetics,Online,M,8/6/2010,240996968,8/17/2010,5213,437.20,263.33,2279123.60,1372739.29,906384.31
Meat,Offline,M,9/5/2016,856423604,10/20/2016,3631,421.89,364.69,1531882.59,1324189.39,207693.20
Beverages,Online,M,12/9/2013,662170732,1/1/2014,9889,47.45,31.79,469233.05,314371.31,154861.74
Baby Food,Online,C,9/25/2016,952183616,10/30/2016,1146,255.28,159.42,292550.88,182695.32,109855.56
Household,Offline,L,8/20/2012,569356429,8/26/2012,4075,668.27,502.54,2723200.25,2047850.50,675349.75
Personal Care,Online,H,6/6/2016,299537789,7/22/2016,8743,81.73,56.67,714565.39,495465.81,219099.58
Meat,Online,M,7/11/2017,977677047,8/9/2017,5219,421.89,364.69,2201843.91,1903317.11,298526.80
Baby Food,Online,M,9/19/2010,483446776,11/7/2010,1499,255.28,159.42,382664.72,238970.58,143694.14
Office Supplies,Offline,M,2/5/2017,585773694,2/15/2017,2308,651.21,524.96,1502992.68,1211607.68,291385.00
Fruits,Offline,H,2/22/2013,196182191,3/19/2013,3525,9.33,6.92,32888.25,24393.00,8495.25
Cereal,Online,H,12/27/2013,404810416,1/26/2014,1253,205.70,117.11,257742.10,146738.83,111003.27
Household,Online,M,12/18/2016,180341708,1/16/2017,5974,668.27,502.54,3992244.98,3002173.96,990071.02
Meat,Online,H,10/12/2012,431529939,10/30/2012,8153,421.89,364.69,3439669.17,2973317.57,466351.60
Baby Food,Online,H,10/9/2012,843726241,10/15/2012,6199,255.28,159.42,1582480.72,988244.58,594236.14
Beverages,Offline,M,4/2/2017,254187858,5/9/2017,8691,47.45,31.79,412387.95,276286.89,136101.06
Clothes,Offline,H,6/5/2015,549936378,7/22/2015,7250,109.28,35.84,792280.00,259840.00,532440.00
Household,Offline,C,7/7/2011,358868253,7/25/2011,5946,668.27,502.54,3973533.42,2988102.84,985430.58
Household,Online,L,3/25/2011,725517213,4/6/2011,5521,668.27,502.54,3689518.67,2774523.34,914995.33
Meat,Offline,L,1/4/2016,129692590,1/31/2016,7774,421.89,364.69,3279772.86,2835100.06,444672.80
Snacks,Offline,C,12/10/2012,103565299,1/22/2013,6128,152.58,97.44,935010.24,597112.32,337897.92
Meat,Online,M,2/19/2012,815089690,2/22/2012,2007,421.89,364.69,846733.23,731932.83,114800.40
Beverages,Online,H,5/20/2011,175494420,6/26/2011,1554,47.45,31.79,73737.30,49401.66,24335.64
Personal Care,Offline,C,6/13/2013,848828017,6/27/2013,5928,81.73,56.67,484495.44,335939.76,148555.68
Baby Food,Online,C,3/20/2015,782141005,4/21/2015,1759,255.28,159.42,449037.52,280419.78,168617.74
Meat,Online,L,9/24/2010,293308627,10/5/2010,5396,421.89,364.69,2276518.44,1967867.24,308651.20
Beverages,Online,L,1/27/2011,331852614,2/24/2011,1418,47.45,31.79,67284.10,45078.22,22205.88
Fruits,Online,M,7/7/2011,315180861,7/14/2011,7876,9.33,6.92,73483.08,54501.92,18981.16
Office Supplies,Online,M,3/10/2017,614311540,4/25/2017,7291,651.21,524.96,4747972.11,3827483.36,920488.75
Household,Online,H,3/15/2016,852942740,5/4/2016,3566,668.27,502.54,2383050.82,1792057.64,590993.18
Snacks,Online,H,6/28/2013,959976613,8/17/2013,7267,152.58,97.44,1108798.86,708096.48,400702.38
Vegetables,Online,C,10/5/2013,561407649,11/16/2013,1854,154.06,90.93,285627.24,168584.22,117043.02
Vegetables,Offline,M,7/27/2016,927027928,8/24/2016,7019,154.06,90.93,1081347.14,638237.67,443109.47
Beverages,Online,H,1/25/2016,447510755,2/12/2016,7232,47.45,31.79,343158.40,229905.28,113253.12
Personal Care,Online,L,11/23/2011,702320182,11/28/2011,1004,81.73,56.67,82056.92,56896.68,25160.24
Fruits,Online,M,10/18/2011,626473748,10/30/2011,6359,9.33,6.92,59329.47,44004.28,15325.19
Office Supplies,Online,C,7/7/2013,226579988,8/19/2013,8908,651.21,524.96,5800978.68,4676343.68,1124635.00
Office Supplies,Offline,H,2/26/2015,551697623,3/10/2015,8442,651.21,524.96,5497514.82,4431712.32,1065802.50
Baby Food,Offline,L,7/21/2012,128622281,8/23/2012,1046,255.28,159.42,267022.88,166753.32,100269.56
Beverages,Offline,H,3/29/2011,994883954,4/20/2011,7125,47.45,31.79,338081.25,226503.75,111577.50
Cosmetics,Offline,L,11/21/2012,404613006,1/6/2013,2835,437.20,263.33,1239462.00,746540.55,492921.45
Baby Food,Online,C,4/15/2015,822446238,4/29/2015,8973,255.28,159.42,2290627.44,1430475.66,860151.78
Personal Care,Offline,C,8/13/2010,272916972,9/7/2010,1052,81.73,56.67,85979.96,59616.84,26363.12
Baby Food,Offline,L,8/22/2016,614212834,9/19/2016,8082,255.28,159.42,2063172.96,1288432.44,774740.52
Clothes,Online,L,8/5/2010,787876641,9/4/2010,9061,109.28,35.84,990186.08,324746.24,665439.84
Meat,Offline,L,5/27/2012,460208117,6/2/2012,4664,421.89,364.69,1967694.96,1700914.16,266780.80
Office Supplies,Online,C,5/15/2012,705801045,5/16/2012,1069,651.21,524.96,696143.49,561182.24,134961.25
Snacks,Online,M,6/16/2012,865401065,7/4/2012,261,152.58,97.44,39823.38,25431.84,14391.54
Personal Care,Offline,C,2/4/2017,804210650,2/16/2017,2658,81.73,56.67,217238.34,150628.86,66609.48
Household,Offline,H,12/4/2012,424765622,12/16/2012,6442,668.27,502.54,4304995.34,3237362.68,1067632.66
Office Supplies,Offline,M,5/14/2013,451781260,5/15/2013,969,651.21,524.96,631022.49,508686.24,122336.25
Meat,Offline,M,7/4/2013,595088899,7/25/2013,8884,421.89,364.69,3748070.76,3239905.96,508164.80
Beverages,Online,L,9/30/2013,751545798,10/29/2013,7958,47.45,31.79,377607.10,252984.82,124622.28
Meat,Offline,C,10/11/2016,516452538,10/13/2016,8638,421.89,364.69,3644285.82,3150192.22,494093.60
Beverages,Online,M,12/20/2016,842894971,1/21/2017,208,47.45,31.79,9869.60,6612.32,3257.28
Beverages,Online,C,6/26/2012,397749984,7/18/2012,1914,47.45,31.79,90819.30,60846.06,29973.24
Cereal,Online,M,5/11/2013,776602780,5/30/2013,2875,205.70,117.11,591387.50,336691.25,254696.25
Clothes,Online,M,5/18/2015,719921910,6/5/2015,9746,109.28,35.84,1065042.88,349296.64,715746.24
Snacks,Online,M,4/22/2014,339448201,4/30/2014,9121,152.58,97.44,1391682.18,888750.24,502931.94
Snacks,Online,C,9/15/2015,551796329,10/15/2015,7651,152.58,97.44,1167389.58,745513.44,421876.14
Vegetables,Offline,C,12/27/2013,820627915,1/13/2014,891,154.06,90.93,137267.46,81018.63,56248.83
Beverages,Offline,H,1/27/2014,670794999,2/7/2014,2002,47.45,31.79,94994.90,63643.58,31351.32
Cosmetics,Offline,H,5/28/2011,888977468,7/15/2011,7043,437.20,263.33,3079199.60,1854633.19,1224566.41
Fruits,Offline,H,10/17/2011,404415595,10/28/2011,4416,9.33,6.92,41201.28,30558.72,10642.56
Snacks,Online,C,10/25/2016,318168199,11/10/2016,1895,152.58,97.44,289139.10,184648.80,104490.30
Personal Care,Online,M,8/25/2013,675699365,9/29/2013,3312,81.73,56.67,270689.76,187691.04,82998.72
Snacks,Offline,C,3/10/2017,745373713,4/6/2017,1501,152.58,97.44,229022.58,146257.44,82765.14
Beverages,Online,H,9/16/2014,433686006,9/19/2014,6181,47.45,31.79,293288.45,196493.99,96794.46
Snacks,Offline,M,6/27/2015,736692368,7/2/2015,2498,152.58,97.44,381144.84,243405.12,137739.72
Household,Offline,C,4/25/2014,870939290,5/26/2014,9145,668.27,502.54,6111329.15,4595728.30,1515600.85
