Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Meat,Offline,C,7/23/2011,623710000,8/19/2011,8504,421.89,364.69,3587752.56,3101323.76,486428.80
Office Supplies,Offline,M,9/14/2010,145715034,9/26/2010,9171,651.21,524.96,5972246.91,4814408.16,1157838.75
Office Supplies,Online,L,4/8/2016,515450036,5/11/2016,1975,651.21,524.96,1286139.75,1036796.00,249343.75
Meat,Offline,C,3/18/2013,715002095,5/6/2013,3864,421.89,364.69,1630182.96,1409162.16,221020.80
Cosmetics,Offline,L,11/21/2014,972897565,12/3/2014,864,437.20,263.33,377740.80,227517.12,150223.68
Vegetables,Offline,H,10/15/2012,632531678,10/15/2012,9035,154.06,90.93,1391932.10,821552.55,570379.55
Beverages,Offline,H,3/13/2015,178663718,4/16/2015,9419,47.45,31.79,446931.55,299430.01,147501.54
Personal Care,Online,C,8/17/2016,101731526,10/6/2016,3474,81.73,56.67,283930.02,196871.58,87058.44
Vegetables,Offline,L,9/22/2012,136342751,10/12/2012,5705,154.06,90.93,878912.30,518755.65,360156.65
Household,Online,C,12/19/2011,940005958,1/10/2012,7507,668.27,502.54,5016702.89,3772567.78,1244135.11
Cosmetics,Online,C,6/23/2015,993148887,8/8/2015,3680,437.20,263.33,1608896.00,969054.40,639841.60
Household,Offline,C,7/3/2010,144094121,8/22/2010,9507,668.27,502.54,6353242.89,4777647.78,1575595.11
Personal Care,Offline,L,12/7/2014,624541270,12/8/2014,4495,81.73,56.67,367376.35,254731.65,112644.70
Cosmetics,Offline,L,1/14/2012,408753907,2/3/2012,8219,437.20,263.33,3593346.80,2164309.27,1429037.53
Office Supplies,Offline,H,8/9/2010,485686099,8/13/2010,4165,651.21,524.96,2712289.65,2186458.40,525831.25
Clothes,Online,M,6/23/2014,609293019,7/1/2014,2199,109.28,35.84,240306.72,78812.16,161494.56
Fruits,Offline,H,9/2/2013,817625129,9/13/2013,2300,9.33,6.92,21459.00,15916.00,5543.00
Cosmetics,Online,H,11/22/2011,633955180,12/21/2011,281,437.20,263.33,122853.20,73995.73,48857.47
Household,Offline,H,4/14/2011,359725701,5/15/2011,9684,668.27,502.54,6471526.68,4866597.36,1604929.32
Vegetables,Offline,H,4/4/2016,158708512,4/6/2016,4230,154.06,90.93,651673.80,384633.90,267039.90
Cereal,Online,H,6/24/2015,402581822,7/11/2015,1762,205.70,117.11,362443.40,206347.82,156095.58
Snacks,Online,C,12/12/2016,302114856,1/20/2017,1354,152.58,97.44,206593.32,131933.76,74659.56
Office Supplies,Online,H,2/12/2015,550554788,3/24/2015,251,651.21,524.96,163453.71,131764.96,31688.75
Fruits,Offline,C,4/5/2013,104521453,4/29/2013,9075,9.33,6.92,84669.75,62799.00,21870.75
Household,Online,L,4/12/2013,445874392,4/21/2013,2996,668.27,502.54,2002136.92,1505609.84,496527.08
Fruits,Offline,H,7/12/2013,649639880,8/7/2013,1732,9.33,6.92,16159.56,11985.44,4174.12
Cosmetics,Offline,C,4/2/2011,561631238,4/18/2011,8019,437.20,263.33,3505906.80,2111643.27,1394263.53
Personal Care,Online,C,4/1/2013,691467320,4/4/2013,9401,81.73,56.67,768343.73,532754.67,235589.06
Beverages,Online,C,1/7/2017,255045306,1/7/2017,2429,47.45,31.79,115256.05,77217.91,38038.14
Personal Care,Online,L,6/4/2010,559672582,6/19/2010,8409,81.73,56.67,687267.57,476538.03,210729.54
Baby Food,Offline,H,12/22/2011,899939763,1/1/2012,1029,255.28,159.42,262683.12,164043.18,98639.94
Office Supplies,Offline,C,6/17/2014,489998233,7/11/2014,221,651.21,524.96,143917.41,116016.16,27901.25
Household,Online,C,2/10/2014,713578593,3/2/2014,2618,668.27,502.54,1749530.86,1315649.72,433881.14
Office Supplies,Offline,H,1/12/2017,964907157,1/25/2017,6325,651.21,524.96,4118903.25,3320372.00,798531.25
Cereal,Offline,M,1/5/2011,845669448,1/15/2011,1237,205.70,117.11,254450.90,144865.07,109585.83
Cereal,Offline,H,11/8/2011,657489955,12/1/2011,4743,205.70,117.11,975635.10,555452.73,420182.37
Cosmetics,Online,C,4/16/2017,340658843,4/21/2017,7377,437.20,263.33,3225224.40,1942585.41,1282638.99
Personal Care,Offline,L,3/30/2013,469409167,4/2/2013,7459,81.73,56.67,609624.07,422701.53,186922.54
Vegetables,Offline,L,8/1/2011,615563809,8/29/2011,7865,154.06,90.93,1211681.90,715164.45,496517.45
Cosmetics,Online,L,7/26/2017,429893577,8/4/2017,3917,437.20,263.33,1712512.40,1031463.61,681048.79
Snacks,Online,M,3/11/2013,857831656,4/7/2013,305,152.58,97.44,46536.90,29719.20,16817.70
Snacks,Online,L,7/15/2015,236217486,8/29/2015,858,152.58,97.44,130913.64,83603.52,47310.12
Snacks,Offline,C,9/19/2016,942894589,10/3/2016,2317,152.58,97.44,353527.86,225768.48,127759.38
Office Supplies,Online,L,2/5/2012,223379790,2/8/2012,1899,651.21,524.96,1236647.79,996899.04,239748.75
Meat,Online,H,5/20/2011,701317679,6/26/2011,4341,421.89,364.69,1831424.49,1583119.29,248305.20
Cereal,Online,L,7/25/2011,802080762,8/11/2011,2376,205.70,117.11,488743.20,278253.36,210489.84
Cosmetics,Online,M,9/19/2016,173956763,11/4/2016,6527,437.20,263.33,2853604.40,1718754.91,1134849.49
Meat,Offline,M,11/23/2010,341095292,12/3/2010,6532,421.89,364.69,2755785.48,2382155.08,373630.40
Cosmetics,Offline,M,5/21/2012,538293874,5/27/2012,1974,437.20,263.33,863032.80,519813.42,343219.38
Meat,Offline,H,3/16/2016,831886327,4/16/2016,2505,421.89,364.69,1056834.45,913548.45,143286.00
Office Supplies,Online,L,4/12/2014,960792434,5/10/2014,8687,651.21,524.96,5657061.27,4560327.52,1096733.75
Personal Care,Online,L,4/23/2012,319617879,5/27/2012,888,81.73,56.67,72576.24,50322.96,22253.28
Household,Online,M,9/14/2014,955888068,9/18/2014,7376,668.27,502.54,4929159.52,3706735.04,1222424.48
Fruits,Online,H,7/4/2012,408613574,7/21/2012,6692,9.33,6.92,62436.36,46308.64,16127.72
Office Supplies,Offline,H,11/1/2014,239261901,12/7/2014,1768,651.21,524.96,1151339.28,928129.28,223210.00
Personal Care,Offline,H,2/22/2012,556586539,4/2/2012,5180,81.73,56.67,423361.40,293550.60,129810.80
Cereal,Online,C,11/25/2016,912595498,12/8/2016,6143,205.70,117.11,1263615.10,719406.73,544208.37
Clothes,Online,C,1/12/2011,702839887,2/13/2011,4796,109.28,35.84,524106.88,171888.64,352218.24
Cereal,Offline,M,11/12/2013,509813106,11/14/2013,3882,205.70,117.11,798527.40,454621.02,343906.38
Office Supplies,Online,L,12/4/2013,521819531,12/24/2013,6850,651.21,524.96,4460788.50,3595976.00,864812.50
Baby Food,Offline,H,6/12/2010,901025521,6/12/2010,2329,255.28,159.42,594547.12,371289.18,223257.94
Beverages,Online,H,1/15/2017,552710855,2/9/2017,8279,47.45,31.79,392838.55,263189.41,129649.14
Fruits,Online,M,11/29/2016,281962239,12/22/2016,7747,9.33,6.92,72279.51,53609.24,18670.27
Vegetables,Online,L,4/27/2011,292503535,5/24/2011,7151,154.06,90.93,1101683.06,650240.43,451442.63
Cosmetics,Online,H,8/13/2013,852927291,8/16/2013,8994,437.20,263.33,3932176.80,2368390.02,1563786.78
Personal Care,Offline,M,4/20/2016,182482326,5/7/2016,9430,81.73,56.67,770713.90,534398.10,236315.80
Vegetables,Online,C,2/4/2011,255341422,2/6/2011,56,154.06,90.93,8627.36,5092.08,3535.28
Household,Online,C,10/20/2015,868710696,11/7/2015,9655,668.27,502.54,6452146.85,4852023.70,1600123.15
Personal Care,Offline,H,2/9/2012,492746531,2/22/2012,3503,81.73,56.67,286300.19,198515.01,87785.18
Office Supplies,Online,H,1/22/2014,245688474,1/26/2014,3534,651.21,524.96,2301376.14,1855208.64,446167.50
Office Supplies,Online,M,6/24/2011,139288461,8/7/2011,7406,651.21,524.96,4822861.26,3887853.76,935007.50
Fruits,Online,L,7/18/2015,724021184,7/24/2015,2813,9.33,6.92,26245.29,19465.96,6779.33
Baby Food,Offline,M,4/3/2016,705588185,4/23/2016,8079,255.28,159.42,2062407.12,1287954.18,774452.94
Snacks,Offline,M,6/29/2014,597525632,7/10/2014,9968,152.58,97.44,1520917.44,971281.92,549635.52
Household,Offline,C,4/26/2017,816695153,5/16/2017,7099,668.27,502.54,4744048.73,3567531.46,1176517.27
Personal Care,Online,H,7/19/2017,485348355,8/5/2017,4219,81.73,56.67,344818.87,239090.73,105728.14
Meat,Offline,L,6/1/2013,763931596,6/21/2013,3190,421.89,364.69,1345829.10,1163361.10,182468.00
Snacks,Offline,L,7/14/2010,489068257,8/16/2010,5020,152.58,97.44,765951.60,489148.80,276802.80
Cereal,Offline,C,1/18/2010,854096305,2/2/2010,4931,205.70,117.11,1014306.70,577469.41,436837.29
Cosmetics,Offline,C,5/24/2011,729616487,5/25/2011,8587,437.20,263.33,3754236.40,2261214.71,1493021.69
Personal Care,Offline,C,7/19/2013,178367602,8/20/2013,1792,81.73,56.67,146460.16,101552.64,44907.52
Snacks,Online,H,6/8/2014,323394858,7/9/2014,8580,152.58,97.44,1309136.40,836035.20,473101.20
Clothes,Online,C,3/31/2017,689015138,4/17/2017,3746,109.28,35.84,409362.88,134256.64,275106.24
Vegetables,Offline,L,10/4/2016,285105359,11/4/2016,7866,154.06,90.93,1211835.96,715255.38,496580.58
Clothes,Offline,H,3/26/2017,922840678,4/10/2017,7919,109.28,35.84,865388.32,283816.96,581571.36
Cereal,Online,H,6/24/2014,962413346,8/4/2014,8351,205.70,117.11,1717800.70,977985.61,739815.09
Vegetables,Offline,C,7/6/2014,629445636,7/31/2014,5806,154.06,90.93,894472.36,527939.58,366532.78
Cosmetics,Online,H,10/20/2011,518042552,11/12/2011,9158,437.20,263.33,4003877.60,2411576.14,1592301.46
Meat,Online,M,9/27/2016,800065028,11/1/2016,5876,421.89,364.69,2479025.64,2142918.44,336107.20
Household,Offline,H,12/14/2012,526625192,1/9/2013,8952,668.27,502.54,5982353.04,4498738.08,1483614.96
Baby Food,Online,L,8/10/2015,189147937,8/16/2015,1933,255.28,159.42,493456.24,308158.86,185297.38
Baby Food,Offline,H,8/28/2016,887200772,10/3/2016,1279,255.28,159.42,326503.12,203898.18,122604.94
Cereal,Offline,C,9/4/2012,481077849,10/7/2012,481,205.70,117.11,98941.70,56329.91,42611.79
Meat,Offline,C,8/21/2010,240093171,8/30/2010,7760,421.89,364.69,3273866.40,2829994.40,443872.00
Vegetables,Offline,H,8/17/2015,308442723,9/27/2015,3911,154.06,90.93,602528.66,355627.23,246901.43
Snacks,Offline,H,8/4/2013,202141416,9/20/2013,6992,152.58,97.44,1066839.36,681300.48,385538.88
Beverages,Online,L,7/7/2010,413460862,7/16/2010,1112,47.45,31.79,52764.40,35350.48,17413.92
Fruits,Offline,H,9/8/2013,805857741,9/22/2013,68,9.33,6.92,634.44,470.56,163.88
Vegetables,Offline,C,6/27/2011,670779550,7/12/2011,7430,154.06,90.93,1144665.80,675609.90,469055.90
Household,Offline,M,5/21/2014,580755174,6/13/2014,7216,668.27,502.54,4822236.32,3626328.64,1195907.68
Fruits,Offline,C,4/4/2012,751727759,4/22/2012,1804,9.33,6.92,16831.32,12483.68,4347.64
Fruits,Online,H,4/24/2017,550949609,5/3/2017,7087,9.33,6.92,66121.71,49042.04,17079.67
Cereal,Offline,L,10/1/2014,829589927,11/14/2014,2949,205.70,117.11,606609.30,345357.39,261251.91
Household,Online,H,2/23/2012,469211757,3/12/2012,9041,668.27,502.54,6041829.07,4543464.14,1498364.93
Snacks,Online,C,12/28/2013,471128785,1/30/2014,6332,152.58,97.44,966136.56,616990.08,349146.48
Beverages,Online,M,7/5/2013,245589768,8/11/2013,4325,47.45,31.79,205221.25,137491.75,67729.50
Vegetables,Offline,H,4/13/2013,314812219,5/10/2013,8786,154.06,90.93,1353571.16,798910.98,554660.18
Personal Care,Online,C,6/26/2015,580952584,7/4/2015,5635,81.73,56.67,460548.55,319335.45,141213.10
Fruits,Offline,L,5/29/2012,748584640,6/7/2012,1685,9.33,6.92,15721.05,11660.20,4060.85
Fruits,Online,L,8/19/2016,192727506,9/7/2016,1207,9.33,6.92,11261.31,8352.44,2908.87
Snacks,Offline,H,5/16/2010,948095071,6/25/2010,1255,152.58,97.44,191487.90,122287.20,69200.70
Personal Care,Offline,H,8/25/2016,399397075,9/18/2016,9325,81.73,56.67,762132.25,528447.75,233684.50
Household,Offline,H,5/2/2016,836889398,5/24/2016,3025,668.27,502.54,2021516.75,1520183.50,501333.25
Personal Care,Online,H,6/18/2013,284513127,7/15/2013,2612,81.73,56.67,213478.76,148022.04,65456.72
Baby Food,Offline,C,4/26/2016,301777112,4/27/2016,1408,255.28,159.42,359434.24,224463.36,134970.88
Cosmetics,Online,M,3/1/2010,414983069,3/5/2010,1567,437.20,263.33,685092.40,412638.11,272454.29
Vegetables,Online,M,3/9/2014,710196435,4/20/2014,1762,154.06,90.93,271453.72,160218.66,111235.06
Cereal,Offline,M,2/22/2010,514125239,3/16/2010,9938,205.70,117.11,2044246.60,1163839.18,880407.42
Office Supplies,Online,M,7/25/2017,933085858,8/11/2017,9696,651.21,524.96,6314132.16,5090012.16,1224120.00
Clothes,Online,H,6/14/2010,904646718,8/2/2010,3922,109.28,35.84,428596.16,140564.48,288031.68
Snacks,Offline,M,8/10/2011,869541966,9/21/2011,5646,152.58,97.44,861466.68,550146.24,311320.44
Personal Care,Online,L,2/22/2015,895528924,3/17/2015,5764,81.73,56.67,471091.72,326645.88,144445.84
Meat,Online,C,12/19/2013,720342910,1/15/2014,4329,421.89,364.69,1826361.81,1578743.01,247618.80
Cereal,Offline,C,2/18/2012,746724689,3/16/2012,1284,205.70,117.11,264118.80,150369.24,113749.56
Household,Offline,C,8/4/2016,937891519,8/27/2016,1797,668.27,502.54,1200881.19,903064.38,297816.81
Personal Care,Online,C,2/26/2017,747852075,2/28/2017,4903,81.73,56.67,400722.19,277853.01,122869.18
Snacks,Online,L,10/2/2012,612379062,11/6/2012,5428,152.58,97.44,828204.24,528904.32,299299.92
Beverages,Offline,C,2/24/2014,602669036,3/1/2014,2015,47.45,31.79,95611.75,64056.85,31554.90
Household,Offline,L,8/27/2014,225873601,9/22/2014,9873,668.27,502.54,6597829.71,4961577.42,1636252.29
Meat,Offline,L,5/18/2017,872388970,7/6/2017,8138,421.89,364.69,3433340.82,2967847.22,465493.60
Vegetables,Offline,H,2/18/2015,626162183,3/3/2015,4159,154.06,90.93,640735.54,378177.87,262557.67
Meat,Offline,H,10/22/2012,533389508,11/24/2012,663,421.89,364.69,279713.07,241789.47,37923.60
Household,Offline,L,6/6/2016,496918332,7/6/2016,8032,668.27,502.54,5367544.64,4036401.28,1331143.36
Cereal,Offline,M,9/13/2012,100801551,9/21/2012,8274,205.70,117.11,1701961.80,968968.14,732993.66
Beverages,Online,H,8/16/2012,825812947,10/2/2012,5257,47.45,31.79,249444.65,167120.03,82324.62
Beverages,Offline,C,6/23/2012,435769546,7/3/2012,2747,47.45,31.79,130345.15,87327.13,43018.02
Beverages,Online,C,7/26/2017,889398467,8/1/2017,1626,47.45,31.79,77153.70,51690.54,25463.16
Household,Online,H,10/6/2013,584038627,11/9/2013,8863,668.27,502.54,5922877.01,4454012.02,1468864.99
Baby Food,Offline,M,8/29/2010,494071328,9/21/2010,5540,255.28,159.42,1414251.20,883186.80,531064.40
Beverages,Offline,H,1/19/2014,657884776,3/3/2014,1580,47.45,31.79,74971.00,50228.20,24742.80
Household,Offline,M,3/21/2017,256666219,4/3/2017,2093,668.27,502.54,1398689.11,1051816.22,346872.89
Clothes,Online,L,12/31/2011,694413030,1/27/2012,1102,109.28,35.84,120426.56,39495.68,80930.88
Baby Food,Offline,C,6/25/2017,710788667,8/10/2017,7017,255.28,159.42,1791299.76,1118650.14,672649.62
Office Supplies,Offline,L,1/22/2017,584630858,3/1/2017,4118,651.21,524.96,2681682.78,2161785.28,519897.50
Clothes,Offline,L,1/23/2016,882338035,3/12/2016,2287,109.28,35.84,249923.36,81966.08,167957.28
Cereal,Offline,L,10/9/2015,257991015,11/2/2015,4129,205.70,117.11,849335.30,483547.19,365788.11
Personal Care,Online,M,8/22/2012,460925233,9/8/2012,6874,81.73,56.67,561812.02,389549.58,172262.44
Fruits,Online,L,12/31/2014,989668023,12/31/2014,3616,9.33,6.92,33737.28,25022.72,8714.56
Clothes,Online,H,3/24/2015,392575681,4/29/2015,723,109.28,35.84,79009.44,25912.32,53097.12
Vegetables,Online,L,10/2/2014,654840362,10/3/2014,670,154.06,90.93,103220.20,60923.10,42297.10
Fruits,Online,C,10/25/2011,284217011,11/19/2011,4984,9.33,6.92,46500.72,34489.28,12011.44
Beverages,Offline,M,4/21/2015,567564284,6/9/2015,3739,47.45,31.79,177415.55,118862.81,58552.74
Office Supplies,Online,L,3/14/2011,950053727,4/23/2011,865,651.21,524.96,563296.65,454090.40,109206.25
Baby Food,Online,M,7/2/2016,953041064,8/20/2016,4884,255.28,159.42,1246787.52,778607.28,468180.24
Cosmetics,Online,L,7/15/2013,281130969,9/2/2013,1756,437.20,263.33,767723.20,462407.48,305315.72
Beverages,Offline,L,12/20/2012,733294761,1/21/2013,7070,47.45,31.79,335471.50,224755.30,110716.20
Meat,Online,H,12/17/2015,584433448,12/20/2015,5699,421.89,364.69,2404351.11,2078368.31,325982.80
Household,Offline,L,1/1/2010,917697274,1/22/2010,5872,668.27,502.54,3924081.44,2950914.88,973166.56
Fruits,Offline,H,7/14/2010,532755649,8/27/2010,3090,9.33,6.92,28829.70,21382.80,7446.90
Personal Care,Offline,C,4/24/2012,541676032,5/29/2012,2830,81.73,56.67,231295.90,160376.10,70919.80
Vegetables,Offline,C,10/27/2012,474313533,11/23/2012,8770,154.06,90.93,1351106.20,797456.10,553650.10
Fruits,Offline,H,12/29/2016,175816714,1/26/2017,6928,9.33,6.92,64638.24,47941.76,16696.48
Office Supplies,Online,C,11/19/2014,969276368,12/3/2014,9272,651.21,524.96,6038019.12,4867429.12,1170590.00
Snacks,Online,L,8/30/2015,328595340,9/5/2015,7518,152.58,97.44,1147096.44,732553.92,414542.52
Household,Online,M,4/1/2015,690241229,4/11/2015,6573,668.27,502.54,4392538.71,3303195.42,1089343.29
Clothes,Offline,M,12/10/2011,420282256,1/26/2012,9714,109.28,35.84,1061545.92,348149.76,713396.16
Office Supplies,Online,L,5/16/2015,429498755,6/25/2015,7081,651.21,524.96,4611218.01,3717241.76,893976.25
Meat,Online,L,6/11/2015,382429206,6/12/2015,8155,421.89,364.69,3440512.95,2974046.95,466466.00
Baby Food,Offline,L,12/18/2015,540746057,1/30/2016,7630,255.28,159.42,1947786.40,1216374.60,731411.80
Household,Online,M,3/11/2014,385374915,4/5/2014,9856,668.27,502.54,6586469.12,4953034.24,1633434.88
Household,Offline,H,10/22/2016,530937325,12/7/2016,5008,668.27,502.54,3346696.16,2516720.32,829975.84
Fruits,Online,L,10/18/2012,264022767,11/10/2012,9059,9.33,6.92,84520.47,62688.28,21832.19
Personal Care,Online,C,9/10/2010,204791009,9/28/2010,1065,81.73,56.67,87042.45,60353.55,26688.90
Personal Care,Online,M,12/13/2015,730884206,1/12/2016,3733,81.73,56.67,305098.09,211549.11,93548.98
Fruits,Online,L,11/7/2012,316095387,11/9/2012,8504,9.33,6.92,79342.32,58847.68,20494.64
Cosmetics,Online,L,3/24/2015,436263072,5/10/2015,8793,437.20,263.33,3844299.60,2315460.69,1528838.91
Cereal,Online,M,4/27/2010,721272885,5/15/2010,9530,205.70,117.11,1960321.00,1116058.30,844262.70
Beverages,Offline,H,7/4/2013,923531615,8/9/2013,2383,47.45,31.79,113073.35,75755.57,37317.78
Cosmetics,Online,H,6/22/2013,684942042,7/10/2013,8426,437.20,263.33,3683847.20,2218818.58,1465028.62
Office Supplies,Online,H,3/16/2016,919261109,3/18/2016,8645,651.21,524.96,5629710.45,4538279.20,1091431.25
Vegetables,Offline,L,8/14/2010,339235341,9/11/2010,6131,154.06,90.93,944541.86,557491.83,387050.03
Cereal,Offline,M,9/12/2016,185724151,10/25/2016,8758,205.70,117.11,1801520.60,1025649.38,775871.22
Cereal,Offline,L,12/7/2012,582079970,1/10/2013,9253,205.70,117.11,1903342.10,1083618.83,819723.27
Vegetables,Offline,L,3/7/2012,401989591,3/20/2012,6508,154.06,90.93,1002622.48,591772.44,410850.04
Cereal,Online,L,2/1/2016,633123910,2/5/2016,4289,205.70,117.11,882247.30,502284.79,379962.51
Fruits,Offline,L,9/5/2013,361741435,9/18/2013,6184,9.33,6.92,57696.72,42793.28,14903.44
Baby Food,Online,M,1/8/2010,421747386,1/18/2010,3279,255.28,159.42,837063.12,522738.18,314324.94
Vegetables,Online,L,9/19/2014,591000354,10/14/2014,8993,154.06,90.93,1385461.58,817733.49,567728.09
Snacks,Online,H,9/29/2012,168262755,11/1/2012,1543,152.58,97.44,235430.94,150349.92,85081.02
Meat,Offline,C,1/25/2012,294223153,1/31/2012,6024,421.89,364.69,2541465.36,2196892.56,344572.80
Fruits,Online,C,11/25/2016,737845933,12/16/2016,3863,9.33,6.92,36041.79,26731.96,9309.83
Vegetables,Offline,H,7/28/2015,256370103,8/8/2015,4465,154.06,90.93,687877.90,406002.45,281875.45
Snacks,Offline,M,8/28/2015,106537187,9/2/2015,5576,152.58,97.44,850786.08,543325.44,307460.64
Cosmetics,Offline,C,10/24/2010,931423318,11/11/2010,7713,437.20,263.33,3372123.60,2031064.29,1341059.31
Personal Care,Online,M,1/1/2016,782956826,1/10/2016,3179,81.73,56.67,259819.67,180153.93,79665.74
Clothes,Online,H,10/29/2010,653910386,11/8/2010,5469,109.28,35.84,597652.32,196008.96,401643.36
Vegetables,Online,C,4/4/2012,664352977,5/21/2012,5664,154.06,90.93,872595.84,515027.52,357568.32
Cosmetics,Online,H,11/7/2015,742412555,11/14/2015,5228,437.20,263.33,2285681.60,1376689.24,908992.36
Snacks,Online,M,6/6/2015,747316920,7/7/2015,6539,152.58,97.44,997720.62,637160.16,360560.46
Fruits,Online,C,11/26/2010,959961163,11/29/2010,2696,9.33,6.92,25153.68,18656.32,6497.36
Snacks,Offline,L,1/25/2017,172434556,3/16/2017,6072,152.58,97.44,926465.76,591655.68,334810.08
Office Supplies,Online,L,2/22/2016,423072183,3/14/2016,5315,651.21,524.96,3461181.15,2790162.40,671018.75
Fruits,Online,L,4/28/2012,569974839,6/17/2012,7076,9.33,6.92,66019.08,48965.92,17053.16
Baby Food,Online,L,3/5/2017,189205014,4/12/2017,8823,255.28,159.42,2252335.44,1406562.66,845772.78
Vegetables,Offline,C,4/10/2012,739960372,4/30/2012,9572,154.06,90.93,1474662.32,870381.96,604280.36
Cosmetics,Online,L,6/25/2013,229058349,7/14/2013,2310,437.20,263.33,1009932.00,608292.30,401639.70
Office Supplies,Offline,H,12/4/2015,607968223,1/21/2016,162,651.21,524.96,105496.02,85043.52,20452.50
Personal Care,Online,C,2/8/2012,270688378,2/20/2012,1561,81.73,56.67,127580.53,88461.87,39118.66
Snacks,Online,L,7/21/2014,871656405,9/1/2014,1355,152.58,97.44,206745.90,132031.20,74714.70
Cosmetics,Offline,M,5/17/2014,180326259,6/18/2014,1402,437.20,263.33,612954.40,369188.66,243765.74
Baby Food,Online,M,2/19/2017,803306853,3/1/2017,5204,255.28,159.42,1328477.12,829621.68,498855.44
Cosmetics,Online,L,11/10/2016,539322555,11/25/2016,6384,437.20,263.33,2791084.80,1681098.72,1109986.08
Fruits,Online,H,1/9/2015,609391725,2/4/2015,1408,9.33,6.92,13136.64,9743.36,3393.28
Fruits,Online,C,7/1/2016,271478021,7/1/2016,5234,9.33,6.92,48833.22,36219.28,12613.94
Cosmetics,Offline,L,3/7/2013,829532849,3/19/2013,6059,437.20,263.33,2648994.80,1595516.47,1053478.33
