Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Meat,Offline,C,10/5/2011,753874385,11/21/2011,7038,421.89,364.69,2969261.82,2566688.22,402573.60
Personal Care,Online,M,10/9/2011,210615909,11/5/2011,4783,81.73,56.67,390914.59,271052.61,119861.98
Personal Care,Offline,H,1/20/2014,830115640,1/29/2014,8520,81.73,56.67,696339.60,482828.40,213511.20
Baby Food,Online,L,7/12/2017,622038018,8/4/2017,3728,255.28,159.42,951683.84,594317.76,357366.08
Office Supplies,Online,M,5/1/2012,107951247,5/29/2012,4028,651.21,524.96,2623073.88,2114538.88,508535.00
Personal Care,Offline,H,1/7/2013,513481938,2/3/2013,9571,81.73,56.67,782237.83,542388.57,239849.26
Personal Care,Online,C,11/7/2011,782412230,12/9/2011,2021,81.73,56.67,165176.33,114530.07,50646.26
Personal Care,Offline,L,9/16/2016,976820886,9/19/2016,1862,81.73,56.67,152181.26,105519.54,46661.72
Household,Online,L,11/26/2011,525051915,1/5/2012,3384,668.27,502.54,2261425.68,1700595.36,560830.32
Beverages,Online,L,6/8/2013,286519420,6/10/2013,6318,47.45,31.79,299789.10,200849.22,98939.88
Cosmetics,Online,C,10/10/2015,473909270,10/11/2015,9139,437.20,263.33,3995570.80,2406572.87,1588997.93
Snacks,Online,C,10/8/2012,681846559,11/13/2012,2404,152.58,97.44,366802.32,234245.76,132556.56
Meat,Online,L,7/1/2013,739020955,7/24/2013,1578,421.89,364.69,665742.42,575480.82,90261.60
Cereal,Offline,H,11/27/2013,199004304,12/26/2013,8651,205.70,117.11,1779510.70,1013118.61,766392.09
Vegetables,Online,H,4/30/2013,226061570,5/4/2013,5497,154.06,90.93,846867.82,499842.21,347025.61
Cereal,Offline,M,5/12/2011,156444299,6/26/2011,4199,205.70,117.11,863734.30,491744.89,371989.41
Vegetables,Offline,C,12/29/2013,730734431,1/19/2014,9412,154.06,90.93,1450012.72,855833.16,594179.56
Fruits,Online,M,6/4/2014,904200828,7/12/2014,1973,9.33,6.92,18408.09,13653.16,4754.93
Office Supplies,Offline,M,7/17/2012,378938901,9/5/2012,5297,651.21,524.96,3449459.37,2780713.12,668746.25
Fruits,Offline,L,7/9/2010,169874227,8/18/2010,8413,9.33,6.92,78493.29,58217.96,20275.33
Meat,Offline,M,8/23/2010,765444362,9/1/2010,851,421.89,364.69,359028.39,310351.19,48677.20
Cereal,Online,M,1/22/2011,756918799,2/28/2011,7948,205.70,117.11,1634903.60,930790.28,704113.32
Cosmetics,Offline,C,5/22/2016,335942447,6/1/2016,1690,437.20,263.33,738868.00,445027.70,293840.30
Clothes,Online,H,2/13/2011,899987399,3/21/2011,5126,109.28,35.84,560169.28,183715.84,376453.44
Beverages,Offline,C,8/12/2016,769912278,9/9/2016,3007,47.45,31.79,142682.15,95592.53,47089.62
Cosmetics,Online,M,5/25/2011,132909524,5/25/2011,9737,437.20,263.33,4257016.40,2564044.21,1692972.19
Meat,Online,M,3/13/2013,130062520,4/26/2013,7245,421.89,364.69,3056593.05,2642179.05,414414.00
Cosmetics,Online,C,9/8/2016,635467946,9/26/2016,7942,437.20,263.33,3472242.40,2091366.86,1380875.54
Personal Care,Online,H,2/20/2012,415763270,3/28/2012,2446,81.73,56.67,199911.58,138614.82,61296.76
Meat,Offline,H,11/29/2016,803692233,12/23/2016,9246,421.89,364.69,3900794.94,3371923.74,528871.20
Meat,Offline,C,1/10/2016,483915412,2/12/2016,179,421.89,364.69,75518.31,65279.51,10238.80
Personal Care,Online,H,5/14/2017,422132766,6/7/2017,7321,81.73,56.67,598345.33,414881.07,183464.26
Cereal,Offline,H,8/21/2011,245679032,10/9/2011,740,205.70,117.11,152218.00,86661.40,65556.60
Cereal,Online,L,6/23/2017,482590615,7/15/2017,8142,205.70,117.11,1674809.40,953509.62,721299.78
Cosmetics,Online,C,7/13/2012,109572160,8/23/2012,3692,437.20,263.33,1614142.40,972214.36,641928.04
Household,Online,C,10/7/2012,856596124,11/3/2012,4683,668.27,502.54,3129508.41,2353394.82,776113.59
Beverages,Offline,C,7/21/2010,780593907,8/25/2010,3939,47.45,31.79,186905.55,125220.81,61684.74
Fruits,Offline,C,7/6/2012,933964765,7/22/2012,9783,9.33,6.92,91275.39,67698.36,23577.03
Cosmetics,Offline,H,4/13/2010,453912436,5/17/2010,1632,437.20,263.33,713510.40,429754.56,283755.84
Clothes,Online,L,9/23/2012,483323180,10/22/2012,4924,109.28,35.84,538094.72,176476.16,361618.56
Personal Care,Offline,M,8/26/2012,308334577,9/12/2012,1908,81.73,56.67,155940.84,108126.36,47814.48
Snacks,Online,L,6/19/2011,720094430,6/19/2011,799,152.58,97.44,121911.42,77854.56,44056.86
Clothes,Online,C,2/12/2015,984909999,3/4/2015,5610,109.28,35.84,613060.80,201062.40,411998.40
Vegetables,Offline,H,2/10/2015,719164454,2/19/2015,5598,154.06,90.93,862427.88,509026.14,353401.74
Office Supplies,Online,H,6/6/2010,359773337,6/13/2010,3780,651.21,524.96,2461573.80,1984348.80,477225.00
Office Supplies,Online,M,7/7/2014,845363891,7/9/2014,816,651.21,524.96,531387.36,428367.36,103020.00
Fruits,Offline,H,7/2/2016,574771058,8/21/2016,6384,9.33,6.92,59562.72,44177.28,15385.44
Meat,Offline,L,10/17/2016,255430686,10/30/2016,6471,421.89,364.69,2730050.19,2359908.99,370141.20
Personal Care,Offline,H,3/8/2010,837570893,4/15/2010,4695,81.73,56.67,383722.35,266065.65,117656.70
Fruits,Online,H,4/13/2014,451460254,5/31/2014,5976,9.33,6.92,55756.08,41353.92,14402.16
Vegetables,Online,L,5/1/2015,534268414,6/3/2015,751,154.06,90.93,115699.06,68288.43,47410.63
Cereal,Online,M,6/11/2015,419976699,7/20/2015,9293,205.70,117.11,1911570.10,1088303.23,823266.87
Beverages,Online,M,6/1/2017,383209407,7/5/2017,9034,47.45,31.79,428663.30,287190.86,141472.44
Personal Care,Online,M,3/23/2010,223469054,4/6/2010,8314,81.73,56.67,679503.22,471154.38,208348.84
Household,Offline,C,7/9/2015,638652694,7/20/2015,379,668.27,502.54,253274.33,190462.66,62811.67
Household,Online,M,5/31/2014,503771913,7/18/2014,6159,668.27,502.54,4115874.93,3095143.86,1020731.07
Fruits,Online,L,1/7/2012,129626071,2/16/2012,8090,9.33,6.92,75479.70,55982.80,19496.90
Cosmetics,Offline,L,7/25/2013,204147708,8/17/2013,698,437.20,263.33,305165.60,183804.34,121361.26
Office Supplies,Offline,L,7/22/2014,231262052,8/21/2014,4435,651.21,524.96,2888116.35,2328197.60,559918.75
Cosmetics,Offline,L,1/21/2014,786428248,3/12/2014,450,437.20,263.33,196740.00,118498.50,78241.50
Cosmetics,Offline,H,10/4/2010,960585582,11/10/2010,7475,437.20,263.33,3268070.00,1968391.75,1299678.25
Cosmetics,Online,M,4/25/2017,941617429,5/24/2017,4377,437.20,263.33,1913624.40,1152595.41,761028.99
Personal Care,Offline,L,2/17/2016,278627717,3/8/2016,988,81.73,56.67,80749.24,55989.96,24759.28
Vegetables,Offline,C,8/21/2015,155852067,10/1/2015,8945,154.06,90.93,1378066.70,813368.85,564697.85
Clothes,Online,M,9/2/2015,263379466,9/30/2015,8692,109.28,35.84,949861.76,311521.28,638340.48
Vegetables,Online,C,4/12/2010,957104718,5/24/2010,7410,154.06,90.93,1141584.60,673791.30,467793.30
Baby Food,Offline,L,3/28/2010,933330905,4/24/2010,2210,255.28,159.42,564168.80,352318.20,211850.60
Snacks,Online,C,9/25/2011,365212857,9/27/2011,3455,152.58,97.44,527163.90,336655.20,190508.70
Personal Care,Online,C,1/12/2013,279656398,2/10/2013,5398,81.73,56.67,441178.54,305904.66,135273.88
Clothes,Offline,L,8/17/2013,656649243,9/29/2013,5958,109.28,35.84,651090.24,213534.72,437555.52
Office Supplies,Online,C,4/22/2011,235433852,6/8/2011,8964,651.21,524.96,5837446.44,4705741.44,1131705.00
Personal Care,Offline,H,2/14/2016,734511411,3/4/2016,7104,81.73,56.67,580609.92,402583.68,178026.24
Fruits,Offline,C,8/1/2015,191154229,9/2/2015,5639,9.33,6.92,52611.87,39021.88,13589.99
Cereal,Online,L,7/16/2016,332799327,7/18/2016,1571,205.70,117.11,323154.70,183979.81,139174.89
Beverages,Offline,C,11/28/2014,626547563,12/25/2014,8202,47.45,31.79,389184.90,260741.58,128443.32
Beverages,Offline,L,10/23/2014,966518628,11/11/2014,3195,47.45,31.79,151602.75,101569.05,50033.70
Vegetables,Online,C,8/9/2013,315296304,8/17/2013,2038,154.06,90.93,313974.28,185315.34,128658.94
Fruits,Online,C,7/10/2014,564229762,8/25/2014,6980,9.33,6.92,65123.40,48301.60,16821.80
Meat,Offline,L,9/14/2014,533930671,10/29/2014,805,421.89,364.69,339621.45,293575.45,46046.00
Cereal,Offline,L,10/16/2013,550742757,11/3/2013,5875,205.70,117.11,1208487.50,688021.25,520466.25
Vegetables,Offline,L,4/7/2016,684059703,4/9/2016,7322,154.06,90.93,1128027.32,665789.46,462237.86
Baby Food,Online,L,12/1/2014,983289086,12/8/2014,5946,255.28,159.42,1517894.88,947911.32,569983.56
Beverages,Online,C,5/26/2011,814472568,7/13/2011,9387,47.45,31.79,445413.15,298412.73,147000.42
Snacks,Offline,L,7/5/2014,666993129,7/17/2014,6944,152.58,97.44,1059515.52,676623.36,382892.16
Office Supplies,Online,C,8/20/2010,408702838,9/18/2010,3107,651.21,524.96,2023309.47,1631050.72,392258.75
Office Supplies,Offline,L,8/21/2016,123890435,10/2/2016,788,651.21,524.96,513153.48,413668.48,99485.00
Cosmetics,Online,C,9/2/2012,252879798,9/11/2012,1607,437.20,263.33,702580.40,423171.31,279409.09
Household,Offline,C,7/17/2013,850169551,7/25/2013,2918,668.27,502.54,1950011.86,1466411.72,483600.14
Fruits,Online,C,5/22/2016,248567664,7/1/2016,5550,9.33,6.92,51781.50,38406.00,13375.50
Vegetables,Offline,M,3/10/2011,674547088,3/17/2011,2328,154.06,90.93,358651.68,211685.04,146966.64
Clothes,Offline,H,2/28/2013,506717622,3/20/2013,7860,109.28,35.84,858940.80,281702.40,577238.40
Beverages,Online,H,5/30/2013,666795718,6/27/2013,8526,47.45,31.79,404558.70,271041.54,133517.16
Snacks,Online,C,4/19/2017,734947860,5/13/2017,6259,152.58,97.44,954998.22,609876.96,345121.26
Clothes,Offline,H,9/26/2012,927439486,10/27/2012,8809,109.28,35.84,962647.52,315714.56,646932.96
Cereal,Offline,C,10/15/2010,889742219,11/18/2010,3349,205.70,117.11,688889.30,392201.39,296687.91
Beverages,Offline,H,10/27/2010,425712335,12/3/2010,6595,47.45,31.79,312932.75,209655.05,103277.70
Fruits,Offline,M,11/1/2010,322948968,11/21/2010,6631,9.33,6.92,61867.23,45886.52,15980.71
Meat,Online,H,11/2/2011,116237771,12/2/2011,6194,421.89,364.69,2613186.66,2258889.86,354296.80
Meat,Online,L,10/23/2010,243720376,12/11/2010,1130,421.89,364.69,476735.70,412099.70,64636.00
Beverages,Offline,H,5/12/2014,892194402,6/2/2014,9005,47.45,31.79,427287.25,286268.95,141018.30
Meat,Offline,H,10/14/2016,711314380,10/26/2016,2587,421.89,364.69,1091429.43,943453.03,147976.40
Meat,Online,L,7/26/2016,896210420,9/3/2016,7434,421.89,364.69,3136330.26,2711105.46,425224.80
Vegetables,Offline,C,2/5/2017,951763904,2/18/2017,6944,154.06,90.93,1069792.64,631417.92,438374.72
Snacks,Online,C,7/28/2010,856201303,8/5/2010,7847,152.58,97.44,1197295.26,764611.68,432683.58
Baby Food,Online,L,7/22/2012,101425969,9/2/2012,3053,255.28,159.42,779369.84,486709.26,292660.58
Household,Offline,H,5/30/2014,281713759,7/16/2014,4217,668.27,502.54,2818094.59,2119211.18,698883.41
Clothes,Online,L,1/14/2010,975397384,2/8/2010,616,109.28,35.84,67316.48,22077.44,45239.04
Baby Food,Online,C,7/5/2015,325598561,8/16/2015,705,255.28,159.42,179972.40,112391.10,67581.30
Clothes,Offline,M,12/23/2013,786189210,1/21/2014,9713,109.28,35.84,1061436.64,348113.92,713322.72
Clothes,Online,C,12/10/2011,723575294,1/25/2012,864,109.28,35.84,94417.92,30965.76,63452.16
Office Supplies,Offline,H,6/7/2015,106922566,6/26/2015,9618,651.21,524.96,6263337.78,5049065.28,1214272.50
Cereal,Offline,C,4/2/2017,445428502,5/20/2017,1047,205.70,117.11,215367.90,122614.17,92753.73
Vegetables,Offline,C,6/5/2016,225032889,7/21/2016,1088,154.06,90.93,167617.28,98931.84,68685.44
Vegetables,Offline,C,12/8/2015,542752349,12/27/2015,1336,154.06,90.93,205824.16,121482.48,84341.68
Household,Online,C,1/8/2015,734314000,2/11/2015,8686,668.27,502.54,5804593.22,4365062.44,1439530.78
Household,Online,C,12/6/2013,365607678,12/28/2013,292,668.27,502.54,195134.84,146741.68,48393.16
Cereal,Offline,M,3/27/2011,964066445,4/29/2011,7540,205.70,117.11,1550978.00,883009.40,667968.60
Fruits,Offline,H,8/8/2011,994464242,8/8/2011,2923,9.33,6.92,27271.59,20227.16,7044.43
Cosmetics,Offline,C,6/11/2017,640808761,7/28/2017,8407,437.20,263.33,3675540.40,2213815.31,1461725.09
Cereal,Offline,C,6/17/2012,969266927,6/25/2012,6478,205.70,117.11,1332524.60,758638.58,573886.02
Fruits,Online,L,2/14/2016,603449237,3/23/2016,2894,9.33,6.92,27001.02,20026.48,6974.54
Personal Care,Online,M,3/10/2010,159629046,4/17/2010,6637,81.73,56.67,542442.01,376118.79,166323.22
