Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Cosmetics,Offline,M,8/31/2016,140421855,9/9/2016,2802,437.20,263.33,1225034.40,737850.66,487183.74
Cosmetics,Online,M,10/1/2015,878863179,11/13/2015,4000,437.20,263.33,1748800.00,1053320.00,695480.00
Beverages,Online,L,2/26/2016,929413592,3/24/2016,2990,47.45,31.79,141875.50,95052.10,46823.40
Clothes,Online,L,5/25/2012,957260501,7/5/2012,3510,109.28,35.84,383572.80,125798.40,257774.40
Fruits,Online,L,4/15/2013,642782866,5/28/2013,2589,9.33,6.92,24155.37,17915.88,6239.49
Personal Care,Online,L,5/19/2013,496571147,6/24/2013,5292,81.73,56.67,432515.16,299897.64,132617.52
Office Supplies,Offline,C,12/23/2016,709314095,1/18/2017,658,651.21,524.96,428496.18,345423.68,83072.50
Clothes,Offline,M,11/26/2011,152921807,12/9/2011,1816,109.28,35.84,198452.48,65085.44,133367.04
Baby Food,Online,M,8/22/2014,609299027,10/10/2014,3977,255.28,159.42,1015248.56,634013.34,381235.22
Cosmetics,Online,C,1/8/2011,998890531,2/11/2011,2760,437.20,263.33,1206672.00,726790.80,479881.20
Fruits,Offline,M,6/3/2017,958387887,6/20/2017,7128,9.33,6.92,66504.24,49325.76,17178.48
Meat,Online,M,9/1/2015,525503814,10/12/2015,7111,421.89,364.69,3000059.79,2593310.59,406749.20
Meat,Offline,L,1/10/2016,199160087,2/7/2016,4750,421.89,364.69,2003977.50,1732277.50,271700.00
Cosmetics,Online,C,8/6/2014,913967931,9/25/2014,2276,437.20,263.33,995067.20,599339.08,395728.12
Meat,Online,C,10/12/2014,796294057,11/9/2014,9962,421.89,364.69,4202868.18,3633041.78,569826.40
Household,Online,H,7/24/2011,554872930,9/12/2011,8085,668.27,502.54,5402962.95,4063035.90,1339927.05
Beverages,Offline,C,3/5/2016,239704358,4/5/2016,2701,47.45,31.79,128162.45,85864.79,42297.66
Vegetables,Online,H,6/14/2012,965645730,6/23/2012,4885,154.06,90.93,752583.10,444193.05,308390.05
Meat,Online,M,10/21/2014,416017758,10/24/2014,7754,421.89,364.69,3271335.06,2827806.26,443528.80
Office Supplies,Online,L,4/29/2013,531873309,5/27/2013,1986,651.21,524.96,1293303.06,1042570.56,250732.50
Baby Food,Online,H,10/23/2014,594388520,12/6/2014,1627,255.28,159.42,415340.56,259376.34,155964.22
Snacks,Online,C,11/3/2011,469358098,11/14/2011,2346,152.58,97.44,357952.68,228594.24,129358.44
Beverages,Online,C,7/12/2016,678677260,8/19/2016,4538,47.45,31.79,215328.10,144263.02,71065.08
Vegetables,Online,L,6/2/2014,310012567,6/13/2014,8462,154.06,90.93,1303655.72,769449.66,534206.06
Fruits,Offline,M,5/18/2010,704508435,6/7/2010,8557,9.33,6.92,79836.81,59214.44,20622.37
Cereal,Offline,H,11/18/2014,634693753,12/14/2014,8841,205.70,117.11,1818593.70,1035369.51,783224.19
Beverages,Online,M,9/9/2014,811443603,9/12/2014,3049,47.45,31.79,144675.05,96927.71,47747.34
Beverages,Offline,H,1/9/2017,583015954,1/24/2017,6232,47.45,31.79,295708.40,198115.28,97593.12
Cosmetics,Online,H,5/18/2012,112715280,7/6/2012,3811,437.20,263.33,1666169.20,1003550.63,662618.57
Baby Food,Online,C,9/16/2013,681565892,10/16/2013,9348,255.28,159.42,2386357.44,1490258.16,896099.28
Cereal,Offline,H,9/16/2011,373359048,9/17/2011,4094,205.70,117.11,842135.80,479448.34,362687.46
Office Supplies,Online,L,10/18/2012,873127543,12/3/2012,6698,651.21,524.96,4361804.58,3516182.08,845622.50
Personal Care,Online,L,2/25/2017,544331634,4/12/2017,8681,81.73,56.67,709498.13,491952.27,217545.86
Meat,Offline,C,9/11/2015,957852733,10/26/2015,8764,421.89,364.69,3697443.96,3196143.16,501300.80
Snacks,Online,L,5/19/2016,376008641,6/11/2016,8168,152.58,97.44,1246273.44,795889.92,450383.52
Snacks,Online,M,2/24/2017,147523915,2/27/2017,4460,152.58,97.44,680506.80,434582.40,245924.40
Clothes,Online,M,9/4/2011,793701541,10/13/2011,2779,109.28,35.84,303689.12,99599.36,204089.76
Beverages,Online,M,10/18/2014,915588843,10/30/2014,1940,47.45,31.79,92053.00,61672.60,30380.40
Baby Food,Online,L,2/15/2017,155670106,2/17/2017,5099,255.28,159.42,1301672.72,812882.58,488790.14
Office Supplies,Offline,H,9/6/2016,631846749,9/26/2016,6349,651.21,524.96,4134532.29,3332971.04,801561.25
Cereal,Online,L,9/7/2012,131106650,10/27/2012,6226,205.70,117.11,1280688.20,729126.86,551561.34
Personal Care,Offline,C,7/23/2016,979964005,8/3/2016,1981,81.73,56.67,161907.13,112263.27,49643.86
Cereal,Offline,M,4/1/2014,784427964,4/14/2014,8521,205.70,117.11,1752769.70,997894.31,754875.39
Cereal,Offline,C,6/17/2011,716473233,6/18/2011,9206,205.70,117.11,1893674.20,1078114.66,815559.54
Office Supplies,Offline,M,9/18/2014,387479913,10/6/2014,2772,651.21,524.96,1805154.12,1455189.12,349965.00
Cosmetics,Online,L,11/30/2012,302952134,12/3/2012,9124,437.20,263.33,3989012.80,2402622.92,1586389.88
Fruits,Online,H,3/22/2012,793800246,3/27/2012,1988,9.33,6.92,18548.04,13756.96,4791.08
Personal Care,Offline,L,9/30/2015,700492417,10/2/2015,128,81.73,56.67,10461.44,7253.76,3207.68
Household,Offline,C,7/23/2011,332814776,9/10/2011,6143,668.27,502.54,4105182.61,3087103.22,1018079.39
Office Supplies,Offline,H,8/31/2015,303445661,10/10/2015,5169,651.21,524.96,3366104.49,2713518.24,652586.25
Snacks,Online,C,12/10/2013,437593877,1/27/2014,2607,152.58,97.44,397776.06,254026.08,143749.98
Beverages,Offline,L,3/4/2011,270496976,3/22/2011,4921,47.45,31.79,233501.45,156438.59,77062.86
Household,Online,C,5/31/2014,219016587,7/12/2014,730,668.27,502.54,487837.10,366854.20,120982.90
Meat,Online,L,2/22/2015,101441419,4/1/2015,7625,421.89,364.69,3216911.25,2780761.25,436150.00
Household,Online,M,7/15/2013,343356072,7/17/2013,5547,668.27,502.54,3706893.69,2787589.38,919304.31
Vegetables,Offline,H,2/12/2012,602280223,3/9/2012,6957,154.06,90.93,1071795.42,632600.01,439195.41
Vegetables,Online,M,6/3/2016,618219411,7/13/2016,3717,154.06,90.93,572641.02,337986.81,234654.21
Baby Food,Offline,H,11/7/2016,288493525,12/27/2016,500,255.28,159.42,127640.00,79710.00,47930.00
Cosmetics,Online,M,10/14/2015,942703187,11/2/2015,5677,437.20,263.33,2481984.40,1494924.41,987059.99
Cosmetics,Offline,L,10/16/2015,264761340,11/5/2015,7619,437.20,263.33,3331026.80,2006311.27,1324715.53
Baby Food,Offline,M,4/9/2015,522261989,4/24/2015,7783,255.28,159.42,1986844.24,1240765.86,746078.38
Clothes,Offline,H,6/4/2016,883964955,6/4/2016,3729,109.28,35.84,407505.12,133647.36,273857.76
Meat,Online,H,9/6/2015,291678273,10/19/2015,2938,421.89,364.69,1239512.82,1071459.22,168053.60
Cereal,Online,C,10/17/2011,179838740,11/22/2011,7135,205.70,117.11,1467669.50,835579.85,632089.65
Personal Care,Online,H,5/15/2012,612286365,5/22/2012,7996,81.73,56.67,653513.08,453133.32,200379.76
Beverages,Online,M,4/2/2014,281235682,4/8/2014,2743,47.45,31.79,130155.35,87199.97,42955.38
Household,Offline,L,1/30/2017,416651618,3/14/2017,5328,668.27,502.54,3560542.56,2677533.12,883009.44
Household,Online,H,1/8/2013,450784766,1/30/2013,6085,668.27,502.54,4066422.95,3057955.90,1008467.05
Fruits,Online,L,4/22/2014,971183955,5/15/2014,3769,9.33,6.92,35164.77,26081.48,9083.29
Snacks,Online,C,1/12/2015,806300199,1/21/2015,1001,152.58,97.44,152732.58,97537.44,55195.14
Office Supplies,Offline,C,4/9/2015,565949380,5/5/2015,5853,651.21,524.96,3811532.13,3072590.88,738941.25
Personal Care,Online,M,8/21/2012,257404792,8/31/2012,653,81.73,56.67,53369.69,37005.51,16364.18
Personal Care,Online,C,3/18/2013,511481654,4/28/2013,7643,81.73,56.67,624662.39,433128.81,191533.58
Meat,Offline,L,5/12/2013,508338534,6/14/2013,7524,421.89,364.69,3174300.36,2743927.56,430372.80
Office Supplies,Offline,M,9/20/2011,270595681,10/25/2011,4130,651.21,524.96,2689497.30,2168084.80,521412.50
Cereal,Offline,H,5/3/2014,900340592,5/22/2014,9644,205.70,117.11,1983770.80,1129408.84,854361.96
Snacks,Online,M,6/11/2014,563990724,7/6/2014,6243,152.58,97.44,952556.94,608317.92,344239.02
Personal Care,Online,H,4/19/2011,319187438,5/8/2011,3511,81.73,56.67,286954.03,198968.37,87985.66
Vegetables,Offline,M,3/3/2014,740501534,4/5/2014,9714,154.06,90.93,1496538.84,883294.02,613244.82
Beverages,Online,H,9/5/2013,927158820,9/30/2013,5753,47.45,31.79,272979.85,182887.87,90091.98
Office Supplies,Online,L,6/22/2010,867729651,7/27/2010,9342,651.21,524.96,6083603.82,4904176.32,1179427.50
Household,Online,M,4/27/2011,442103421,4/28/2011,7082,668.27,502.54,4732688.14,3558988.28,1173699.86
Office Supplies,Online,C,9/30/2016,450093829,10/1/2016,1621,651.21,524.96,1055611.41,850960.16,204651.25
Baby Food,Offline,H,10/1/2013,967464053,10/8/2013,2967,255.28,159.42,757415.76,472999.14,284416.62
Fruits,Online,C,11/8/2013,674801576,12/1/2013,7637,9.33,6.92,71253.21,52848.04,18405.17
Office Supplies,Offline,H,3/14/2010,100553071,4/15/2010,4743,651.21,524.96,3088689.03,2489885.28,598803.75
Cosmetics,Offline,C,10/17/2010,739670264,10/25/2010,3723,437.20,263.33,1627695.60,980377.59,647318.01
Vegetables,Online,C,4/28/2016,958190476,5/30/2016,8710,154.06,90.93,1341862.60,792000.30,549862.30
Meat,Offline,C,1/31/2012,166310107,2/23/2012,3711,421.89,364.69,1565633.79,1353364.59,212269.20
Baby Food,Offline,M,3/28/2016,735893285,4/8/2016,6031,255.28,159.42,1539593.68,961462.02,578131.66
Personal Care,Offline,H,10/4/2013,467892968,11/21/2013,8782,81.73,56.67,717752.86,497675.94,220076.92
Vegetables,Online,C,11/13/2015,439749944,12/15/2015,635,154.06,90.93,97828.10,57740.55,40087.55
Office Supplies,Online,M,12/26/2011,593655955,2/1/2012,4844,651.21,524.96,3154461.24,2542906.24,611555.00
Cosmetics,Online,M,8/24/2012,657833707,8/24/2012,6467,437.20,263.33,2827372.40,1702955.11,1124417.29
Beverages,Offline,C,1/14/2012,602041184,1/19/2012,6220,47.45,31.79,295139.00,197733.80,97405.20
Cereal,Online,H,5/26/2017,835471904,6/29/2017,3557,205.70,117.11,731674.90,416560.27,315114.63
Personal Care,Offline,L,3/8/2015,977906644,4/21/2015,3162,81.73,56.67,258430.26,179190.54,79239.72
Snacks,Offline,C,4/5/2011,758539712,5/25/2011,7612,152.58,97.44,1161438.96,741713.28,419725.68
Meat,Offline,H,12/12/2015,614738547,1/26/2016,3652,421.89,364.69,1540742.28,1331847.88,208894.40
Vegetables,Online,C,9/30/2011,790319383,10/10/2011,1923,154.06,90.93,296257.38,174858.39,121398.99
Cosmetics,Online,M,7/2/2010,884261071,7/4/2010,1356,437.20,263.33,592843.20,357075.48,235767.72
Baby Food,Online,M,3/15/2016,672053277,4/19/2016,4354,255.28,159.42,1111489.12,694114.68,417374.44
Cosmetics,Offline,L,11/17/2016,633467662,12/19/2016,6013,437.20,263.33,2628883.60,1583403.29,1045480.31
Beverages,Online,C,2/22/2013,146354901,4/5/2013,8522,47.45,31.79,404368.90,270914.38,133454.52
Cosmetics,Online,M,11/22/2016,399642121,12/27/2016,1839,437.20,263.33,804010.80,484263.87,319746.93
Cereal,Online,H,5/9/2010,581592452,6/16/2010,4986,205.70,117.11,1025620.20,583910.46,441709.74
Baby Food,Online,H,5/9/2014,975947988,6/22/2014,3552,255.28,159.42,906754.56,566259.84,340494.72
Cereal,Offline,M,4/6/2013,519866883,4/16/2013,9018,205.70,117.11,1855002.60,1056097.98,798904.62
Household,Offline,M,8/19/2010,627139794,9/19/2010,3456,668.27,502.54,2309541.12,1736778.24,572762.88
Personal Care,Offline,C,5/25/2015,570952451,6/10/2015,6373,81.73,56.67,520865.29,361157.91,159707.38
Household,Online,M,6/13/2013,227443444,7/30/2013,4424,668.27,502.54,2956426.48,2223236.96,733189.52
Cosmetics,Online,M,2/7/2016,417836081,2/7/2016,5837,437.20,263.33,2551936.40,1537057.21,1014879.19
Fruits,Offline,L,10/29/2011,746871030,11/18/2011,4590,9.33,6.92,42824.70,31762.80,11061.90
Snacks,Online,C,6/14/2014,108107030,7/11/2014,127,152.58,97.44,19377.66,12374.88,7002.78
Baby Food,Offline,L,8/26/2013,407435119,10/15/2013,7961,255.28,159.42,2032284.08,1269142.62,763141.46
Household,Online,M,5/16/2012,834344518,5/24/2012,9939,668.27,502.54,6641935.53,4994745.06,1647190.47
Beverages,Offline,C,8/8/2013,664795434,9/19/2013,6597,47.45,31.79,313027.65,209718.63,103309.02
Office Supplies,Offline,H,6/21/2011,613709867,7/27/2011,9242,651.21,524.96,6018482.82,4851680.32,1166802.50
Fruits,Online,H,9/2/2013,836162841,9/7/2013,8021,9.33,6.92,74835.93,55505.32,19330.61
Vegetables,Offline,C,12/6/2013,849790179,1/11/2014,653,154.06,90.93,100601.18,59377.29,41223.89
Vegetables,Offline,M,11/29/2011,553350722,12/3/2011,7630,154.06,90.93,1175477.80,693795.90,481681.90
Vegetables,Offline,M,9/11/2010,992266547,10/11/2010,2577,154.06,90.93,397012.62,234326.61,162686.01
Fruits,Online,H,8/3/2011,943534457,9/16/2011,1668,9.33,6.92,15562.44,11542.56,4019.88
Snacks,Online,H,7/24/2010,127329671,7/25/2010,8534,152.58,97.44,1302117.72,831552.96,470564.76
Cosmetics,Online,H,2/22/2010,223230016,4/8/2010,7577,437.20,263.33,3312664.40,1995251.41,1317412.99
Vegetables,Offline,M,6/14/2014,151794421,7/22/2014,8197,154.06,90.93,1262829.82,745353.21,517476.61
Clothes,Online,H,11/18/2016,589780271,12/10/2016,7943,109.28,35.84,868011.04,284677.12,583333.92
Cereal,Offline,L,3/11/2011,171354806,4/30/2011,6550,205.70,117.11,1347335.00,767070.50,580264.50
Vegetables,Offline,C,1/17/2013,530013358,3/3/2013,1586,154.06,90.93,244339.16,144214.98,100124.18
Office Supplies,Online,L,8/7/2010,960107505,9/23/2010,6001,651.21,524.96,3907911.21,3150284.96,757626.25
Vegetables,Online,M,5/1/2016,502306783,6/4/2016,2594,154.06,90.93,399631.64,235872.42,163759.22
Meat,Online,C,5/20/2013,806004083,5/27/2013,3374,421.89,364.69,1423456.86,1230464.06,192992.80
Office Supplies,Online,H,3/27/2010,164393079,4/4/2010,6420,651.21,524.96,4180768.20,3370243.20,810525.00
Clothes,Online,M,7/22/2017,638569438,9/1/2017,5742,109.28,35.84,627485.76,205793.28,421692.48
Clothes,Online,M,6/3/2010,268777358,7/11/2010,6048,109.28,35.84,660925.44,216760.32,444165.12
Office Supplies,Offline,M,3/5/2012,789036214,4/9/2012,2205,651.21,524.96,1435918.05,1157536.80,278381.25
Snacks,Offline,H,6/28/2014,394005191,7/2/2014,3746,152.58,97.44,571564.68,365010.24,206554.44
Baby Food,Offline,L,8/31/2015,259758269,9/29/2015,7099,255.28,159.42,1812232.72,1131722.58,680510.14
Clothes,Offline,M,12/15/2011,204994428,1/27/2012,1261,109.28,35.84,137802.08,45194.24,92607.84
Cosmetics,Online,L,10/27/2014,951130044,11/20/2014,9371,437.20,263.33,4097001.20,2467665.43,1629335.77
Baby Food,Offline,H,11/11/2010,339480388,12/19/2010,8646,255.28,159.42,2207150.88,1378345.32,828805.56
Clothes,Online,M,11/8/2013,631114184,11/21/2013,9567,109.28,35.84,1045481.76,342881.28,702600.48
Household,Offline,L,9/12/2016,838516318,10/7/2016,4467,668.27,502.54,2985162.09,2244846.18,740315.91
Vegetables,Online,M,5/1/2015,249513089,5/28/2015,5323,154.06,90.93,820061.38,484020.39,336040.99
Cosmetics,Offline,H,1/23/2011,384788691,2/3/2011,6380,437.20,263.33,2789336.00,1680045.40,1109290.60
Personal Care,Online,H,1/13/2017,896070086,2/18/2017,5906,81.73,56.67,482697.38,334693.02,148004.36
Personal Care,Offline,C,1/9/2010,396597707,2/22/2010,930,81.73,56.67,76008.90,52703.10,23305.80
Baby Food,Online,H,6/20/2013,656171166,6/22/2013,4485,255.28,159.42,1144930.80,714998.70,429932.10
Office Supplies,Online,M,2/2/2016,167479121,3/8/2016,9649,651.21,524.96,6283525.29,5065339.04,1218186.25
Fruits,Online,M,8/29/2010,115801322,9/23/2010,7039,9.33,6.92,65673.87,48709.88,16963.99
Snacks,Online,H,7/5/2010,975257050,7/27/2010,9088,152.58,97.44,1386647.04,885534.72,501112.32
Snacks,Online,C,3/9/2010,378066003,4/19/2010,6987,152.58,97.44,1066076.46,680813.28,385263.18
Clothes,Online,C,3/31/2013,400572097,4/26/2013,7040,109.28,35.84,769331.20,252313.60,517017.60
Meat,Offline,H,11/23/2012,445781695,12/25/2012,5565,421.89,364.69,2347817.85,2029499.85,318318.00
Snacks,Online,L,2/5/2011,317566525,2/11/2011,3847,152.58,97.44,586975.26,374851.68,212123.58
Meat,Online,L,1/29/2012,844251954,2/20/2012,1769,421.89,364.69,746323.41,645136.61,101186.80
Meat,Offline,M,2/27/2015,767615878,4/8/2015,3451,421.89,364.69,1455942.39,1258545.19,197397.20
Cosmetics,Online,C,8/15/2011,785316312,9/3/2011,1403,437.20,263.33,613391.60,369451.99,243939.61
Personal Care,Online,L,5/25/2017,879159295,7/9/2017,1627,81.73,56.67,132974.71,92202.09,40772.62
Cosmetics,Offline,C,6/12/2013,271130836,6/19/2013,2494,437.20,263.33,1090376.80,656745.02,433631.78
Meat,Offline,L,11/6/2015,954709613,12/13/2015,8645,421.89,364.69,3647239.05,3152745.05,494494.00
Fruits,Online,L,11/5/2015,229459178,12/4/2015,925,9.33,6.92,8630.25,6401.00,2229.25
Meat,Offline,M,3/15/2014,407533824,4/1/2014,7170,421.89,364.69,3024951.30,2614827.30,410124.00
Vegetables,Offline,L,4/9/2013,567175471,4/28/2013,8681,154.06,90.93,1337394.86,789363.33,548031.53
Office Supplies,Offline,L,1/21/2015,972903573,1/23/2015,2642,651.21,524.96,1720496.82,1386944.32,333552.50
Household,Online,C,11/13/2013,484663426,12/19/2013,1533,668.27,502.54,1024457.91,770393.82,254064.09
Household,Online,M,1/3/2016,714119756,2/5/2016,2760,668.27,502.54,1844425.20,1387010.40,457414.80
Clothes,Online,H,11/30/2012,259264743,1/12/2013,1054,109.28,35.84,115181.12,37775.36,77405.76
Beverages,Offline,M,10/20/2016,545853841,12/1/2016,9136,47.45,31.79,433503.20,290433.44,143069.76
Cereal,Online,M,4/22/2015,498727214,5/13/2015,3320,205.70,117.11,682924.00,388805.20,294118.80
Personal Care,Offline,H,2/19/2011,162969577,3/22/2011,5174,81.73,56.67,422871.02,293210.58,129660.44
Beverages,Online,H,11/17/2010,415087783,11/28/2010,2554,47.45,31.79,121187.30,81191.66,39995.64
Beverages,Online,M,5/18/2016,966575706,5/19/2016,86,47.45,31.79,4080.70,2733.94,1346.76
Cereal,Offline,H,6/25/2015,421119534,7/6/2015,7483,205.70,117.11,1539253.10,876334.13,662918.97
Fruits,Online,H,8/23/2012,348400771,9/21/2012,8385,9.33,6.92,78232.05,58024.20,20207.85
Beverages,Offline,M,10/11/2010,533000695,10/14/2010,5605,47.45,31.79,265957.25,178182.95,87774.30
Cereal,Online,M,3/22/2011,913136661,4/16/2011,6285,205.70,117.11,1292824.50,736036.35,556788.15
Cereal,Online,C,4/7/2012,773886668,4/16/2012,9117,205.70,117.11,1875366.90,1067691.87,807675.03
Personal Care,Online,C,2/20/2012,131007945,3/23/2012,7017,81.73,56.67,573499.41,397653.39,175846.02
Beverages,Online,L,5/19/2011,541484630,6/28/2011,6190,47.45,31.79,293715.50,196780.10,96935.40
Cereal,Offline,L,10/7/2014,986432206,10/22/2014,6065,205.70,117.11,1247570.50,710272.15,537298.35
Fruits,Online,L,5/22/2016,863812339,6/26/2016,122,9.33,6.92,1138.26,844.24,294.02
Fruits,Offline,C,12/22/2016,884063661,1/9/2017,2938,9.33,6.92,27411.54,20330.96,7080.58
Cereal,Offline,L,6/4/2013,960840070,6/7/2013,2783,205.70,117.11,572463.10,325917.13,246545.97
Fruits,Online,M,11/22/2012,905286586,12/21/2012,3273,9.33,6.92,30537.09,22649.16,7887.93
Fruits,Offline,H,12/30/2012,787373673,2/5/2013,222,9.33,6.92,2071.26,1536.24,535.02
Household,Offline,M,10/24/2016,771533191,12/4/2016,2671,668.27,502.54,1784949.17,1342284.34,442664.83
Cosmetics,Offline,M,6/27/2015,555802905,8/7/2015,3286,437.20,263.33,1436639.20,865302.38,571336.82
Beverages,Offline,C,6/21/2014,996339643,7/21/2014,7896,47.45,31.79,374665.20,251013.84,123651.36
Cereal,Offline,C,1/21/2012,502899014,2/28/2012,7849,205.70,117.11,1614539.30,919196.39,695342.91
Vegetables,Online,L,12/19/2014,944365727,1/5/2015,7659,154.06,90.93,1179945.54,696432.87,483512.67
Beverages,Offline,M,7/1/2014,528688561,8/4/2014,9549,47.45,31.79,453100.05,303562.71,149537.34
