Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Household,Offline,H,12/3/2011,949686372,1/19/2012,2156,668.27,502.54,1440790.12,1083476.24,357313.88
Cereal,Online,C,3/26/2015,585390889,4/16/2015,9028,205.70,117.11,1857059.60,1057269.08,799790.52
Personal Care,Offline,H,9/21/2010,564209592,11/7/2010,1011,81.73,56.67,82629.03,57293.37,25335.66
Household,Online,H,3/15/2012,360979259,3/16/2012,639,668.27,502.54,427024.53,321123.06,105901.47
Baby Food,Online,M,8/7/2011,483557498,9/23/2011,4264,255.28,159.42,1088513.92,679766.88,408747.04
Snacks,Online,H,12/10/2015,257524955,12/23/2015,6212,152.58,97.44,947826.96,605297.28,342529.68
Snacks,Offline,H,6/15/2013,798528659,7/16/2013,1230,152.58,97.44,187673.40,119851.20,67822.20
Beverages,Online,C,2/12/2017,432710969,2/22/2017,7646,47.45,31.79,362802.70,243066.34,119736.36
Personal Care,Offline,H,6/3/2010,177309310,6/21/2010,8620,81.73,56.67,704512.60,488495.40,216017.20
Cosmetics,Online,M,3/1/2017,765917718,4/17/2017,928,437.20,263.33,405721.60,244370.24,161351.36
Office Supplies,Online,H,8/5/2010,559206521,8/10/2010,491,651.21,524.96,319744.11,257755.36,61988.75
Office Supplies,Offline,H,3/26/2016,969246757,4/4/2016,509,651.21,524.96,331465.89,267204.64,64261.25
Office Supplies,Online,L,2/20/2017,686689126,3/16/2017,5427,651.21,524.96,3534116.67,2848957.92,685158.75
Office Supplies,Offline,C,4/29/2015,439179170,5/13/2015,1731,651.21,524.96,1127244.51,908705.76,218538.75
Meat,Online,H,3/2/2017,219038045,3/31/2017,7080,421.89,364.69,2986981.20,2582005.20,404976.00
Fruits,Offline,L,2/5/2016,520127379,2/22/2016,6105,9.33,6.92,56959.65,42246.60,14713.05
Household,Offline,C,11/25/2016,399170053,12/29/2016,2144,668.27,502.54,1432770.88,1077445.76,355325.12
Snacks,Online,M,2/8/2017,975969445,3/10/2017,9902,152.58,97.44,1510847.16,964850.88,545996.28
Household,Offline,M,9/25/2012,329157960,9/30/2012,4010,668.27,502.54,2679762.70,2015185.40,664577.30
Fruits,Online,L,7/7/2010,162159764,8/19/2010,5533,9.33,6.92,51622.89,38288.36,13334.53
Beverages,Online,C,7/10/2013,529400956,8/21/2013,362,47.45,31.79,17176.90,11507.98,5668.92
Cosmetics,Offline,L,3/26/2011,191035354,4/10/2011,461,437.20,263.33,201549.20,121395.13,80154.07
Beverages,Online,M,4/26/2017,259582316,5/27/2017,5031,47.45,31.79,238720.95,159935.49,78785.46
Clothes,Offline,M,5/6/2010,133382880,6/13/2010,9813,109.28,35.84,1072364.64,351697.92,720666.72
Beverages,Online,M,7/25/2017,507035195,8/3/2017,1837,47.45,31.79,87165.65,58398.23,28767.42
Clothes,Offline,H,1/7/2015,861282908,1/24/2015,1607,109.28,35.84,175612.96,57594.88,118018.08
Office Supplies,Online,C,1/26/2017,868442046,3/10/2017,155,651.21,524.96,100937.55,81368.80,19568.75
Baby Food,Offline,M,6/2/2011,339107024,6/7/2011,8159,255.28,159.42,2082829.52,1300707.78,782121.74
Vegetables,Offline,M,1/10/2017,447860515,2/15/2017,734,154.06,90.93,113080.04,66742.62,46337.42
Clothes,Online,C,2/18/2014,541506087,3/16/2014,2540,109.28,35.84,277571.20,91033.60,186537.60
Personal Care,Online,H,3/12/2010,818089044,4/25/2010,9583,81.73,56.67,783218.59,543068.61,240149.98
Cereal,Online,L,11/9/2014,836127221,11/19/2014,7480,205.70,117.11,1538636.00,875982.80,662653.20
Household,Offline,M,3/1/2010,976307189,3/18/2010,9848,668.27,502.54,6581122.96,4949013.92,1632109.04
Personal Care,Offline,C,11/18/2011,751162993,12/29/2011,4677,81.73,56.67,382251.21,265045.59,117205.62
Snacks,Offline,M,6/18/2014,373380506,7/26/2014,444,152.58,97.44,67745.52,43263.36,24482.16
Snacks,Offline,C,11/18/2014,630600488,12/15/2014,7553,152.58,97.44,1152436.74,735964.32,416472.42
Beverages,Offline,C,11/20/2016,173490703,12/25/2016,8609,47.45,31.79,408497.05,273680.11,134816.94
Snacks,Online,H,8/22/2011,463643920,8/22/2011,1394,152.58,97.44,212696.52,135831.36,76865.16
Vegetables,Online,L,1/24/2013,339403140,1/31/2013,5786,154.06,90.93,891391.16,526120.98,365270.18
Clothes,Online,H,8/11/2013,117443692,9/4/2013,3053,109.28,35.84,333631.84,109419.52,224212.32
Baby Food,Offline,H,6/3/2017,954294621,6/21/2017,5840,255.28,159.42,1490835.20,931012.80,559822.40
Baby Food,Offline,H,12/5/2016,372014081,1/16/2017,6088,255.28,159.42,1554144.64,970548.96,583595.68
Cereal,Online,H,8/11/2012,502525651,8/15/2012,7362,205.70,117.11,1514363.40,862163.82,652199.58
Household,Online,H,4/3/2012,413051879,5/4/2012,85,668.27,502.54,56802.95,42715.90,14087.05
Snacks,Online,L,2/16/2013,879279458,4/6/2013,7186,152.58,97.44,1096439.88,700203.84,396236.04
Fruits,Online,M,10/16/2010,251394498,12/2/2010,2073,9.33,6.92,19341.09,14345.16,4995.93
Cereal,Online,H,10/21/2016,192261445,10/30/2016,3289,205.70,117.11,676547.30,385174.79,291372.51
Baby Food,Online,C,12/8/2010,200942790,1/7/2011,2292,255.28,159.42,585101.76,365390.64,219711.12
Household,Offline,M,1/19/2013,704290854,2/25/2013,4170,668.27,502.54,2786685.90,2095591.80,691094.10
Cereal,Offline,L,7/27/2015,948756396,8/1/2015,6956,205.70,117.11,1430849.20,814617.16,616232.04
Fruits,Online,M,8/30/2014,243939244,9/18/2014,5898,9.33,6.92,55028.34,40814.16,14214.18
Beverages,Online,H,12/3/2010,434768331,12/31/2010,6465,47.45,31.79,306764.25,205522.35,101241.90
Household,Online,C,4/12/2010,624568736,5/10/2010,2623,668.27,502.54,1752872.21,1318162.42,434709.79
Office Supplies,Online,H,8/21/2013,506105220,9/7/2013,6636,651.21,524.96,4321429.56,3483634.56,837795.00
Office Supplies,Online,C,6/9/2011,371027028,6/27/2011,3998,651.21,524.96,2603537.58,2098790.08,504747.50
Office Supplies,Offline,M,2/9/2011,451777827,3/17/2011,9953,651.21,524.96,6481493.13,5224926.88,1256566.25
Cereal,Offline,L,5/15/2010,168924081,7/4/2010,7244,205.70,117.11,1490090.80,848344.84,641745.96
Snacks,Online,M,4/10/2010,905702865,5/14/2010,6459,152.58,97.44,985514.22,629364.96,356149.26
Office Supplies,Offline,C,11/4/2012,214866244,11/16/2012,2551,651.21,524.96,1661236.71,1339172.96,322063.75
Cosmetics,Online,M,3/6/2012,107001101,4/12/2012,2859,437.20,263.33,1249954.80,752860.47,497094.33
Cereal,Online,H,7/10/2011,133819329,8/22/2011,8968,205.70,117.11,1844717.60,1050242.48,794475.12
Cereal,Offline,L,7/3/2017,538716161,7/5/2017,6938,205.70,117.11,1427146.60,812509.18,614637.42
Fruits,Online,H,10/22/2015,664718186,11/2/2015,3738,9.33,6.92,34875.54,25866.96,9008.58
Fruits,Offline,C,3/10/2011,210948932,3/21/2011,3331,9.33,6.92,31078.23,23050.52,8027.71
Baby Food,Offline,H,11/19/2014,455850923,12/24/2014,5273,255.28,159.42,1346091.44,840621.66,505469.78
Baby Food,Online,M,12/7/2016,594072234,1/19/2017,8031,255.28,159.42,2050153.68,1280302.02,769851.66
Fruits,Online,M,11/25/2011,608333432,12/6/2011,8236,9.33,6.92,76841.88,56993.12,19848.76
Baby Food,Online,C,11/21/2016,986115920,12/5/2016,2469,255.28,159.42,630286.32,393607.98,236678.34
Meat,Online,M,8/16/2016,706743037,9/8/2016,9825,421.89,364.69,4145069.25,3583079.25,561990.00
Clothes,Online,C,11/7/2012,790044724,12/22/2012,645,109.28,35.84,70485.60,23116.80,47368.80
Vegetables,Offline,H,1/25/2011,253254449,2/24/2011,2474,154.06,90.93,381144.44,224960.82,156183.62
Baby Food,Offline,M,1/16/2014,644030416,2/7/2014,1767,255.28,159.42,451079.76,281695.14,169384.62
Personal Care,Offline,H,7/26/2011,598088252,8/5/2011,6459,81.73,56.67,527894.07,366031.53,161862.54
Cereal,Offline,L,3/17/2014,934931647,4/27/2014,5906,205.70,117.11,1214864.20,691651.66,523212.54
Clothes,Online,C,1/29/2014,489433467,3/17/2014,3094,109.28,35.84,338112.32,110888.96,227223.36
Cosmetics,Offline,C,6/14/2016,368533217,7/31/2016,6024,437.20,263.33,2633692.80,1586299.92,1047392.88
Clothes,Offline,L,11/5/2012,567986571,12/19/2012,8703,109.28,35.84,951063.84,311915.52,639148.32
Cosmetics,Offline,M,9/9/2016,171869790,10/1/2016,8945,437.20,263.33,3910754.00,2355486.85,1555267.15
Snacks,Online,M,5/2/2017,335189712,5/6/2017,8939,152.58,97.44,1363912.62,871016.16,492896.46
Personal Care,Online,L,12/2/2014,476003539,12/3/2014,8880,81.73,56.67,725762.40,503229.60,222532.80
Cereal,Offline,H,5/27/2012,231537997,6/29/2012,6094,205.70,117.11,1253535.80,713668.34,539867.46
Vegetables,Online,C,5/5/2015,514786565,6/13/2015,5639,154.06,90.93,868744.34,512754.27,355990.07
Meat,Offline,C,5/25/2014,139315927,6/14/2014,5533,421.89,364.69,2334317.37,2017829.77,316487.60
Vegetables,Offline,C,4/6/2017,251197087,4/18/2017,3655,154.06,90.93,563089.30,332349.15,230740.15
Meat,Offline,C,2/9/2017,844907271,3/30/2017,5692,421.89,364.69,2401397.88,2075815.48,325582.40
Baby Food,Offline,H,12/25/2013,369899642,2/6/2014,379,255.28,159.42,96751.12,60420.18,36330.94
Personal Care,Offline,L,10/17/2013,943457210,10/29/2013,8809,81.73,56.67,719959.57,499206.03,220753.54
Clothes,Online,L,9/16/2013,677472627,10/17/2013,8060,109.28,35.84,880796.80,288870.40,591926.40
Meat,Offline,H,6/26/2013,199815404,6/29/2013,8673,421.89,364.69,3659051.97,3162956.37,496095.60
Household,Offline,M,4/23/2011,497086131,5/2/2011,7687,668.27,502.54,5136991.49,3863024.98,1273966.51
Fruits,Online,M,7/14/2012,458599221,8/7/2012,8556,9.33,6.92,79827.48,59207.52,20619.96
Cereal,Offline,L,1/3/2016,578964316,1/5/2016,7262,205.70,117.11,1493793.40,850452.82,643340.58
Snacks,Online,H,11/29/2013,416969192,12/30/2013,9305,152.58,97.44,1419756.90,906679.20,513077.70
Office Supplies,Online,H,7/13/2016,456147038,8/19/2016,2900,651.21,524.96,1888509.00,1522384.00,366125.00
Snacks,Offline,L,10/27/2015,387205255,10/29/2015,1494,152.58,97.44,227954.52,145575.36,82379.16
Clothes,Online,M,3/6/2014,149462401,3/10/2014,8101,109.28,35.84,885277.28,290339.84,594937.44
Snacks,Online,H,11/6/2010,481837880,11/22/2010,5391,152.58,97.44,822558.78,525299.04,297259.74
Snacks,Offline,L,3/8/2014,284145772,4/11/2014,3903,152.58,97.44,595519.74,380308.32,215211.42
Vegetables,Online,M,6/15/2014,785576808,7/11/2014,8490,154.06,90.93,1307969.40,771995.70,535973.70
Snacks,Offline,L,4/15/2017,505175244,5/11/2017,1436,152.58,97.44,219104.88,139923.84,79181.04
Household,Offline,H,4/30/2017,200506341,5/25/2017,3137,668.27,502.54,2096362.99,1576467.98,519895.01
Fruits,Online,L,8/15/2010,266305005,8/16/2010,4424,9.33,6.92,41275.92,30614.08,10661.84
