Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Cosmetics,Offline,H,8/23/2014,209972608,9/24/2014,4415,437.20,263.33,1930238.00,1162601.95,767636.05
Snacks,Offline,C,12/22/2015,866198003,1/25/2016,6093,152.58,97.44,929669.94,593701.92,335968.02
Cosmetics,Offline,L,7/23/2017,370305192,7/27/2017,390,437.20,263.33,170508.00,102698.70,67809.30
Snacks,Offline,L,5/11/2012,974655377,5/23/2012,1040,152.58,97.44,158683.20,101337.60,57345.60
Vegetables,Online,C,8/6/2016,228660094,9/9/2016,4458,154.06,90.93,686799.48,405365.94,281433.54
Office Supplies,Online,H,2/5/2012,607907712,2/5/2012,2256,651.21,524.96,1469129.76,1184309.76,284820.00
Fruits,Offline,M,7/15/2017,972639644,8/14/2017,4540,9.33,6.92,42358.20,31416.80,10941.40
Baby Food,Online,C,6/21/2017,651200282,8/2/2017,3489,255.28,159.42,890671.92,556216.38,334455.54
Personal Care,Offline,L,8/25/2011,136775767,9/3/2011,3844,81.73,56.67,314170.12,217839.48,96330.64
Cosmetics,Online,M,11/18/2016,321516025,12/24/2016,2591,437.20,263.33,1132785.20,682288.03,450497.17
Cereal,Online,M,3/1/2017,720183694,3/12/2017,7214,205.70,117.11,1483919.80,844831.54,639088.26
Fruits,Offline,L,12/3/2011,772890174,1/3/2012,4233,9.33,6.92,39493.89,29292.36,10201.53
Meat,Online,M,11/19/2014,366429507,12/29/2014,3489,421.89,364.69,1471974.21,1272403.41,199570.80
Clothes,Offline,H,12/4/2015,223558318,12/30/2015,4729,109.28,35.84,516785.12,169487.36,347297.76
Beverages,Offline,M,3/24/2016,657767188,4/6/2016,6783,47.45,31.79,321853.35,215631.57,106221.78
Household,Offline,M,7/15/2014,677384650,7/22/2014,2026,668.27,502.54,1353915.02,1018146.04,335768.98
Beverages,Online,H,5/5/2010,590841138,5/15/2010,1877,47.45,31.79,89063.65,59669.83,29393.82
Personal Care,Online,L,7/10/2010,604229438,7/30/2010,3773,81.73,56.67,308367.29,213815.91,94551.38
Personal Care,Offline,H,9/28/2010,419333398,11/11/2010,8926,81.73,56.67,729521.98,505836.42,223685.56
Cosmetics,Online,H,8/19/2016,664630210,9/25/2016,7704,437.20,263.33,3368188.80,2028694.32,1339494.48
Fruits,Online,L,11/24/2013,561373317,12/28/2013,1694,9.33,6.92,15805.02,11722.48,4082.54
Household,Online,H,7/27/2011,464979445,7/31/2011,6606,668.27,502.54,4414591.62,3319779.24,1094812.38
Snacks,Offline,H,4/17/2016,563389050,5/2/2016,8195,152.58,97.44,1250393.10,798520.80,451872.30
Personal Care,Offline,C,2/22/2017,688263690,4/12/2017,1375,81.73,56.67,112378.75,77921.25,34457.50
Household,Offline,C,6/13/2012,562698113,7/28/2012,3731,668.27,502.54,2493315.37,1874976.74,618338.63
Beverages,Offline,L,3/19/2011,244443500,5/7/2011,5118,47.45,31.79,242849.10,162701.22,80147.88
Clothes,Online,M,10/7/2014,936604917,11/8/2014,1063,109.28,35.84,116164.64,38097.92,78066.72
Snacks,Online,L,8/26/2011,862026202,9/12/2011,1564,152.58,97.44,238635.12,152396.16,86238.96
Beverages,Online,L,11/19/2016,718323743,12/18/2016,6813,47.45,31.79,323276.85,216585.27,106691.58
Cosmetics,Online,M,8/20/2010,886745440,9/8/2010,6536,437.20,263.33,2857539.20,1721124.88,1136414.32
Vegetables,Offline,H,1/30/2012,619675099,3/18/2012,4487,154.06,90.93,691267.22,408002.91,283264.31
Household,Online,M,11/25/2013,914493644,12/11/2013,7846,668.27,502.54,5243246.42,3942928.84,1300317.58
Snacks,Online,M,5/26/2011,305140388,6/12/2011,6676,152.58,97.44,1018624.08,650509.44,368114.64
Cereal,Offline,L,7/14/2015,839182364,8/27/2015,1565,205.70,117.11,321920.50,183277.15,138643.35
Office Supplies,Online,H,10/21/2013,751272428,10/21/2013,7061,651.21,524.96,4598193.81,3706742.56,891451.25
Office Supplies,Offline,L,3/3/2015,987155330,3/19/2015,54,651.21,524.96,35165.34,28347.84,6817.50
Household,Offline,H,5/18/2011,182224404,6/22/2011,3106,668.27,502.54,2075646.62,1560889.24,514757.38
Cosmetics,Online,C,2/10/2014,241793906,3/10/2014,1045,437.20,263.33,456874.00,275179.85,181694.15
Beverages,Offline,L,2/17/2017,153151404,3/17/2017,9759,47.45,31.79,463064.55,310238.61,152825.94
Snacks,Online,M,5/20/2011,316907775,6/3/2011,8908,152.58,97.44,1359182.64,867995.52,491187.12
Meat,Online,L,12/12/2016,270825278,1/31/2017,2073,421.89,364.69,874577.97,756002.37,118575.60
Vegetables,Offline,M,12/1/2010,210663545,12/3/2010,8879,154.06,90.93,1367898.74,807367.47,560531.27
Cosmetics,Offline,L,7/27/2011,421292054,9/9/2011,8536,437.20,263.33,3731939.20,2247784.88,1484154.32
Fruits,Offline,C,2/6/2011,949302279,2/27/2011,8495,9.33,6.92,79258.35,58785.40,20472.95
Household,Online,C,6/15/2010,698607575,7/2/2010,2361,668.27,502.54,1577785.47,1186496.94,391288.53
Cereal,Offline,H,5/27/2011,745635497,6/16/2011,8968,205.70,117.11,1844717.60,1050242.48,794475.12
Cosmetics,Offline,H,12/14/2012,954840505,1/17/2013,7379,437.20,263.33,3226098.80,1943112.07,1282986.73
Meat,Online,H,12/31/2013,946652686,2/19/2014,4421,421.89,364.69,1865175.69,1612294.49,252881.20
Personal Care,Offline,C,9/4/2012,909293162,10/15/2012,8908,81.73,56.67,728050.84,504816.36,223234.48
Personal Care,Online,C,11/25/2015,100642335,1/8/2016,1158,81.73,56.67,94643.34,65623.86,29019.48
Snacks,Online,H,12/10/2014,771622455,12/11/2014,9086,152.58,97.44,1386341.88,885339.84,501002.04
Meat,Online,M,7/9/2011,722339761,8/25/2011,5242,421.89,364.69,2211547.38,1911704.98,299842.40
Baby Food,Offline,L,7/26/2011,596041619,8/31/2011,815,255.28,159.42,208053.20,129927.30,78125.90
Personal Care,Online,C,12/15/2012,320586049,1/29/2013,7391,81.73,56.67,604066.43,418847.97,185218.46
Cereal,Offline,M,9/21/2015,812504470,11/2/2015,6983,205.70,117.11,1436403.10,817779.13,618623.97
Fruits,Offline,H,3/18/2012,628299367,4/24/2012,6600,9.33,6.92,61578.00,45672.00,15906.00
Meat,Online,H,5/25/2017,345149505,7/12/2017,6263,421.89,364.69,2642297.07,2284053.47,358243.60
Personal Care,Offline,H,8/28/2011,580892074,9/7/2011,7728,81.73,56.67,631609.44,437945.76,193663.68
Baby Food,Online,C,5/17/2014,652228963,5/17/2014,7899,255.28,159.42,2016456.72,1259258.58,757198.14
Household,Online,C,10/13/2012,926063621,11/10/2012,1659,668.27,502.54,1108659.93,833713.86,274946.07
Office Supplies,Online,H,1/29/2016,704597699,3/1/2016,4972,651.21,524.96,3237816.12,2610101.12,627715.00
Cereal,Online,C,5/26/2011,523577344,6/15/2011,7026,205.70,117.11,1445248.20,822814.86,622433.34
Vegetables,Online,H,6/21/2014,728075397,8/4/2014,2544,154.06,90.93,391928.64,231325.92,160602.72
Snacks,Offline,H,5/25/2011,983082234,6/11/2011,4734,152.58,97.44,722313.72,461280.96,261032.76
Cosmetics,Online,H,12/17/2013,244937026,1/22/2014,1164,437.20,263.33,508900.80,306516.12,202384.68
Fruits,Online,L,2/27/2013,631639897,3/28/2013,5137,9.33,6.92,47928.21,35548.04,12380.17
Cereal,Online,H,10/21/2011,312003409,12/1/2011,7597,205.70,117.11,1562702.90,889684.67,673018.23
Personal Care,Offline,C,3/28/2013,631878936,5/17/2013,5874,81.73,56.67,480082.02,332879.58,147202.44
Cosmetics,Online,H,1/26/2016,942044436,2/23/2016,738,437.20,263.33,322653.60,194337.54,128316.06
Fruits,Offline,H,1/2/2017,104460942,1/28/2017,1169,9.33,6.92,10906.77,8089.48,2817.29
Baby Food,Online,C,1/14/2014,288863456,1/30/2014,9971,255.28,159.42,2545396.88,1589576.82,955820.06
Cosmetics,Online,L,9/12/2012,175896537,10/16/2012,549,437.20,263.33,240022.80,144568.17,95454.63
Baby Food,Online,M,10/29/2015,104024493,11/19/2015,2014,255.28,159.42,514133.92,321071.88,193062.04
Snacks,Offline,L,11/7/2012,656935918,12/16/2012,792,152.58,97.44,120843.36,77172.48,43670.88
Office Supplies,Offline,L,10/5/2013,243316113,10/28/2013,1500,651.21,524.96,976815.00,787440.00,189375.00
Beverages,Online,L,3/19/2016,891592729,3/30/2016,956,47.45,31.79,45362.20,30391.24,14970.96
Baby Food,Online,C,6/5/2010,397320830,7/20/2010,4918,255.28,159.42,1255467.04,784027.56,471439.48
Household,Offline,C,6/25/2012,626538121,7/16/2012,5408,668.27,502.54,3614004.16,2717736.32,896267.84
Baby Food,Offline,L,10/12/2015,274010026,11/24/2015,4511,255.28,159.42,1151568.08,719143.62,432424.46
Baby Food,Offline,L,5/25/2012,863745820,7/11/2012,437,255.28,159.42,111557.36,69666.54,41890.82
Office Supplies,Online,M,4/30/2012,189186131,5/26/2012,3235,651.21,524.96,2106664.35,1698245.60,408418.75
Fruits,Online,C,3/18/2017,153390443,5/5/2017,496,9.33,6.92,4627.68,3432.32,1195.36
Personal Care,Offline,M,9/7/2012,453409469,10/19/2012,2792,81.73,56.67,228190.16,158222.64,69967.52
Snacks,Offline,L,2/15/2016,863054883,3/12/2016,5974,152.58,97.44,911512.92,582106.56,329406.36
Fruits,Online,L,4/21/2010,658063304,5/6/2010,4410,9.33,6.92,41145.30,30517.20,10628.10
Snacks,Offline,C,12/1/2014,561331689,1/19/2015,9376,152.58,97.44,1430590.08,913597.44,516992.64
Snacks,Online,M,1/13/2012,155406177,2/12/2012,6996,152.58,97.44,1067449.68,681690.24,385759.44
Beverages,Online,M,8/26/2016,237045323,8/29/2016,5834,47.45,31.79,276823.30,185462.86,91360.44
Fruits,Online,H,1/3/2013,919538342,2/14/2013,685,9.33,6.92,6391.05,4740.20,1650.85
Vegetables,Online,L,3/9/2015,162762725,4/18/2015,3962,154.06,90.93,610385.72,360264.66,250121.06
Cosmetics,Online,M,2/9/2011,580793368,3/24/2011,8519,437.20,263.33,3724506.80,2243308.27,1481198.53
Cereal,Online,H,7/4/2015,319458663,7/23/2015,3772,205.70,117.11,775900.40,441738.92,334161.48
Meat,Offline,L,8/12/2016,807459771,8/27/2016,4145,421.89,364.69,1748734.05,1511640.05,237094.00
Clothes,Offline,M,6/2/2011,380747783,7/14/2011,585,109.28,35.84,63928.80,20966.40,42962.40
Snacks,Offline,H,8/9/2014,408256947,8/27/2014,1158,152.58,97.44,176687.64,112835.52,63852.12
Vegetables,Online,L,3/3/2015,174530112,4/9/2015,6194,154.06,90.93,954247.64,563220.42,391027.22
Clothes,Online,M,1/8/2013,729400193,1/12/2013,4581,109.28,35.84,500611.68,164183.04,336428.64
Meat,Online,C,8/28/2011,668266856,9/28/2011,3868,421.89,364.69,1631870.52,1410620.92,221249.60
Vegetables,Offline,M,5/14/2013,593194615,6/13/2013,8324,154.06,90.93,1282395.44,756901.32,525494.12
Personal Care,Offline,H,7/31/2014,657471072,8/11/2014,9156,81.73,56.67,748319.88,518870.52,229449.36
Cosmetics,Offline,C,5/26/2011,436202561,7/14/2011,886,437.20,263.33,387359.20,233310.38,154048.82
Baby Food,Online,C,3/11/2012,814816319,4/5/2012,1111,255.28,159.42,283616.08,177115.62,106500.46
Baby Food,Offline,L,6/23/2010,227335298,7/16/2010,2421,255.28,159.42,618032.88,385955.82,232077.06
Cosmetics,Offline,C,3/4/2016,824131524,4/9/2016,7687,437.20,263.33,3360756.40,2024217.71,1336538.69
Baby Food,Online,H,7/10/2016,735234534,7/30/2016,1092,255.28,159.42,278765.76,174086.64,104679.12
Snacks,Offline,H,11/20/2010,412569081,12/27/2010,7214,152.58,97.44,1100712.12,702932.16,397779.96
Clothes,Online,C,3/5/2014,694295442,4/22/2014,6305,109.28,35.84,689010.40,225971.20,463039.20
Meat,Offline,M,6/2/2012,217723977,6/13/2012,8218,421.89,364.69,3467092.02,2997022.42,470069.60
Cosmetics,Online,H,8/3/2013,717731511,8/28/2013,1559,437.20,263.33,681594.80,410531.47,271063.33
Personal Care,Online,L,6/21/2015,299306046,6/23/2015,165,81.73,56.67,13485.45,9350.55,4134.90
Snacks,Online,M,7/5/2011,409285628,7/31/2011,5568,152.58,97.44,849565.44,542545.92,307019.52
Meat,Offline,H,4/6/2014,369712960,4/6/2014,5136,421.89,364.69,2166827.04,1873047.84,293779.20
Vegetables,Offline,L,4/29/2015,393445146,5/29/2015,8017,154.06,90.93,1235099.02,728985.81,506113.21
Meat,Offline,M,12/4/2016,960534512,1/19/2017,2362,421.89,364.69,996504.18,861397.78,135106.40
Office Supplies,Offline,M,7/15/2016,545096385,8/16/2016,4988,651.21,524.96,3248235.48,2618500.48,629735.00
Cereal,Offline,L,12/22/2016,659486806,2/3/2017,5656,205.70,117.11,1163439.20,662374.16,501065.04
Fruits,Offline,M,3/26/2012,925964915,4/6/2012,2450,9.33,6.92,22858.50,16954.00,5904.50
Cosmetics,Offline,L,4/22/2015,492587316,6/9/2015,6388,437.20,263.33,2792833.60,1682152.04,1110681.56
Snacks,Offline,H,12/23/2011,781275403,2/11/2012,5608,152.58,97.44,855668.64,546443.52,309225.12
Fruits,Offline,H,1/25/2011,207520425,3/11/2011,8760,9.33,6.92,81730.80,60619.20,21111.60
Office Supplies,Offline,H,11/14/2012,601481139,12/15/2012,490,651.21,524.96,319092.90,257230.40,61862.50
Personal Care,Online,H,12/1/2014,120836579,1/15/2015,7084,81.73,56.67,578975.32,401450.28,177525.04
Snacks,Offline,L,8/7/2015,216934335,8/29/2015,4545,152.58,97.44,693476.10,442864.80,250611.30
Cereal,Online,M,1/14/2015,934843671,1/30/2015,9871,205.70,117.11,2030464.70,1155992.81,874471.89
Fruits,Offline,L,11/23/2012,308579623,12/20/2012,4423,9.33,6.92,41266.59,30607.16,10659.43
Office Supplies,Online,C,3/5/2015,309213483,3/22/2015,1996,651.21,524.96,1299815.16,1047820.16,251995.00
Cosmetics,Offline,L,6/17/2010,964353120,7/16/2010,2373,437.20,263.33,1037475.60,624882.09,412593.51
Fruits,Online,L,9/30/2011,565742528,11/4/2011,4641,9.33,6.92,43300.53,32115.72,11184.81
Baby Food,Online,H,1/22/2010,192173469,2/26/2010,7255,255.28,159.42,1852056.40,1156592.10,695464.30
Fruits,Online,M,11/5/2010,170358312,11/25/2010,1665,9.33,6.92,15534.45,11521.80,4012.65
Household,Offline,L,9/15/2012,663700234,10/31/2012,2503,668.27,502.54,1672679.81,1257857.62,414822.19
Fruits,Offline,M,8/31/2013,980094897,9/8/2013,715,9.33,6.92,6670.95,4947.80,1723.15
Household,Online,M,10/23/2012,545787322,10/26/2012,9452,668.27,502.54,6316488.04,4750008.08,1566479.96
Cereal,Offline,L,5/8/2013,101769721,5/27/2013,4777,205.70,117.11,982628.90,559434.47,423194.43
Office Supplies,Offline,C,11/4/2011,728963744,12/24/2011,5426,651.21,524.96,3533465.46,2848432.96,685032.50
Office Supplies,Offline,H,7/10/2013,439979541,8/26/2013,8578,651.21,524.96,5586079.38,4503106.88,1082972.50
Cosmetics,Offline,M,4/13/2010,535147321,5/15/2010,839,437.20,263.33,366810.80,220933.87,145876.93
Beverages,Offline,M,8/12/2015,883108794,9/6/2015,372,47.45,31.79,17651.40,11825.88,5825.52
Personal Care,Offline,L,3/16/2014,623452079,4/30/2014,2179,81.73,56.67,178089.67,123483.93,54605.74
Vegetables,Online,H,8/12/2014,896060645,9/11/2014,3112,154.06,90.93,479434.72,282974.16,196460.56
Cereal,Offline,C,9/16/2014,115594470,10/20/2014,5827,205.70,117.11,1198613.90,682399.97,516213.93
Clothes,Online,H,3/9/2016,546618592,4/6/2016,5443,109.28,35.84,594811.04,195077.12,399733.92
Baby Food,Online,H,10/18/2013,263468730,11/26/2013,5107,255.28,159.42,1303714.96,814157.94,489557.02
Vegetables,Offline,M,7/1/2012,261650407,8/12/2012,7025,154.06,90.93,1082271.50,638783.25,443488.25
Office Supplies,Online,C,12/16/2013,748129308,1/28/2014,6942,651.21,524.96,4520699.82,3644272.32,876427.50
Meat,Online,H,5/30/2016,980588424,7/14/2016,6760,421.89,364.69,2851976.40,2465304.40,386672.00
Beverages,Offline,M,4/26/2016,773679816,5/15/2016,7905,47.45,31.79,375092.25,251299.95,123792.30
Clothes,Offline,L,6/27/2010,453014647,7/19/2010,5956,109.28,35.84,650871.68,213463.04,437408.64
Vegetables,Offline,L,10/1/2011,478367745,10/15/2011,8501,154.06,90.93,1309664.06,772995.93,536668.13
Cosmetics,Offline,M,10/20/2012,957983624,12/1/2012,7498,437.20,263.33,3278125.60,1974448.34,1303677.26
Personal Care,Offline,C,2/16/2016,359862601,3/5/2016,196,81.73,56.67,16019.08,11107.32,4911.76
Clothes,Offline,C,5/23/2011,848398864,6/29/2011,8932,109.28,35.84,976088.96,320122.88,655966.08
Baby Food,Offline,L,4/21/2016,920130574,6/6/2016,5939,255.28,159.42,1516107.92,946795.38,569312.54
Household,Online,L,11/30/2016,119610488,12/1/2016,4256,668.27,502.54,2844157.12,2138810.24,705346.88
Household,Offline,M,7/13/2013,487288129,7/18/2013,8241,668.27,502.54,5507213.07,4141432.14,1365780.93
Snacks,Offline,M,2/16/2013,746170651,3/31/2013,7332,152.58,97.44,1118716.56,714430.08,404286.48
Office Supplies,Online,H,3/7/2015,531271636,3/24/2015,3938,651.21,524.96,2564464.98,2067292.48,497172.50
Snacks,Offline,C,6/6/2015,231844842,7/4/2015,6896,152.58,97.44,1052191.68,671946.24,380245.44
Fruits,Online,L,2/7/2017,664489877,3/13/2017,6176,9.33,6.92,57622.08,42737.92,14884.16
Cereal,Offline,L,5/11/2011,237679183,6/23/2011,3407,205.70,117.11,700819.90,398993.77,301826.13
Personal Care,Online,C,6/4/2016,746762883,7/21/2016,2587,81.73,56.67,211435.51,146605.29,64830.22
Cereal,Online,H,7/19/2017,913563668,8/12/2017,2646,205.70,117.11,544282.20,309873.06,234409.14
Office Supplies,Online,M,5/5/2016,349716126,6/8/2016,7628,651.21,524.96,4967429.88,4004394.88,963035.00
Office Supplies,Online,H,3/24/2014,393247735,5/9/2014,9598,651.21,524.96,6250313.58,5038566.08,1211747.50
Cereal,Online,H,4/11/2010,313089168,5/13/2010,8897,205.70,117.11,1830112.90,1041927.67,788185.23
Cereal,Offline,L,6/5/2015,735037124,7/10/2015,2674,205.70,117.11,550041.80,313152.14,236889.66
Vegetables,Offline,M,6/9/2013,633499848,6/21/2013,5538,154.06,90.93,853184.28,503570.34,349613.94
Office Supplies,Offline,C,1/27/2016,482539546,2/27/2016,3030,651.21,524.96,1973166.30,1590628.80,382537.50
Household,Online,M,4/17/2011,375744712,4/17/2011,65,668.27,502.54,43437.55,32665.10,10772.45
Fruits,Offline,C,4/23/2014,374476993,5/14/2014,4919,9.33,6.92,45894.27,34039.48,11854.79
Cosmetics,Online,M,7/2/2017,996174418,7/27/2017,9002,437.20,263.33,3935674.40,2370496.66,1565177.74
Vegetables,Online,L,10/28/2012,180899608,11/21/2012,1069,154.06,90.93,164690.14,97204.17,67485.97
Cereal,Offline,M,1/11/2013,404578673,2/18/2013,2675,205.70,117.11,550247.50,313269.25,236978.25
Fruits,Offline,C,4/21/2013,997005689,6/9/2013,4994,9.33,6.92,46594.02,34558.48,12035.54
Cereal,Online,C,5/19/2011,535344731,6/5/2011,9257,205.70,117.11,1904164.90,1084087.27,820077.63
Clothes,Offline,M,10/17/2011,130011451,10/19/2011,2132,109.28,35.84,232984.96,76410.88,156574.08
Cosmetics,Online,M,5/16/2015,310834395,6/15/2015,1660,437.20,263.33,725752.00,437127.80,288624.20
Vegetables,Online,H,7/13/2011,663263785,8/23/2011,3348,154.06,90.93,515792.88,304433.64,211359.24
Household,Online,C,4/13/2010,491459929,5/5/2010,2769,668.27,502.54,1850439.63,1391533.26,458906.37
Snacks,Offline,H,11/10/2012,201052224,12/21/2012,4676,152.58,97.44,713464.08,455629.44,257834.64
Household,Online,M,3/4/2017,220612609,3/6/2017,3028,668.27,502.54,2023521.56,1521691.12,501830.44
Cosmetics,Offline,L,6/24/2010,952585732,7/26/2010,142,437.20,263.33,62082.40,37392.86,24689.54
Vegetables,Online,L,5/8/2017,911942756,5/19/2017,2982,154.06,90.93,459406.92,271153.26,188253.66
Vegetables,Offline,C,5/4/2013,973470914,5/8/2013,531,154.06,90.93,81805.86,48283.83,33522.03
Household,Online,H,7/4/2012,836828887,7/28/2012,5119,668.27,502.54,3420874.13,2572502.26,848371.87
Office Supplies,Online,H,5/28/2014,537698209,7/4/2014,5704,651.21,524.96,3714501.84,2994371.84,720130.00
Fruits,Online,C,10/22/2016,587022531,11/18/2016,1867,9.33,6.92,17419.11,12919.64,4499.47
Household,Online,M,6/21/2011,520195186,8/2/2011,6170,668.27,502.54,4123225.90,3100671.80,1022554.10
Snacks,Online,C,12/25/2013,411540400,1/23/2014,2805,152.58,97.44,427986.90,273319.20,154667.70
Office Supplies,Offline,L,10/21/2011,443065583,11/13/2011,1807,651.21,524.96,1176736.47,948602.72,228133.75
Clothes,Offline,M,9/30/2014,860997521,10/8/2014,7155,109.28,35.84,781898.40,256435.20,525463.20
Cereal,Offline,C,6/25/2010,362018668,6/28/2010,8224,205.70,117.11,1691676.80,963112.64,728564.16
Meat,Offline,H,9/5/2012,318726098,9/17/2012,6990,421.89,364.69,2949011.10,2549183.10,399828.00
Baby Food,Offline,H,2/1/2012,710671079,2/17/2012,2220,255.28,159.42,566721.60,353912.40,212809.20
Fruits,Online,M,1/8/2015,771861493,1/30/2015,9823,9.33,6.92,91648.59,67975.16,23673.43
Cosmetics,Online,H,3/25/2016,198262298,4/10/2016,9075,437.20,263.33,3967590.00,2389719.75,1577870.25
Beverages,Offline,L,6/30/2016,302885615,7/15/2016,9439,47.45,31.79,447880.55,300065.81,147814.74
Cosmetics,Offline,L,5/5/2016,809221017,6/5/2016,5336,437.20,263.33,2332899.20,1405128.88,927770.32
Household,Offline,M,5/19/2011,404282557,6/24/2011,5048,668.27,502.54,3373426.96,2536821.92,836605.04
Household,Offline,M,8/22/2014,844227063,9/11/2014,4403,668.27,502.54,2942392.81,2212683.62,729709.19
Snacks,Online,C,8/7/2014,186198794,8/24/2014,9216,152.58,97.44,1406177.28,898007.04,508170.24
Fruits,Offline,M,11/19/2015,881347548,11/28/2015,9180,9.33,6.92,85649.40,63525.60,22123.80
Snacks,Online,L,1/2/2017,960773551,1/18/2017,3099,152.58,97.44,472845.42,301966.56,170878.86
Meat,Online,H,7/4/2013,364372146,7/27/2013,4670,421.89,364.69,1970226.30,1703102.30,267124.00
Vegetables,Online,L,5/5/2010,634528529,5/26/2010,9947,154.06,90.93,1532434.82,904480.71,627954.11
Snacks,Online,C,12/12/2013,347700393,12/13/2013,1128,152.58,97.44,172110.24,109912.32,62197.92
